,Unnamed: 0,country,job_category,year,number_worker,most_popular_job_cat,worker_percentage
11958,11958,BRA,Construction,2020,243199,Non_market_services,0.67
11959,11959,BRA,Mining_and_quarrying,2020,229016,Non_market_services,0.63
11960,11960,BRA,Market_services,2020,13801327,Non_market_services,37.98
11961,11961,BRA,Non_market_services,2020,16927207,Non_market_services,46.58
11962,11962,BRA,Non_classified,2020,133544,Non_market_services,0.37
12011,12011,BRA,Total,2019,40410998,Non_market_services,100
12012,12012,BRA,Agriculture,2019,1614997,Non_market_services,4.00
12013,12013,BRA,Manufacturing,2019,3844884,Non_market_services,9.51
12014,12014,BRA,Construction,2019,238793,Non_market_services,0.59
12015,12015,BRA,Mining_and_quarrying,2019,252349,Non_market_services,0.62
12016,12016,BRA,Market_services,2019,15570538,Non_market_services,38.53
12017,12017,BRA,Non_market_services,2019,18730577,Non_market_services,46.35
12018,12018,BRA,Non_classified,2019,158860,Non_market_services,0.39
12067,12067,BRA,Total,2018,39381061,Non_market_services,100
12068,12068,BRA,Agriculture,2018,1612970,Non_market_services,4.10
12069,12069,BRA,Manufacturing,2018,3811077,Non_market_services,9.68
12070,12070,BRA,Construction,2018,237381,Non_market_services,0.60
12071,12071,BRA,Mining_and_quarrying,2018,231673,Non_market_services,0.59
12072,12072,BRA,Market_services,2018,15014828,Non_market_services,38.13
12073,12073,BRA,Non_market_services,2018,18328422,Non_market_services,46.54
12074,12074,BRA,Non_classified,2018,144711,Non_market_services,0.37
12123,12123,BRA,Total,2017,38535305,Non_market_services,100
12124,12124,BRA,Agriculture,2017,1613137,Non_market_services,4.19
12125,12125,BRA,Manufacturing,2017,3719473,Non_market_services,9.65
12126,12126,BRA,Construction,2017,216625,Non_market_services,0.56
12127,12127,BRA,Mining_and_quarrying,2017,243253,Non_market_services,0.63
12128,12128,BRA,Market_services,2017,14816049,Non_market_services,38.45
12129,12129,BRA,Non_market_services,2017,17781423,Non_market_services,46.14
12130,12130,BRA,Non_classified,2017,145346,Non_market_services,0.38
12179,12179,BRA,Total,2016,38010565,Non_market_services,100
12180,12180,BRA,Agriculture,2016,1749733,Non_market_services,4.60
12181,12181,BRA,Manufacturing,2016,3677864,Non_market_services,9.68
12182,12182,BRA,Construction,2016,234870,Non_market_services,0.62
12183,12183,BRA,Mining_and_quarrying,2016,243528,Non_market_services,0.64
12184,12184,BRA,Market_services,2016,14248191,Non_market_services,37.48
12185,12185,BRA,Non_market_services,2016,17680993,Non_market_services,46.52
12186,12186,BRA,Non_classified,2016,175386,Non_market_services,0.46
12235,12235,BRA,Total,2015,38741693,Non_market_services,100
12236,12236,BRA,Agriculture,2015,1788128,Non_market_services,4.62
12237,12237,BRA,Manufacturing,2015,4090645,Non_market_services,10.56
12238,12238,BRA,Construction,2015,240705,Non_market_services,0.62
12239,12239,BRA,Mining_and_quarrying,2015,248512,Non_market_services,0.64
12240,12240,BRA,Market_services,2015,14676057,Non_market_services,37.88
12241,12241,BRA,Non_market_services,2015,17422713,Non_market_services,44.97
12242,12242,BRA,Non_classified,2015,274933,Non_market_services,0.71
12291,12291,BRA,Total,2014,38547879,Non_market_services,100
12292,12292,BRA,Agriculture,2014,1813963,Non_market_services,4.71
12293,12293,BRA,Manufacturing,2014,4134019,Non_market_services,10.72
12294,12294,BRA,Construction,2014,262852,Non_market_services,0.68
12295,12295,BRA,Mining_and_quarrying,2014,278353,Non_market_services,0.72
12296,12296,BRA,Market_services,2014,14598129,Non_market_services,37.87
12297,12297,BRA,Non_market_services,2014,17127872,Non_market_services,44.43
12298,12298,BRA,Non_classified,2014,332690,Non_market_services,0.86
12347,12347,BRA,Total,2013,37829539,Non_market_services,100
12348,12348,BRA,Agriculture,2013,1940782,Non_market_services,5.13
12349,12349,BRA,Manufacturing,2013,4066470,Non_market_services,10.75
12350,12350,BRA,Construction,2013,338283,Non_market_services,0.89
12351,12351,BRA,Mining_and_quarrying,2013,285740,Non_market_services,0.76
12352,12352,BRA,Market_services,2013,14123425,Non_market_services,37.33
12353,12353,BRA,Non_market_services,2013,16756415,Non_market_services,44.29
12354,12354,BRA,Non_classified,2013,318425,Non_market_services,0.84
12403,12403,BRA,Total,2012,37142483,Non_market_services,100
12404,12404,BRA,Agriculture,2012,1881415,Non_market_services,5.07
12405,12405,BRA,Manufacturing,2012,4159528,Non_market_services,11.20
12406,12406,BRA,Construction,2012,325409,Non_market_services,0.88
12407,12407,BRA,Mining_and_quarrying,2012,275299,Non_market_services,0.74
12408,12408,BRA,Market_services,2012,13374780,Non_market_services,36.01
12409,12409,BRA,Non_market_services,2012,16673786,Non_market_services,44.89
12410,12410,BRA,Non_classified,2012,452265,Non_market_services,1.22
12459,12459,BRA,Total,2011,38329562,Non_market_services,100
12460,12460,BRA,Agriculture,2011,4268587,Non_market_services,11.14
12461,12461,BRA,Manufacturing,2011,4201307,Non_market_services,10.96
12462,12462,BRA,Construction,2011,201149,Non_market_services,0.52
12463,12463,BRA,Mining_and_quarrying,2011,95658,Non_market_services,0.25
12464,12464,BRA,Market_services,2011,12920360,Non_market_services,33.71
12465,12465,BRA,Non_market_services,2011,16611097,Non_market_services,43.34
12466,12466,BRA,Non_classified,2011,31404,Non_market_services,0.08
12515,12515,BRA,Total,2009,38240275,Non_market_services,100
12516,12516,BRA,Agriculture,2009,4698681,Non_market_services,12.29
12517,12517,BRA,Manufacturing,2009,4728626,Non_market_services,12.37
12518,12518,BRA,Construction,2009,186004,Non_market_services,0.49
12519,12519,BRA,Mining_and_quarrying,2009,106605,Non_market_services,0.28
12520,12520,BRA,Market_services,2009,11532112,Non_market_services,30.16
12521,12521,BRA,Non_market_services,2009,16974274,Non_market_services,44.39
12522,12522,BRA,Non_classified,2009,13973,Non_market_services,0.04
12571,12571,BRA,Total,2008,37803704,Non_market_services,100
12572,12572,BRA,Agriculture,2008,4971731,Non_market_services,13.15
12573,12573,BRA,Manufacturing,2008,4768279,Non_market_services,12.61
12574,12574,BRA,Construction,2008,232819,Non_market_services,0.62
12575,12575,BRA,Mining_and_quarrying,2008,98345,Non_market_services,0.26
12576,12576,BRA,Market_services,2008,11261681,Non_market_services,29.79
12577,12577,BRA,Non_market_services,2008,16445856,Non_market_services,43.50
12578,12578,BRA,Non_classified,2008,24993,Non_market_services,0.07
12627,12627,BRA,Total,2007,36742996,Non_market_services,100
12628,12628,BRA,Agriculture,2007,5111060,Non_market_services,13.91
12629,12629,BRA,Manufacturing,2007,4550865,Non_market_services,12.39
12630,12630,BRA,Construction,2007,180961,Non_market_services,0.49
12631,12631,BRA,Mining_and_quarrying,2007,94794,Non_market_services,0.26
12632,12632,BRA,Market_services,2007,10725031,Non_market_services,29.19
12633,12633,BRA,Non_market_services,2007,16044775,Non_market_services,43.67
12634,12634,BRA,Non_classified,2007,35510,Non_market_services,0.10
12683,12683,BRA,Total,2006,36208599,Non_market_services,100
12684,12684,BRA,Agriculture,2006,5393165,Non_market_services,14.89
12685,12685,BRA,Manufacturing,2006,4429316,Non_market_services,12.23
12686,12686,BRA,Construction,2006,165833,Non_market_services,0.46
12687,12687,BRA,Mining_and_quarrying,2006,96440,Non_market_services,0.27
12688,12688,BRA,Market_services,2006,10324728,Non_market_services,28.51
12689,12689,BRA,Non_market_services,2006,15782972,Non_market_services,43.59
12690,12690,BRA,Non_classified,2006,16145,Non_market_services,0.04
12739,12739,BRA,Total,2005,35158655,Non_market_services,100
12740,12740,BRA,Agriculture,2005,5556615,Non_market_services,15.80
12741,12741,BRA,Manufacturing,2005,4418213,Non_market_services,12.57
12742,12742,BRA,Construction,2005,140647,Non_market_services,0.40
12743,12743,BRA,Mining_and_quarrying,2005,82530,Non_market_services,0.23
12744,12744,BRA,Market_services,2005,9799311,Non_market_services,27.87
12745,12745,BRA,Non_market_services,2005,15145962,Non_market_services,43.08
12746,12746,BRA,Non_classified,2005,15377,Non_market_services,0.04
12795,12795,BRA,Total,2004,34076804,Non_market_services,100
12796,12796,BRA,Agriculture,2004,5395122,Non_market_services,15.83
12797,12797,BRA,Manufacturing,2004,4174825,Non_market_services,12.25
12798,12798,BRA,Construction,2004,128839,Non_market_services,0.38
12799,12799,BRA,Mining_and_quarrying,2004,75331,Non_market_services,0.22
12800,12800,BRA,Market_services,2004,9371135,Non_market_services,27.50
12801,12801,BRA,Non_market_services,2004,14912943,Non_market_services,43.76
12802,12802,BRA,Non_classified,2004,18609,Non_market_services,0.05
12851,12851,BRA,Total,2003,31972232,Non_market_services,100
12852,12852,BRA,Agriculture,2003,5028008,Non_market_services,15.73
12853,12853,BRA,Manufacturing,2003,3865085,Non_market_services,12.09
12854,12854,BRA,Construction,2003,119432,Non_market_services,0.37
12855,12855,BRA,Mining_and_quarrying,2003,84264,Non_market_services,0.26
12856,12856,BRA,Market_services,2003,8825817,Non_market_services,27.60
12857,12857,BRA,Non_market_services,2003,14026683,Non_market_services,43.87
12858,12858,BRA,Non_classified,2003,22943,Non_market_services,0.07
12907,12907,BRA,Total,2002,31405496,Non_market_services,100
12908,12908,BRA,Agriculture,2002,5051780,Non_market_services,16.09
12909,12909,BRA,Manufacturing,2002,3753318,Non_market_services,11.95
12910,12910,BRA,Construction,2002,145888,Non_market_services,0.46
12911,12911,BRA,Mining_and_quarrying,2002,72598,Non_market_services,0.23
12912,12912,BRA,Market_services,2002,8454290,Non_market_services,26.92
12913,12913,BRA,Non_market_services,2002,13905871,Non_market_services,44.28
12914,12914,BRA,Non_classified,2002,21751,Non_market_services,0.07
12963,12963,BRA,Total,2001,29837498,Non_market_services,100
12964,12964,BRA,Agriculture,2001,4654052,Non_market_services,15.60
12965,12965,BRA,Manufacturing,2001,3638559,Non_market_services,12.19
12966,12966,BRA,Construction,2001,129788,Non_market_services,0.43
12967,12967,BRA,Mining_and_quarrying,2001,46044,Non_market_services,0.15
12968,12968,BRA,Market_services,2001,7700355,Non_market_services,25.81
12969,12969,BRA,Non_market_services,2001,13548701,Non_market_services,45.41
12970,12970,BRA,Non_classified,2001,119998,Non_market_services,0.40
13019,13019,BRB,Total,2019,62637,Market_services,100
13020,13020,BRB,Agriculture,2019,2760,Market_services,4.41
13021,13021,BRB,Manufacturing,2019,1204,Market_services,1.92
13022,13022,BRB,Construction,2019,5794,Market_services,9.25
13023,13023,BRB,Mining_and_quarrying,2019,22516,Market_services,35.95
13024,13024,BRB,Market_services,2019,29669,Market_services,47.37
13025,13025,BRB,Non_classified,2019,693,Market_services,1.11
13068,13068,BRB,Total,2018,62483,Market_services,100
13069,13069,BRB,Agriculture,2018,2976,Market_services,4.76
13070,13070,BRB,Manufacturing,2018,1254,Market_services,2.01
13071,13071,BRB,Construction,2018,6241,Market_services,9.99
13072,13072,BRB,Mining_and_quarrying,2018,23804,Market_services,38.10
13073,13073,BRB,Market_services,2018,27099,Market_services,43.37
13074,13074,BRB,Non_classified,2018,1109,Market_services,1.77
13117,13117,BRB,Total,2017,63627,Market_services,100
13118,13118,BRB,Agriculture,2017,2732,Market_services,4.29
13119,13119,BRB,Manufacturing,2017,1577,Market_services,2.48
13120,13120,BRB,Construction,2017,6360,Market_services,10.00
13121,13121,BRB,Mining_and_quarrying,2017,23608,Market_services,37.10
13122,13122,BRB,Market_services,2017,28206,Market_services,44.33
13123,13123,BRB,Non_classified,2017,1144,Market_services,1.80
13166,13166,BRB,Total,2016,65400,Market_services,100
13167,13167,BRB,Agriculture,2016,3152,Market_services,4.82
13168,13168,BRB,Manufacturing,2016,1099,Market_services,1.68
13169,13169,BRB,Construction,2016,6957,Market_services,10.64
13170,13170,BRB,Mining_and_quarrying,2016,25414,Market_services,38.86
13171,13171,BRB,Market_services,2016,27496,Market_services,42.04
13172,13172,BRB,Non_classified,2016,1284,Market_services,1.96
13215,13215,BRB,Total,2015,64266,Market_services,100
13216,13216,BRB,Agriculture,2015,3578,Market_services,5.57
13217,13217,BRB,Manufacturing,2015,919,Market_services,1.43
13218,13218,BRB,Construction,2015,6697,Market_services,10.42
13219,13219,BRB,Mining_and_quarrying,2015,24313,Market_services,37.83
13220,13220,BRB,Market_services,2015,27565,Market_services,42.89
13221,13221,BRB,Non_classified,2015,1194,Market_services,1.86
13264,13264,BRN,Total,2022,82912,Non_market_services,100
13265,13265,BRN,Agriculture,2022,799,Non_market_services,0.96
13266,13266,BRN,Manufacturing,2022,3243,Non_market_services,3.91
13267,13267,BRN,Construction,2022,1602,Non_market_services,1.93
13268,13268,BRN,Mining_and_quarrying,2022,2978,Non_market_services,3.59
13269,13269,BRN,Market_services,2022,32958,Non_market_services,39.75
13270,13270,BRN,Non_market_services,2022,41277,Non_market_services,49.78
13271,13271,BRN,Non_classified,2022,-1,Non_market_services,-0.00
13318,13318,BRN,Total,2021,84807,Non_market_services,100
13319,13319,BRN,Agriculture,2021,252,Non_market_services,0.30
13320,13320,BRN,Manufacturing,2021,2638,Non_market_services,3.11
13321,13321,BRN,Construction,2021,2039,Non_market_services,2.40
13322,13322,BRN,Mining_and_quarrying,2021,3176,Non_market_services,3.74
13323,13323,BRN,Market_services,2021,32817,Non_market_services,38.70
13324,13324,BRN,Non_market_services,2021,43884,Non_market_services,51.75
13367,13367,BRN,Total,2020,83888,Non_market_services,100
13368,13368,BRN,Agriculture,2020,529,Non_market_services,0.63
13369,13369,BRN,Manufacturing,2020,2426,Non_market_services,2.89
13370,13370,BRN,Construction,2020,1910,Non_market_services,2.28
13371,13371,BRN,Mining_and_quarrying,2020,3692,Non_market_services,4.40
13372,13372,BRN,Market_services,2020,32137,Non_market_services,38.31
13373,13373,BRN,Non_market_services,2020,43194,Non_market_services,51.49
13416,13416,BRN,Total,2019,85899,Non_market_services,100
13417,13417,BRN,Agriculture,2019,590,Non_market_services,0.69
13418,13418,BRN,Manufacturing,2019,2389,Non_market_services,2.78
13419,13419,BRN,Construction,2019,1608,Non_market_services,1.87
13420,13420,BRN,Mining_and_quarrying,2019,3784,Non_market_services,4.41
13421,13421,BRN,Market_services,2019,32374,Non_market_services,37.69
13422,13422,BRN,Non_market_services,2019,45153,Non_market_services,52.57
13465,13465,BRN,Total,2018,82921,Non_market_services,100
13466,13466,BRN,Agriculture,2018,445,Non_market_services,0.54
13467,13467,BRN,Manufacturing,2018,2308,Non_market_services,2.78
13468,13468,BRN,Construction,2018,2146,Non_market_services,2.59
13469,13469,BRN,Mining_and_quarrying,2018,2944,Non_market_services,3.55
13470,13470,BRN,Market_services,2018,28086,Non_market_services,33.87
13471,13471,BRN,Non_market_services,2018,46993,Non_market_services,56.67
13513,13513,BRN,Total,2017,83105,Non_market_services,100
13514,13514,BRN,Agriculture,2017,377,Non_market_services,0.45
13515,13515,BRN,Manufacturing,2017,2732,Non_market_services,3.29
13516,13516,BRN,Construction,2017,1538,Non_market_services,1.85
13517,13517,BRN,Mining_and_quarrying,2017,3476,Non_market_services,4.18
13518,13518,BRN,Market_services,2017,29105,Non_market_services,35.02
13519,13519,BRN,Non_market_services,2017,45877,Non_market_services,55.20
13562,13562,BRN,Total,2014,81505,Non_market_services,100
13563,13563,BRN,Agriculture,2014,13731,Non_market_services,16.85
13564,13564,BRN,Manufacturing,2014,3280,Non_market_services,4.02
13565,13565,BRN,Construction,2014,2039,Non_market_services,2.50
13566,13566,BRN,Mining_and_quarrying,2014,3258,Non_market_services,4.00
13567,13567,BRN,Market_services,2014,21038,Non_market_services,25.81
13568,13568,BRN,Non_market_services,2014,38160,Non_market_services,46.82
13611,13611,BTN,Total,2023,150742,Agriculture,100
13612,13612,BTN,Agriculture,2023,78631,Agriculture,52.16
13613,13613,BTN,Manufacturing,2023,12845,Agriculture,8.52
13614,13614,BTN,Construction,2023,1454,Agriculture,0.96
13615,13615,BTN,Mining_and_quarrying,2023,1679,Agriculture,1.11
13616,13616,BTN,Market_services,2023,35459,Agriculture,23.52
13617,13617,BTN,Non_market_services,2023,19392,Agriculture,12.86
13618,13618,BTN,Non_classified,2023,1281,Agriculture,0.85
13666,13666,BTN,Total,2022,123844,Agriculture,100
13667,13667,BTN,Agriculture,2022,66055,Agriculture,53.34
13668,13668,BTN,Manufacturing,2022,9810,Agriculture,7.92
13669,13669,BTN,Construction,2022,1611,Agriculture,1.30
13670,13670,BTN,Mining_and_quarrying,2022,1345,Agriculture,1.09
13671,13671,BTN,Market_services,2022,25860,Agriculture,20.88
13672,13672,BTN,Non_market_services,2022,17792,Agriculture,14.37
13673,13673,BTN,Non_classified,2022,1372,Agriculture,1.11
13721,13721,BTN,Total,2021,154223,Agriculture,100
13722,13722,BTN,Agriculture,2021,89173,Agriculture,57.82
13723,13723,BTN,Manufacturing,2021,14302,Agriculture,9.27
13724,13724,BTN,Construction,2021,2316,Agriculture,1.50
13725,13725,BTN,Mining_and_quarrying,2021,1426,Agriculture,0.92
13726,13726,BTN,Market_services,2021,27103,Agriculture,17.57
13727,13727,BTN,Non_market_services,2021,17898,Agriculture,11.61
13728,13728,BTN,Non_classified,2021,2005,Agriculture,1.30
13774,13774,BTN,Total,2020,152007,Agriculture,100
13775,13775,BTN,Agriculture,2020,89305,Agriculture,58.75
