country,level_education,year,ratio_employment_to_population
COL,INTERMEDATE,2007,46.681
COL,ADVANCED,2007,62.836
COL,NOT_STATED,2007,18.922
COL,TOTAL,2005,43.871
COL,LESS_THAN_BASIC,2005,33.565
COL,BASIC,2005,38.137
COL,INTERMEDATE,2005,51.228
COL,ADVANCED,2005,68.078
COL,NOT_STATED,2005,39.114
COL,TOTAL,2004,43.53
COL,LESS_THAN_BASIC,2004,35.025
COL,BASIC,2004,37.688
COL,INTERMEDATE,2004,48.993
COL,ADVANCED,2004,66.364
COL,NOT_STATED,2004,48.294
COL,TOTAL,2003,44.681
COL,LESS_THAN_BASIC,2003,36.2
COL,BASIC,2003,39.365
COL,INTERMEDATE,2003,50.362
COL,ADVANCED,2003,68.076
COL,NOT_STATED,2003,48.836
COL,TOTAL,2002,43.005
COL,LESS_THAN_BASIC,2002,33.695
COL,BASIC,2002,37.865
COL,INTERMEDATE,2002,49.735
COL,ADVANCED,2002,67.781
COL,NOT_STATED,2002,44.869
COM,TOTAL,2021,44.858
COM,LESS_THAN_BASIC,2021,53.375
COM,BASIC,2021,29.345
COM,INTERMEDATE,2021,38.771
COM,ADVANCED,2021,58.756
COM,NOT_STATED,2021,-1.0
COM,TOTAL,2014,29.586
COM,LESS_THAN_BASIC,2014,30.316
COM,BASIC,2014,19.058
COM,INTERMEDATE,2014,37.66
COM,ADVANCED,2014,63.575
COM,NOT_STATED,2014,-1.0
COM,TOTAL,2004,30.936
COM,LESS_THAN_BASIC,2004,40.718
COM,BASIC,2004,24.229
COM,INTERMEDATE,2004,33.432
COM,ADVANCED,2004,74.046
COM,NOT_STATED,2004,10.988
CPV,TOTAL,2015,40.581
CPV,LESS_THAN_BASIC,2015,28.827
CPV,BASIC,2015,43.732
CPV,INTERMEDATE,2015,32.943
CPV,ADVANCED,2015,58.344
CPV,NOT_STATED,2015,-1.0
CPV,TOTAL,2009,42.048
CPV,LESS_THAN_BASIC,2009,51.09
CPV,BASIC,2009,44.503
CPV,INTERMEDATE,2009,63.375
CPV,ADVANCED,2009,53.894
CPV,NOT_STATED,2009,29.461
CRI,TOTAL,2023,39.366
CRI,LESS_THAN_BASIC,2023,18.839
CRI,BASIC,2023,31.991
CRI,INTERMEDATE,2023,44.03
CRI,ADVANCED,2023,64.692
CRI,NOT_STATED,2023,35.227
CRI,TOTAL,2022,42.454
CRI,LESS_THAN_BASIC,2022,23.473
CRI,BASIC,2022,34.885
CRI,INTERMEDATE,2022,47.747
CRI,ADVANCED,2022,66.184
CRI,NOT_STATED,2022,44.245
CRI,TOTAL,2021,39.948
CRI,LESS_THAN_BASIC,2021,24.13
CRI,BASIC,2021,32.373
CRI,INTERMEDATE,2021,43.316
CRI,ADVANCED,2021,67.977
CRI,NOT_STATED,2021,41.972
CRI,TOTAL,2020,38.116
CRI,LESS_THAN_BASIC,2020,21.021
CRI,BASIC,2020,31.278
CRI,INTERMEDATE,2020,41.383
CRI,ADVANCED,2020,66.875
CRI,NOT_STATED,2020,33.018
CRI,TOTAL,2019,45.088
CRI,LESS_THAN_BASIC,2019,28.807
CRI,BASIC,2019,37.883
CRI,INTERMEDATE,2019,50.85
CRI,ADVANCED,2019,70.3
CRI,NOT_STATED,2019,86.858
CRI,TOTAL,2018,42.865
CRI,LESS_THAN_BASIC,2018,28.777
CRI,BASIC,2018,37.658
CRI,INTERMEDATE,2018,47.034
CRI,ADVANCED,2018,66.814
CRI,NOT_STATED,2018,63.282
CRI,TOTAL,2017,41.202
CRI,LESS_THAN_BASIC,2017,25.335
CRI,BASIC,2017,35.505
CRI,INTERMEDATE,2017,45.473
CRI,ADVANCED,2017,67.292
CRI,NOT_STATED,2017,24.224
CRI,TOTAL,2016,41.106
CRI,LESS_THAN_BASIC,2016,26.336
CRI,BASIC,2016,34.329
CRI,INTERMEDATE,2016,47.354
CRI,ADVANCED,2016,66.558
CRI,NOT_STATED,2016,57.834
CRI,TOTAL,2015,44.64
CRI,LESS_THAN_BASIC,2015,27.357
CRI,BASIC,2015,40.093
CRI,INTERMEDATE,2015,47.24
CRI,ADVANCED,2015,71.094
CRI,NOT_STATED,2015,50.422
CRI,TOTAL,2014,45.708
CRI,LESS_THAN_BASIC,2014,27.644
CRI,BASIC,2014,40.148
CRI,INTERMEDATE,2014,52.532
CRI,ADVANCED,2014,68.974
CRI,NOT_STATED,2014,87.643
CRI,TOTAL,2013,46.022
CRI,LESS_THAN_BASIC,2013,27.05
CRI,BASIC,2013,40.022
CRI,INTERMEDATE,2013,51.173
CRI,ADVANCED,2013,73.161
CRI,NOT_STATED,2013,77.929
CRI,TOTAL,2012,45.617
CRI,LESS_THAN_BASIC,2012,26.826
CRI,BASIC,2012,40.369
CRI,INTERMEDATE,2012,52.302
CRI,ADVANCED,2012,68.296
CRI,NOT_STATED,2012,76.766
CRI,TOTAL,2011,40.684
CRI,LESS_THAN_BASIC,2011,23.36
CRI,BASIC,2011,34.014
CRI,INTERMEDATE,2011,48.623
CRI,ADVANCED,2011,65.105
CRI,NOT_STATED,2011,75.543
CRI,TOTAL,2010,40.382
CRI,LESS_THAN_BASIC,2010,22.56
CRI,BASIC,2010,34.588
CRI,INTERMEDATE,2010,48.951
CRI,ADVANCED,2010,65.927
CRI,NOT_STATED,2010,50.882
CRI,TOTAL,2009,40.465
CRI,LESS_THAN_BASIC,2009,19.808
CRI,BASIC,2009,37.066
CRI,INTERMEDATE,2009,51.286
CRI,ADVANCED,2009,71.384
CRI,NOT_STATED,2009,83.261
CRI,TOTAL,2008,41.794
CRI,LESS_THAN_BASIC,2008,22.01
CRI,BASIC,2008,39.466
CRI,INTERMEDATE,2008,49.183
CRI,ADVANCED,2008,71.638
CRI,NOT_STATED,2008,81.773
CRI,TOTAL,2007,41.464
CRI,LESS_THAN_BASIC,2007,24.791
CRI,BASIC,2007,35.534
CRI,INTERMEDATE,2007,51.106
CRI,ADVANCED,2007,72.263
CRI,NOT_STATED,2007,24.682
CRI,TOTAL,2006,39.719
CRI,LESS_THAN_BASIC,2006,21.953
CRI,BASIC,2006,34.655
CRI,INTERMEDATE,2006,47.699
CRI,ADVANCED,2006,71.445
CRI,NOT_STATED,2006,33.887
CRI,TOTAL,2005,39.392
CRI,LESS_THAN_BASIC,2005,21.599
CRI,BASIC,2005,34.876
CRI,INTERMEDATE,2005,47.788
CRI,ADVANCED,2005,70.196
CRI,NOT_STATED,2005,33.312
CRI,TOTAL,2004,36.505
CRI,LESS_THAN_BASIC,2004,19.287
CRI,BASIC,2004,31.427
CRI,INTERMEDATE,2004,47.242
CRI,ADVANCED,2004,69.652
CRI,NOT_STATED,2004,31.517
CRI,TOTAL,2003,38.132
CRI,LESS_THAN_BASIC,2003,20.18
CRI,BASIC,2003,32.846
CRI,INTERMEDATE,2003,48.674
CRI,ADVANCED,2003,73.042
CRI,NOT_STATED,2003,38.13
CRI,TOTAL,2002,37.96
CRI,LESS_THAN_BASIC,2002,20.681
CRI,BASIC,2002,33.742
CRI,INTERMEDATE,2002,48.711
CRI,ADVANCED,2002,71.962
CRI,NOT_STATED,2002,42.411
CRI,TOTAL,2001,38.473
CRI,LESS_THAN_BASIC,2001,21.693
CRI,BASIC,2001,34.213
CRI,INTERMEDATE,2001,50.053
CRI,ADVANCED,2001,73.106
CRI,NOT_STATED,2001,41.053
CYP,TOTAL,2023,57.161
CYP,LESS_THAN_BASIC,2023,9.12
CYP,BASIC,2023,26.587
CYP,INTERMEDATE,2023,56.033
CYP,ADVANCED,2023,77.693
CYP,TOTAL,2022,55.019
CYP,LESS_THAN_BASIC,2022,5.163
CYP,BASIC,2022,25.711
CYP,INTERMEDATE,2022,54.996
CYP,ADVANCED,2022,75.385
CYP,TOTAL,2021,53.258
CYP,LESS_THAN_BASIC,2021,4.483
CYP,BASIC,2021,25.251
CYP,INTERMEDATE,2021,52.894
CYP,ADVANCED,2021,75.192
CYP,TOTAL,2020,52.276
CYP,LESS_THAN_BASIC,2020,6.146
CYP,BASIC,2020,25.229
CYP,INTERMEDATE,2020,51.15
CYP,ADVANCED,2020,75.561
CYP,TOTAL,2019,52.876
CYP,LESS_THAN_BASIC,2019,3.924
CYP,BASIC,2019,25.636
CYP,INTERMEDATE,2019,54.654
CYP,ADVANCED,2019,74.821
CYP,TOTAL,2018,52.357
CYP,LESS_THAN_BASIC,2018,3.896
CYP,BASIC,2018,25.29
CYP,INTERMEDATE,2018,56.009
CYP,ADVANCED,2018,73.228
CYP,TOTAL,2017,50.419
CYP,LESS_THAN_BASIC,2017,4.006
CYP,BASIC,2017,25.474
CYP,INTERMEDATE,2017,53.464
CYP,ADVANCED,2017,72.122
CYP,TOTAL,2016,48.879
CYP,LESS_THAN_BASIC,2016,5.666
CYP,BASIC,2016,27.052
CYP,INTERMEDATE,2016,48.723
CYP,ADVANCED,2016,71.845
CYP,TOTAL,2015,49.189
CYP,LESS_THAN_BASIC,2015,7.255
CYP,BASIC,2015,28.086
CYP,INTERMEDATE,2015,51.461
CYP,ADVANCED,2015,71.642
CYP,TOTAL,2014,49.754
CYP,LESS_THAN_BASIC,2014,6.927
CYP,BASIC,2014,29.647
CYP,INTERMEDATE,2014,51.794
CYP,ADVANCED,2014,71.249
CYP,TOTAL,2013,48.416
CYP,LESS_THAN_BASIC,2013,6.778
CYP,BASIC,2013,29.084
CYP,INTERMEDATE,2013,50.405
CYP,ADVANCED,2013,69.972
CYP,TOTAL,2012,50.648
CYP,LESS_THAN_BASIC,2012,6.817
CYP,BASIC,2012,31.278
CYP,INTERMEDATE,2012,54.393
CYP,ADVANCED,2012,72.193
CYP,TOTAL,2011,53.071
CYP,LESS_THAN_BASIC,2011,9.071
CYP,BASIC,2011,35.595
CYP,INTERMEDATE,2011,55.657
CYP,ADVANCED,2011,75.678
CYP,TOTAL,2010,54.131
CYP,LESS_THAN_BASIC,2010,10.248
CYP,BASIC,2010,38.169
CYP,INTERMEDATE,2010,58.222
CYP,ADVANCED,2010,76.998
CYP,TOTAL,2009,53.597
CYP,LESS_THAN_BASIC,2009,9.695
CYP,BASIC,2009,35.423
CYP,INTERMEDATE,2009,59.583
CYP,ADVANCED,2009,79.689
CYP,TOTAL,2008,53.477
CYP,LESS_THAN_BASIC,2008,6.972
CYP,BASIC,2008,33.538
CYP,INTERMEDATE,2008,59.907
CYP,ADVANCED,2008,81.537
CYP,TOTAL,2007,53.249
CYP,LESS_THAN_BASIC,2007,8.433
CYP,BASIC,2007,33.52
CYP,INTERMEDATE,2007,60.435
CYP,ADVANCED,2007,81.089
CYP,TOTAL,2006,51.425
CYP,LESS_THAN_BASIC,2006,9.201
CYP,BASIC,2006,34.632
CYP,INTERMEDATE,2006,58.322
CYP,ADVANCED,2006,78.848
CYP,TOTAL,2005,49.85
CYP,LESS_THAN_BASIC,2005,10.311
CYP,BASIC,2005,34.193
CYP,INTERMEDATE,2005,58.022
CYP,ADVANCED,2005,78.366
CYP,TOTAL,2004,50.028
CYP,LESS_THAN_BASIC,2004,10.742
CYP,BASIC,2004,36.476
CYP,INTERMEDATE,2004,57.974
CYP,ADVANCED,2004,80.9
CYP,TOTAL,2003,51.386
CYP,LESS_THAN_BASIC,2003,12.651
CYP,BASIC,2003,37.485
CYP,INTERMEDATE,2003,61.427
CYP,ADVANCED,2003,83.158
CYP,TOTAL,2002,50.25
CYP,LESS_THAN_BASIC,2002,12.431
CYP,BASIC,2002,37.485
CYP,INTERMEDATE,2002,63.002
CYP,ADVANCED,2002,83.448
CYP,TOTAL,2001,48.805
CYP,LESS_THAN_BASIC,2001,12.392
CYP,BASIC,2001,36.446
CYP,INTERMEDATE,2001,62.024
CYP,ADVANCED,2001,84.412
CYP,TOTAL,2000,45.528
CYP,BASIC,2000,27.125
CYP,INTERMEDATE,2000,58.294
CYP,ADVANCED,2000,83.872
CZE,TOTAL,2023,50.17
CZE,BASIC,2023,15.435
CZE,INTERMEDATE,2023,52.32
CZE,ADVANCED,2023,72.08
CZE,TOTAL,2022,50.717
CZE,LESS_THAN_BASIC,2022,-1.0
CZE,BASIC,2022,15.159
CZE,INTERMEDATE,2022,52.288
CZE,ADVANCED,2022,71.984
CZE,NOT_STATED,2022,-1.0
CZE,TOTAL,2021,50.176
CZE,LESS_THAN_BASIC,2021,-1.0
CZE,BASIC,2021,14.301
CZE,INTERMEDATE,2021,52.244
CZE,ADVANCED,2021,70.032
CZE,NOT_STATED,2021,41.366
CZE,TOTAL,2020,50.279
CZE,LESS_THAN_BASIC,2020,-1.0
CZE,BASIC,2020,15.137
CZE,INTERMEDATE,2020,53.265
CZE,ADVANCED,2020,68.842
CZE,NOT_STATED,2020,38.694
CZE,TOTAL,2019,51.335
CZE,LESS_THAN_BASIC,2019,-1.0
CZE,BASIC,2019,15.953
CZE,INTERMEDATE,2019,54.596
CZE,ADVANCED,2019,70.308
CZE,NOT_STATED,2019,43.193
CZE,TOTAL,2018,51.296
CZE,BASIC,2018,14.812
CZE,INTERMEDATE,2018,54.62
CZE,ADVANCED,2018,71.398
CZE,NOT_STATED,2018,80.33
CZE,TOTAL,2017,50.417
CZE,LESS_THAN_BASIC,2017,-1.0
CZE,BASIC,2017,14.771
CZE,INTERMEDATE,2017,53.779
CZE,ADVANCED,2017,70.407
CZE,NOT_STATED,2017,43.92
CZE,TOTAL,2016,49.441
CZE,LESS_THAN_BASIC,2016,-1.0
CZE,BASIC,2016,13.808
CZE,INTERMEDATE,2016,53.367
CZE,ADVANCED,2016,68.907
CZE,NOT_STATED,2016,-1.0
CZE,TOTAL,2015,48.138
CZE,LESS_THAN_BASIC,2015,4.593
CZE,BASIC,2015,12.869
CZE,INTERMEDATE,2015,52.08
CZE,ADVANCED,2015,68.795
CZE,NOT_STATED,2015,-1.0
CZE,TOTAL,2014,47.101
CZE,LESS_THAN_BASIC,2014,2.866
CZE,BASIC,2014,13.203
CZE,INTERMEDATE,2014,50.761
CZE,ADVANCED,2014,68.777
CZE,NOT_STATED,2014,71.844
CZE,TOTAL,2013,46.695
CZE,LESS_THAN_BASIC,2013,4.793
CZE,BASIC,2013,12.917
CZE,INTERMEDATE,2013,50.472
CZE,ADVANCED,2013,64.538
CZE,NOT_STATED,2013,69.99
CZE,TOTAL,2012,45.936
CZE,LESS_THAN_BASIC,2012,-1.0
CZE,BASIC,2012,13.12
CZE,INTERMEDATE,2012,50.424
CZE,ADVANCED,2012,65.248
CZE,NOT_STATED,2012,68.1
CZE,TOTAL,2011,45.566
CZE,LESS_THAN_BASIC,2011,-1.0
CZE,BASIC,2011,13.77
CZE,INTERMEDATE,2011,50.783
CZE,ADVANCED,2011,61.624
CZE,NOT_STATED,2011,67.671
CZE,TOTAL,2010,45.147
CZE,LESS_THAN_BASIC,2010,-1.0
CZE,BASIC,2010,14.195
CZE,INTERMEDATE,2010,50.624
CZE,ADVANCED,2010,59.89
CZE,NOT_STATED,2010,68.82
CZE,TOTAL,2009,45.701
CZE,LESS_THAN_BASIC,2009,-1.0
CZE,BASIC,2009,14.796
CZE,INTERMEDATE,2009,51.613
CZE,ADVANCED,2009,62.506
CZE,NOT_STATED,2009,70.555
CZE,TOTAL,2008,46.554
CZE,LESS_THAN_BASIC,2008,-1.0
CZE,BASIC,2008,15.543
CZE,INTERMEDATE,2008,53.775
CZE,ADVANCED,2008,62.848
CZE,NOT_STATED,2008,71.445
CZE,TOTAL,2007,46.423
CZE,LESS_THAN_BASIC,2007,-1.0
CZE,BASIC,2007,15.471
CZE,INTERMEDATE,2007,53.805
CZE,ADVANCED,2007,64.963
CZE,NOT_STATED,2007,72.348
CZE,TOTAL,2006,46.083
CZE,LESS_THAN_BASIC,2006,-1.0
CZE,BASIC,2006,15.248
CZE,INTERMEDATE,2006,53.574
CZE,ADVANCED,2006,65.788
CZE,NOT_STATED,2006,72.089
CZE,TOTAL,2005,45.684
CZE,LESS_THAN_BASIC,2005,-1.0
CZE,BASIC,2005,14.547
CZE,INTERMEDATE,2005,53.8
CZE,ADVANCED,2005,67.008
CZE,NOT_STATED,2005,72.314
CZE,TOTAL,2004,45.534
CZE,LESS_THAN_BASIC,2004,2.11
CZE,BASIC,2004,15.312
CZE,INTERMEDATE,2004,54.087
CZE,ADVANCED,2004,68.47
CZE,NOT_STATED,2004,72.454
CZE,TOTAL,2003,45.778
CZE,LESS_THAN_BASIC,2003,2.821
CZE,BASIC,2003,16.111
CZE,INTERMEDATE,2003,54.817
CZE,ADVANCED,2003,64.497
CZE,NOT_STATED,2003,73.091
CZE,TOTAL,2002,46.337
CZE,LESS_THAN_BASIC,2002,4.707
CZE,BASIC,2002,16.986
CZE,INTERMEDATE,2002,55.908
CZE,ADVANCED,2002,68.625
CZE,NOT_STATED,2002,73.526
CZE,TOTAL,2001,46.208
CZE,LESS_THAN_BASIC,2001,1.593
CZE,BASIC,2001,17.04
CZE,INTERMEDATE,2001,56.278
CZE,ADVANCED,2001,68.085
CZE,NOT_STATED,2001,74.971
CZE,TOTAL,2000,46.179
CZE,LESS_THAN_BASIC,2000,2.13
CZE,BASIC,2000,18.105
CZE,INTERMEDATE,2000,56.381
CZE,ADVANCED,2000,67.336
CZE,NOT_STATED,2000,72.588
DEU,TOTAL,2023,54.813
DEU,BASIC,2023,34.07
DEU,INTERMEDATE,2023,57.963
DEU,ADVANCED,2023,71.116
DEU,TOTAL,2022,54.559
DEU,BASIC,2022,33.268
DEU,INTERMEDATE,2022,58.098
DEU,ADVANCED,2022,71.346
DEU,NOT_STATED,2022,0.722
DEU,TOTAL,2021,53.644
DEU,BASIC,2021,30.65
DEU,INTERMEDATE,2021,57.632
DEU,ADVANCED,2021,71.092
DEU,NOT_STATED,2021,4.974
DEU,TOTAL,2020,53.491
DEU,BASIC,2020,29.609
DEU,INTERMEDATE,2020,57.492
DEU,ADVANCED,2020,70.286
DEU,NOT_STATED,2020,6.414
DEU,TOTAL,2019,55.125
DEU,BASIC,2019,29.51
DEU,INTERMEDATE,2019,59.855
DEU,ADVANCED,2019,72.958
DEU,NOT_STATED,2019,6.664
DEU,TOTAL,2018,54.232
DEU,BASIC,2018,28.457
DEU,INTERMEDATE,2018,59.331
DEU,ADVANCED,2018,72.304
DEU,NOT_STATED,2018,7.204
DEU,TOTAL,2017,54.078
DEU,BASIC,2017,28.452
DEU,INTERMEDATE,2017,59.317
DEU,ADVANCED,2017,72.927
DEU,NOT_STATED,2017,6.965
DEU,TOTAL,2016,53.546
DEU,BASIC,2016,27.467
DEU,INTERMEDATE,2016,59.379
DEU,ADVANCED,2016,72.755
DEU,NOT_STATED,2016,8.078
DEU,TOTAL,2015,52.414
DEU,BASIC,2015,26.904
DEU,INTERMEDATE,2015,58.182
DEU,ADVANCED,2015,72.433
DEU,NOT_STATED,2015,6.044
DEU,TOTAL,2014,52.29
DEU,BASIC,2014,26.407
DEU,INTERMEDATE,2014,58.341
DEU,ADVANCED,2014,72.677
DEU,NOT_STATED,2014,5.169
DEU,TOTAL,2013,51.878
DEU,BASIC,2013,28.382
DEU,INTERMEDATE,2013,57.218
DEU,ADVANCED,2013,72.759
DEU,NOT_STATED,2013,18.406
DEU,TOTAL,2012,51.232
DEU,BASIC,2012,27.731
DEU,INTERMEDATE,2012,56.656
DEU,ADVANCED,2012,73.185
DEU,NOT_STATED,2012,17.623
DEU,TOTAL,2011,51.211
DEU,BASIC,2011,27.855
DEU,INTERMEDATE,2011,56.482
DEU,ADVANCED,2011,73.374
DEU,NOT_STATED,2011,17.645
DEU,TOTAL,2010,49.25
DEU,BASIC,2010,24.427
DEU,INTERMEDATE,2010,55.242
DEU,ADVANCED,2010,71.547
DEU,NOT_STATED,2010,35.019
DEU,TOTAL,2009,49.356
DEU,BASIC,2009,26.004
DEU,INTERMEDATE,2009,55.788
DEU,ADVANCED,2009,71.231
DEU,NOT_STATED,2009,40.322
DEU,TOTAL,2008,48.507
DEU,BASIC,2008,25.823
DEU,INTERMEDATE,2008,55.218
DEU,ADVANCED,2008,69.08
DEU,NOT_STATED,2008,33.594
DEU,TOTAL,2007,48.051
DEU,BASIC,2007,25.231
DEU,INTERMEDATE,2007,54.987
DEU,ADVANCED,2007,72.207
DEU,NOT_STATED,2007,35.442
DEU,TOTAL,2006,46.834
DEU,BASIC,2006,24.658
DEU,INTERMEDATE,2006,54.294
DEU,ADVANCED,2006,71.025
DEU,NOT_STATED,2006,29.64
DEU,TOTAL,2005,45.479
DEU,BASIC,2005,24.347
DEU,INTERMEDATE,2005,52.917
DEU,ADVANCED,2005,69.565
DEU,NOT_STATED,2005,0.575
DEU,TOTAL,2004,44.451
DEU,BASIC,2004,22.939
DEU,INTERMEDATE,2004,52.343
DEU,ADVANCED,2004,70.335
DEU,NOT_STATED,2004,27.983
DEU,TOTAL,2003,45.121
DEU,BASIC,2003,24.78
DEU,INTERMEDATE,2003,53.252
DEU,ADVANCED,2003,70.519
DEU,NOT_STATED,2003,26.618
DEU,TOTAL,2002,45.306
DEU,BASIC,2002,25.33
DEU,INTERMEDATE,2002,54.246
DEU,ADVANCED,2002,70.714
DEU,NOT_STATED,2002,21.904
DEU,TOTAL,2001,45.458
DEU,BASIC,2001,26.186
DEU,INTERMEDATE,2001,54.136
DEU,ADVANCED,2001,71.072
DEU,NOT_STATED,2001,24.006
DEU,TOTAL,2000,44.817
DEU,BASIC,2000,28.572
DEU,INTERMEDATE,2000,54.068
DEU,ADVANCED,2000,71.176
DEU,NOT_STATED,2000,18.004
DJI,TOTAL,2017,11.67
DJI,LESS_THAN_BASIC,2017,10.219
DJI,BASIC,2017,7.385
DJI,INTERMEDATE,2017,20.475
DJI,ADVANCED,2017,44.593
DJI,NOT_STATED,2017,-1.0
DNK,TOTAL,2023,56.55
DNK,BASIC,2023,34.051
DNK,INTERMEDATE,2023,58.459
DNK,ADVANCED,2023,73.029
DNK,TOTAL,2022,56.751
DNK,BASIC,2022,33.94
DNK,INTERMEDATE,2022,59.028
DNK,ADVANCED,2022,72.828
DNK,NOT_STATED,2022,9.747
DNK,TOTAL,2021,55.121
DNK,BASIC,2021,31.858
DNK,INTERMEDATE,2021,57.527
DNK,ADVANCED,2021,72.234
DNK,NOT_STATED,2021,8.525
DNK,TOTAL,2020,54.295
DNK,BASIC,2020,30.812
DNK,INTERMEDATE,2020,57.679
DNK,ADVANCED,2020,72.118
DNK,NOT_STATED,2020,13.372
DNK,TOTAL,2019,54.933
DNK,BASIC,2019,31.393
DNK,INTERMEDATE,2019,59.333
DNK,ADVANCED,2019,72.149
DNK,NOT_STATED,2019,22.158
DNK,TOTAL,2018,54.484
DNK,BASIC,2018,31.323
DNK,INTERMEDATE,2018,59.711
DNK,ADVANCED,2018,71.307
DNK,NOT_STATED,2018,20.855
DNK,TOTAL,2017,54.123
DNK,BASIC,2017,31.057
DNK,INTERMEDATE,2017,59.13
DNK,ADVANCED,2017,72.011
DNK,NOT_STATED,2017,27.325
DNK,TOTAL,2016,53.888
DNK,BASIC,2016,32.266
DNK,INTERMEDATE,2016,58.713
DNK,ADVANCED,2016,71.664
DNK,NOT_STATED,2016,24.312
DNK,TOTAL,2015,53.027
DNK,BASIC,2015,30.352
DNK,INTERMEDATE,2015,58.71
DNK,ADVANCED,2015,72.174
DNK,NOT_STATED,2015,16.217
DNK,TOTAL,2014,52.947
DNK,BASIC,2014,31.16
DNK,INTERMEDATE,2014,58.912
DNK,ADVANCED,2014,72.179
DNK,NOT_STATED,2014,21.633
DNK,TOTAL,2013,53.177
DNK,BASIC,2013,31.657
DNK,INTERMEDATE,2013,59.603
DNK,ADVANCED,2013,73.662
DNK,NOT_STATED,2013,33.77
DNK,TOTAL,2012,53.618
DNK,BASIC,2012,32.992
DNK,INTERMEDATE,2012,60.015
DNK,ADVANCED,2012,73.832
DNK,NOT_STATED,2012,32.515
DNK,TOTAL,2011,54.124
DNK,BASIC,2011,34.182
DNK,INTERMEDATE,2011,61.737
DNK,ADVANCED,2011,73.933
DNK,NOT_STATED,2011,29.238
DNK,TOTAL,2010,54.867
DNK,BASIC,2010,35.916
DNK,INTERMEDATE,2010,62.896
DNK,ADVANCED,2010,73.534
DNK,NOT_STATED,2010,32.812
DNK,TOTAL,2009,56.269
DNK,BASIC,2009,39.159
DNK,INTERMEDATE,2009,63.152
DNK,ADVANCED,2009,74.867
DNK,NOT_STATED,2009,30.347
DNK,TOTAL,2008,57.467
DNK,BASIC,2008,40.739
DNK,INTERMEDATE,2008,66.17
DNK,ADVANCED,2008,76.968
DNK,NOT_STATED,2008,22.902
DNK,TOTAL,2007,58.116
DNK,BASIC,2007,42.478
DNK,INTERMEDATE,2007,69.177
DNK,ADVANCED,2007,77.593
DNK,NOT_STATED,2007,19.563
DNK,TOTAL,2006,58.169
DNK,LESS_THAN_BASIC,2006,19.532
DNK,BASIC,2006,38.388
DNK,INTERMEDATE,2006,64.843
DNK,ADVANCED,2006,76.996
DNK,NOT_STATED,2006,23.413
DNK,TOTAL,2005,57.204
DNK,BASIC,2005,34.047
DNK,INTERMEDATE,2005,64.729
DNK,ADVANCED,2005,77.324
DNK,NOT_STATED,2005,4.694
DNK,TOTAL,2004,57.1
DNK,BASIC,2004,36.178
DNK,INTERMEDATE,2004,63.541
DNK,ADVANCED,2004,77.837
DNK,NOT_STATED,2004,9.076
DNK,TOTAL,2003,56.287
DNK,BASIC,2003,34.098
DNK,INTERMEDATE,2003,65.259
DNK,ADVANCED,2003,75.616
DNK,NOT_STATED,2003,-1.0
DNK,TOTAL,2002,57.64
DNK,BASIC,2002,34.822
DNK,INTERMEDATE,2002,68.594
DNK,ADVANCED,2002,78.076
DNK,NOT_STATED,2002,-1.0
DNK,TOTAL,2001,56.807
DNK,BASIC,2001,35.772
DNK,INTERMEDATE,2001,66.941
DNK,ADVANCED,2001,79.308
DNK,NOT_STATED,2001,-1.0
DNK,TOTAL,2000,57.223
DNK,BASIC,2000,39.037
DNK,INTERMEDATE,2000,70.441
DNK,ADVANCED,2000,80.084
DNK,NOT_STATED,2000,8.244
DOM,TOTAL,2023,48.385
DOM,LESS_THAN_BASIC,2023,28.23
DOM,BASIC,2023,41.701
DOM,INTERMEDATE,2023,51.527
DOM,ADVANCED,2023,72.844
DOM,NOT_STATED,2023,52.847
DOM,TOTAL,2022,46.537
DOM,LESS_THAN_BASIC,2022,26.941
DOM,BASIC,2022,38.666
DOM,INTERMEDATE,2022,50.767
DOM,ADVANCED,2022,73.821
DOM,NOT_STATED,2022,50.622
DOM,TOTAL,2021,45.031
DOM,LESS_THAN_BASIC,2021,29.216
DOM,BASIC,2021,37.247
DOM,INTERMEDATE,2021,47.967
DOM,ADVANCED,2021,72.015
DOM,NOT_STATED,2021,47.455
DOM,TOTAL,2020,43.445
DOM,LESS_THAN_BASIC,2020,29.105
DOM,BASIC,2020,39.9
DOM,INTERMEDATE,2020,42.694
DOM,ADVANCED,2020,72.87
DOM,NOT_STATED,2020,43.936
DOM,TOTAL,2019,47.771
DOM,LESS_THAN_BASIC,2019,31.852
DOM,BASIC,2019,43.319
DOM,INTERMEDATE,2019,47.929
DOM,ADVANCED,2019,76.754
DOM,NOT_STATED,2019,49.346
DOM,TOTAL,2018,45.934
DOM,LESS_THAN_BASIC,2018,31.792
DOM,BASIC,2018,40.762
DOM,INTERMEDATE,2018,45.489
DOM,ADVANCED,2018,76.025
DOM,NOT_STATED,2018,48.23
DOM,TOTAL,2017,45.234
DOM,LESS_THAN_BASIC,2017,31.209
DOM,BASIC,2017,39.822
DOM,INTERMEDATE,2017,46.812
DOM,ADVANCED,2017,77.202
DOM,NOT_STATED,2017,46.761
DOM,TOTAL,2016,43.804
DOM,LESS_THAN_BASIC,2016,30.367
DOM,BASIC,2016,38.975
DOM,INTERMEDATE,2016,45.647
DOM,ADVANCED,2016,77.691
DOM,NOT_STATED,2016,43.914
DOM,TOTAL,2015,43.092
