country,level_education,year,ratio_employment_to_population
KOR,BASIC,2023,38.915
KOR,INTERMEDATE,2023,53.114
KOR,ADVANCED,2023,64.834
KOR,TOTAL,2022,53.372
KOR,LESS_THAN_BASIC,2022,22.817
KOR,BASIC,2022,39.253
KOR,INTERMEDATE,2022,52.541
KOR,ADVANCED,2022,63.167
KOR,TOTAL,2021,51.692
KOR,LESS_THAN_BASIC,2021,22.497
KOR,BASIC,2021,39.268
KOR,INTERMEDATE,2021,50.775
KOR,ADVANCED,2021,60.956
KOR,TOTAL,2020,51.061
KOR,LESS_THAN_BASIC,2020,23.295
KOR,BASIC,2020,40.355
KOR,INTERMEDATE,2020,50.448
KOR,ADVANCED,2020,59.462
KOR,TOTAL,2019,51.922
KOR,LESS_THAN_BASIC,2019,22.216
KOR,BASIC,2019,40.896
KOR,INTERMEDATE,2019,51.857
KOR,ADVANCED,2019,60.518
KOR,TOTAL,2018,51.305
KOR,LESS_THAN_BASIC,2018,21.139
KOR,BASIC,2018,40.185
KOR,INTERMEDATE,2018,51.844
KOR,ADVANCED,2018,59.896
KOR,TOTAL,2017,51.307
KOR,LESS_THAN_BASIC,2017,21.704
KOR,BASIC,2017,41.11
KOR,INTERMEDATE,2017,52.36
KOR,ADVANCED,2017,59.255
KOR,TOTAL,2016,50.791
KOR,LESS_THAN_BASIC,2016,22.028
KOR,BASIC,2016,41.663
KOR,INTERMEDATE,2016,51.33
KOR,ADVANCED,2016,58.764
KOR,TOTAL,2015,50.617
KOR,LESS_THAN_BASIC,2015,21.77
KOR,BASIC,2015,42.664
KOR,INTERMEDATE,2015,51.341
KOR,ADVANCED,2015,58.238
KOR,TOTAL,2014,50.409
KOR,LESS_THAN_BASIC,2014,24.706
KOR,BASIC,2014,43.487
KOR,INTERMEDATE,2014,50.619
KOR,ADVANCED,2014,57.704
KOR,TOTAL,2013,49.521
KOR,LESS_THAN_BASIC,2013,24.613
KOR,BASIC,2013,44.119
KOR,INTERMEDATE,2013,48.945
KOR,ADVANCED,2013,57.076
KOR,TOTAL,2012,49.163
KOR,LESS_THAN_BASIC,2012,24.899
KOR,BASIC,2012,44.578
KOR,INTERMEDATE,2012,48.284
KOR,ADVANCED,2012,56.85
KOR,TOTAL,2011,48.899
KOR,LESS_THAN_BASIC,2011,24.913
KOR,BASIC,2011,45.002
KOR,INTERMEDATE,2011,48.604
KOR,ADVANCED,2011,56.031
KOR,TOTAL,2010,48.62
KOR,LESS_THAN_BASIC,2010,24.59
KOR,BASIC,2010,45.728
KOR,INTERMEDATE,2010,48.149
KOR,ADVANCED,2010,55.704
KOR,TOTAL,2009,48.49
KOR,LESS_THAN_BASIC,2009,25.932
KOR,BASIC,2009,46.687
KOR,INTERMEDATE,2009,47.572
KOR,ADVANCED,2009,55.349
KOR,TOTAL,2008,49.432
KOR,LESS_THAN_BASIC,2008,27.886
KOR,BASIC,2008,47.328
KOR,INTERMEDATE,2008,48.639
KOR,ADVANCED,2008,56.566
KOR,TOTAL,2007,49.724
KOR,LESS_THAN_BASIC,2007,29.487
KOR,BASIC,2007,47.863
KOR,INTERMEDATE,2007,49.196
KOR,ADVANCED,2007,56.549
KOR,TOTAL,2006,49.659
KOR,LESS_THAN_BASIC,2006,30.087
KOR,BASIC,2006,48.673
KOR,INTERMEDATE,2006,49.031
KOR,ADVANCED,2006,56.253
KOR,TOTAL,2005,49.242
KOR,LESS_THAN_BASIC,2005,30.503
KOR,BASIC,2005,49.292
KOR,INTERMEDATE,2005,48.65
KOR,ADVANCED,2005,55.112
KOR,TOTAL,2004,49.174
KOR,LESS_THAN_BASIC,2004,30.971
KOR,BASIC,2004,50.33
KOR,INTERMEDATE,2004,48.557
KOR,ADVANCED,2004,54.47
KOR,TOTAL,2003,48.011
KOR,LESS_THAN_BASIC,2003,30.07
KOR,BASIC,2003,50.765
KOR,INTERMEDATE,2003,47.183
KOR,ADVANCED,2003,52.407
KOR,TOTAL,2002,49.171
KOR,LESS_THAN_BASIC,2002,45.001
KOR,BASIC,2002,54.693
KOR,INTERMEDATE,2002,49.534
KOR,ADVANCED,2002,49.706
KOR,TOTAL,2001,48.511
KOR,LESS_THAN_BASIC,2001,45.815
KOR,BASIC,2001,54.49
KOR,INTERMEDATE,2001,47.929
KOR,ADVANCED,2001,49.393
KOR,TOTAL,2000,47.784
KOR,LESS_THAN_BASIC,2000,46.388
KOR,BASIC,2000,55.692
KOR,INTERMEDATE,2000,46.037
KOR,ADVANCED,2000,48.481
KOS,TOTAL,2022,16.289
KOS,LESS_THAN_BASIC,2022,0.679
KOS,BASIC,2022,4.15
KOS,INTERMEDATE,2022,17.599
KOS,ADVANCED,2022,55.326
KOS,TOTAL,2021,14.446
KOS,LESS_THAN_BASIC,2021,0.5
KOS,BASIC,2021,3.093
KOS,INTERMEDATE,2021,16.229
KOS,ADVANCED,2021,51.959
KOS,NOT_STATED,2021,-1.0
KOS,TOTAL,2020,12.314
KOS,LESS_THAN_BASIC,2020,0.903
KOS,BASIC,2020,3.278
KOS,INTERMEDATE,2020,15.273
KOS,ADVANCED,2020,47.381
KOS,NOT_STATED,2020,-1.0
KOS,TOTAL,2019,12.181
KOS,LESS_THAN_BASIC,2019,1.472
KOS,BASIC,2019,3.809
KOS,INTERMEDATE,2019,14.748
KOS,ADVANCED,2019,49.038
KOS,NOT_STATED,2019,-1.0
KOS,TOTAL,2018,11.454
KOS,LESS_THAN_BASIC,2018,1.916
KOS,BASIC,2018,3.822
KOS,INTERMEDATE,2018,13.95
KOS,ADVANCED,2018,54.092
KOS,TOTAL,2017,10.932
KOS,LESS_THAN_BASIC,2017,0.937
KOS,BASIC,2017,3.684
KOS,INTERMEDATE,2017,13.347
KOS,ADVANCED,2017,45.514
KOS,TOTAL,2016,11.118
KOS,LESS_THAN_BASIC,2016,0.769
KOS,BASIC,2016,4.334
KOS,INTERMEDATE,2016,13.744
KOS,ADVANCED,2016,45.775
KOS,TOTAL,2015,10.167
KOS,LESS_THAN_BASIC,2015,0.368
KOS,BASIC,2015,3.204
KOS,INTERMEDATE,2015,13.128
KOS,ADVANCED,2015,43.576
KOS,TOTAL,2014,11.121
KOS,LESS_THAN_BASIC,2014,1.251
KOS,BASIC,2014,3.673
KOS,INTERMEDATE,2014,15.398
KOS,ADVANCED,2014,50.738
KOS,TOTAL,2013,11.603
KOS,LESS_THAN_BASIC,2013,1.259
KOS,BASIC,2013,4.347
KOS,INTERMEDATE,2013,16.823
KOS,ADVANCED,2013,55.736
KOS,TOTAL,2012,9.67
KOS,LESS_THAN_BASIC,2012,0.285
KOS,BASIC,2012,2.512
KOS,INTERMEDATE,2012,17.939
KOS,ADVANCED,2012,47.387
KOS,TOTAL,2000,24.364
KOS,LESS_THAN_BASIC,2000,19.594
KOS,BASIC,2000,22.82
KOS,INTERMEDATE,2000,30.022
KOS,ADVANCED,2000,65.159
LAO,TOTAL,2022,60.919
LAO,LESS_THAN_BASIC,2022,53.754
LAO,BASIC,2022,65.505
LAO,INTERMEDATE,2022,58.72
LAO,ADVANCED,2022,74.43
LAO,NOT_STATED,2022,13.671
LAO,TOTAL,2017,54.553
LAO,LESS_THAN_BASIC,2017,43.834
LAO,BASIC,2017,58.908
LAO,INTERMEDATE,2017,53.142
LAO,ADVANCED,2017,70.096
LAO,NOT_STATED,2017,-1.0
LAO,TOTAL,2010,76.152
LAO,LESS_THAN_BASIC,2010,69.793
LAO,BASIC,2010,90.609
LAO,INTERMEDATE,2010,88.269
LAO,ADVANCED,2010,89.056
LAO,NOT_STATED,2010,16.051
LBN,TOTAL,2019,25.15
LBN,LESS_THAN_BASIC,2019,26.712
LBN,BASIC,2019,15.386
LBN,INTERMEDATE,2019,17.343
LBN,ADVANCED,2019,43.099
LBN,NOT_STATED,2019,34.272
LBR,TOTAL,2017,41.127
LBR,LESS_THAN_BASIC,2017,45.423
LBR,BASIC,2017,37.005
LBR,INTERMEDATE,2017,38.778
LBR,ADVANCED,2017,62.85
LBR,NOT_STATED,2017,16.056
LBR,TOTAL,2016,70.455
LBR,LESS_THAN_BASIC,2016,78.53
LBR,BASIC,2016,73.981
LBR,INTERMEDATE,2016,69.83
LBR,ADVANCED,2016,84.963
LBR,NOT_STATED,2016,48.88
LBR,TOTAL,2014,69.992
LBR,LESS_THAN_BASIC,2014,76.534
LBR,BASIC,2014,76.495
LBR,INTERMEDATE,2014,69.822
LBR,ADVANCED,2014,92.082
LBR,NOT_STATED,2014,43.103
LBR,TOTAL,2010,53.442
LBR,LESS_THAN_BASIC,2010,61.02
LBR,BASIC,2010,41.543
LBR,INTERMEDATE,2010,59.02
LBR,ADVANCED,2010,64.002
LBR,NOT_STATED,2010,-1.0
LCA,TOTAL,2022,51.478
LCA,LESS_THAN_BASIC,2022,27.213
LCA,BASIC,2022,64.996
LCA,INTERMEDATE,2022,54.392
LCA,ADVANCED,2022,73.893
LCA,NOT_STATED,2022,45.722
LCA,TOTAL,2021,46.705
LCA,LESS_THAN_BASIC,2021,27.197
LCA,BASIC,2021,52.267
LCA,INTERMEDATE,2021,46.781
LCA,ADVANCED,2021,70.262
LCA,NOT_STATED,2021,48.732
LCA,TOTAL,2020,35.862
LCA,LESS_THAN_BASIC,2020,20.148
LCA,BASIC,2020,39.654
LCA,INTERMEDATE,2020,-1.0
LCA,ADVANCED,2020,56.171
LCA,NOT_STATED,2020,36.937
LCA,TOTAL,2019,53.205
LCA,LESS_THAN_BASIC,2019,34.316
LCA,BASIC,2019,62.258
LCA,INTERMEDATE,2019,76.069
LCA,ADVANCED,2019,70.188
LCA,NOT_STATED,2019,52.471
LCA,TOTAL,2018,50.322
LCA,LESS_THAN_BASIC,2018,33.31
LCA,BASIC,2018,59.866
LCA,INTERMEDATE,2018,55.49
LCA,ADVANCED,2018,73.727
LCA,NOT_STATED,2018,47.385
LCA,TOTAL,2017,50.265
LCA,LESS_THAN_BASIC,2017,36.419
LCA,BASIC,2017,56.445
LCA,INTERMEDATE,2017,67.884
LCA,ADVANCED,2017,58.828
LCA,NOT_STATED,2017,54.085
LKA,TOTAL,2022,29.995
LKA,LESS_THAN_BASIC,2022,22.03
LKA,BASIC,2022,26.97
LKA,INTERMEDATE,2022,30.535
LKA,ADVANCED,2022,75.312
LKA,NOT_STATED,2022,22.716
LKA,TOTAL,2021,29.282
LKA,LESS_THAN_BASIC,2021,22.804
LKA,BASIC,2021,26.756
LKA,INTERMEDATE,2021,28.456
LKA,ADVANCED,2021,78.713
LKA,NOT_STATED,2021,13.141
LKA,TOTAL,2020,29.34
LKA,LESS_THAN_BASIC,2020,23.19
LKA,BASIC,2020,26.887
LKA,INTERMEDATE,2020,29.383
LKA,ADVANCED,2020,72.228
LKA,NOT_STATED,2020,-1.0
LKA,TOTAL,2019,31.902
LKA,LESS_THAN_BASIC,2019,26.381
LKA,BASIC,2019,29.229
LKA,INTERMEDATE,2019,32.363
LKA,ADVANCED,2019,74.59
LKA,NOT_STATED,2019,-1.0
LKA,TOTAL,2018,31.177
LKA,LESS_THAN_BASIC,2018,27.154
LKA,BASIC,2018,28.613
LKA,INTERMEDATE,2018,31.645
LKA,ADVANCED,2018,71.535
LKA,NOT_STATED,2018,26.797
LKA,TOTAL,2017,34.251
LKA,LESS_THAN_BASIC,2017,30.771
LKA,BASIC,2017,31.501
LKA,INTERMEDATE,2017,35.205
LKA,ADVANCED,2017,74.529
LKA,NOT_STATED,2017,42.571
LKA,TOTAL,2016,33.37
LKA,LESS_THAN_BASIC,2016,29.47
LKA,BASIC,2016,30.645
LKA,INTERMEDATE,2016,34.633
LKA,ADVANCED,2016,75.674
LKA,NOT_STATED,2016,34.317
LKA,TOTAL,2015,33.15
LKA,LESS_THAN_BASIC,2015,29.403
LKA,BASIC,2015,30.959
LKA,INTERMEDATE,2015,33.563
LKA,ADVANCED,2015,75.603
LKA,NOT_STATED,2015,53.727
LKA,TOTAL,2014,31.459
LKA,LESS_THAN_BASIC,2014,27.387
LKA,BASIC,2014,29.163
LKA,INTERMEDATE,2014,32.27
LKA,ADVANCED,2014,77.254
LKA,NOT_STATED,2014,33.116
LKA,TOTAL,2013,32.045
LKA,LESS_THAN_BASIC,2013,30.85
LKA,BASIC,2013,29.512
LKA,INTERMEDATE,2013,32.542
LKA,ADVANCED,2013,75.795
LKA,NOT_STATED,2013,26.584
LKA,TOTAL,2011,31.832
LKA,LESS_THAN_BASIC,2011,31.988
LKA,BASIC,2011,29.781
LKA,INTERMEDATE,2011,32.108
LKA,ADVANCED,2011,70.249
LKA,TOTAL,2010,31.78
LKA,LESS_THAN_BASIC,2010,31.873
LKA,BASIC,2010,30.009
LKA,INTERMEDATE,2010,32.194
LKA,ADVANCED,2010,66.368
LSO,TOTAL,2019,39.579
LSO,LESS_THAN_BASIC,2019,-1.0
LSO,BASIC,2019,37.157
LSO,INTERMEDATE,2019,49.91
LSO,ADVANCED,2019,74.942
LSO,NOT_STATED,2019,49.26
LTU,TOTAL,2023,54.762
LTU,BASIC,2023,13.885
LTU,INTERMEDATE,2023,46.044
LTU,ADVANCED,2023,76.436
LTU,TOTAL,2022,55.606
LTU,LESS_THAN_BASIC,2022,-1.0
LTU,BASIC,2022,10.379
LTU,INTERMEDATE,2022,48.552
LTU,ADVANCED,2022,76.82
LTU,TOTAL,2021,53.556
LTU,LESS_THAN_BASIC,2021,-1.0
LTU,BASIC,2021,9.137
LTU,INTERMEDATE,2021,47.503
LTU,ADVANCED,2021,76.374
LTU,TOTAL,2020,52.934
LTU,BASIC,2020,8.776
LTU,INTERMEDATE,2020,46.654
LTU,ADVANCED,2020,77.954
LTU,TOTAL,2019,54.123
LTU,LESS_THAN_BASIC,2019,-1.0
LTU,BASIC,2019,9.274
LTU,INTERMEDATE,2019,49.11
LTU,ADVANCED,2019,79.324
LTU,TOTAL,2018,53.468
LTU,LESS_THAN_BASIC,2018,-1.0
LTU,BASIC,2018,9.058
LTU,INTERMEDATE,2018,49.783
LTU,ADVANCED,2018,79.293
LTU,TOTAL,2017,52.664
LTU,LESS_THAN_BASIC,2017,-1.0
LTU,BASIC,2017,7.743
LTU,INTERMEDATE,2017,49.796
LTU,ADVANCED,2017,79.695
LTU,TOTAL,2016,51.948
LTU,LESS_THAN_BASIC,2016,-1.0
LTU,BASIC,2016,7.08
LTU,INTERMEDATE,2016,49.785
LTU,ADVANCED,2016,79.728
LTU,TOTAL,2015,49.999
LTU,LESS_THAN_BASIC,2015,1.083
LTU,BASIC,2015,7.402
LTU,INTERMEDATE,2015,49.607
LTU,ADVANCED,2015,77.368
LTU,TOTAL,2014,48.911
LTU,LESS_THAN_BASIC,2014,-1.0
LTU,BASIC,2014,7.353
LTU,INTERMEDATE,2014,50.045
LTU,ADVANCED,2014,76.959
LTU,TOTAL,2013,47.4
LTU,BASIC,2013,5.918
LTU,INTERMEDATE,2013,48.975
LTU,ADVANCED,2013,77.949
LTU,NOT_STATED,2013,33.097
LTU,TOTAL,2012,47.042
LTU,LESS_THAN_BASIC,2012,-1.0
LTU,BASIC,2012,6.384
LTU,INTERMEDATE,2012,49.167
LTU,ADVANCED,2012,78.126
LTU,NOT_STATED,2012,34.758
LTU,TOTAL,2011,45.9
LTU,LESS_THAN_BASIC,2011,-1.0
LTU,BASIC,2011,6.185
LTU,INTERMEDATE,2011,48.344
LTU,ADVANCED,2011,79.076
LTU,NOT_STATED,2011,31.298
LTU,TOTAL,2010,44.905
LTU,LESS_THAN_BASIC,2010,0.718
LTU,BASIC,2010,6.327
LTU,INTERMEDATE,2010,48.529
LTU,ADVANCED,2010,77.463
LTU,NOT_STATED,2010,32.784
LTU,TOTAL,2009,46.562
LTU,LESS_THAN_BASIC,2009,-1.0
LTU,BASIC,2009,8.239
LTU,INTERMEDATE,2009,52.456
LTU,ADVANCED,2009,78.181
LTU,NOT_STATED,2009,26.334
LTU,TOTAL,2008,47.672
LTU,LESS_THAN_BASIC,2008,-1.0
LTU,BASIC,2008,8.294
LTU,INTERMEDATE,2008,55.779
LTU,ADVANCED,2008,78.559
LTU,NOT_STATED,2008,24.107
LTU,TOTAL,2007,48.026
LTU,LESS_THAN_BASIC,2007,-1.0
LTU,BASIC,2007,10.509
LTU,INTERMEDATE,2007,56.64
LTU,ADVANCED,2007,79.532
LTU,NOT_STATED,2007,17.426
LTU,TOTAL,2006,47.38
LTU,LESS_THAN_BASIC,2006,-1.0
LTU,BASIC,2006,10.706
LTU,INTERMEDATE,2006,56.494
LTU,ADVANCED,2006,79.807
LTU,NOT_STATED,2006,14.663
LTU,TOTAL,2005,46.431
LTU,BASIC,2005,9.649
LTU,INTERMEDATE,2005,56.517
LTU,ADVANCED,2005,78.094
LTU,TOTAL,2004,45.778
LTU,BASIC,2004,10.893
LTU,INTERMEDATE,2004,56.432
LTU,ADVANCED,2004,76.438
LTU,TOTAL,2003,47.769
LTU,BASIC,2003,12.525
LTU,INTERMEDATE,2003,59.522
LTU,ADVANCED,2003,78.456
LTU,TOTAL,2002,45.888
LTU,BASIC,2002,11.663
LTU,INTERMEDATE,2002,59.071
LTU,ADVANCED,2002,75.72
LTU,TOTAL,2001,46.017
LTU,BASIC,2001,12.687
LTU,INTERMEDATE,2001,56.509
LTU,ADVANCED,2001,80.543
LTU,TOTAL,2000,47.492
LTU,BASIC,2000,13.684
LTU,INTERMEDATE,2000,57.079
LTU,ADVANCED,2000,72.914
LUX,TOTAL,2023,55.064
LUX,BASIC,2023,28.909
LUX,INTERMEDATE,2023,50.191
LUX,ADVANCED,2023,75.623
LUX,TOTAL,2022,55.23
LUX,LESS_THAN_BASIC,2022,35.035
LUX,BASIC,2022,29.694
LUX,INTERMEDATE,2022,50.566
LUX,ADVANCED,2022,75.18
LUX,NOT_STATED,2022,52.764
LUX,TOTAL,2021,54.531
LUX,LESS_THAN_BASIC,2021,30.941
LUX,BASIC,2021,30.36
LUX,INTERMEDATE,2021,49.653
LUX,ADVANCED,2021,74.794
LUX,NOT_STATED,2021,42.785
LUX,TOTAL,2020,53.025
LUX,LESS_THAN_BASIC,2020,34.358
LUX,BASIC,2020,29.649
LUX,INTERMEDATE,2020,52.298
LUX,ADVANCED,2020,74.826
LUX,NOT_STATED,2020,47.606
LUX,TOTAL,2019,52.735
LUX,LESS_THAN_BASIC,2019,29.881
LUX,BASIC,2019,29.838
LUX,INTERMEDATE,2019,52.022
LUX,ADVANCED,2019,74.03
LUX,NOT_STATED,2019,45.124
LUX,TOTAL,2018,52.52
LUX,LESS_THAN_BASIC,2018,30.305
LUX,BASIC,2018,29.081
LUX,INTERMEDATE,2018,55.137
LUX,ADVANCED,2018,74.778
LUX,NOT_STATED,2018,38.458
LUX,TOTAL,2017,51.943
LUX,LESS_THAN_BASIC,2017,47.179
LUX,BASIC,2017,27.711
LUX,INTERMEDATE,2017,55.614
LUX,ADVANCED,2017,75.479
LUX,NOT_STATED,2017,52.356
LUX,TOTAL,2016,50.909
LUX,LESS_THAN_BASIC,2016,29.411
LUX,BASIC,2016,27.636
LUX,INTERMEDATE,2016,53.341
LUX,ADVANCED,2016,74.406
LUX,NOT_STATED,2016,54.778
LUX,TOTAL,2015,51.288
LUX,LESS_THAN_BASIC,2015,22.495
LUX,BASIC,2015,32.222
LUX,INTERMEDATE,2015,52.037
LUX,ADVANCED,2015,74.063
LUX,NOT_STATED,2015,43.875
LUX,TOTAL,2014,49.948
LUX,LESS_THAN_BASIC,2014,-1.0
LUX,BASIC,2014,26.279
LUX,INTERMEDATE,2014,49.365
LUX,ADVANCED,2014,74.112
LUX,NOT_STATED,2014,32.21
LUX,TOTAL,2013,49.148
LUX,LESS_THAN_BASIC,2013,-1.0
LUX,BASIC,2013,27.105
LUX,INTERMEDATE,2013,48.759
LUX,ADVANCED,2013,73.053
LUX,NOT_STATED,2013,48.565
LUX,TOTAL,2012,48.993
LUX,LESS_THAN_BASIC,2012,-1.0
LUX,BASIC,2012,28.688
LUX,INTERMEDATE,2012,50.571
LUX,ADVANCED,2012,72.69
LUX,NOT_STATED,2012,44.748
LUX,TOTAL,2011,47.03
LUX,LESS_THAN_BASIC,2011,-1.0
LUX,BASIC,2011,27.775
LUX,INTERMEDATE,2011,47.848
LUX,ADVANCED,2011,72.148
LUX,NOT_STATED,2011,44.976
LUX,TOTAL,2010,47.081
LUX,LESS_THAN_BASIC,2010,-1.0
LUX,BASIC,2010,28.123
LUX,INTERMEDATE,2010,49.876
LUX,ADVANCED,2010,72.654
LUX,NOT_STATED,2010,43.975
LUX,TOTAL,2009,46.757
LUX,LESS_THAN_BASIC,2009,-1.0
LUX,BASIC,2009,28.197
LUX,INTERMEDATE,2009,49.18
LUX,ADVANCED,2009,71.954
LUX,NOT_STATED,2009,44.812
LUX,TOTAL,2008,45.159
LUX,LESS_THAN_BASIC,2008,58.478
LUX,BASIC,2008,26.41
LUX,INTERMEDATE,2008,50.431
LUX,ADVANCED,2008,72.616
LUX,NOT_STATED,2008,82.032
LUX,TOTAL,2007,47.998
LUX,LESS_THAN_BASIC,2007,56.071
LUX,BASIC,2007,29.513
LUX,INTERMEDATE,2007,53.359
LUX,ADVANCED,2007,76.74
LUX,NOT_STATED,2007,50.488
LUX,TOTAL,2006,46.304
LUX,LESS_THAN_BASIC,2006,51.772
LUX,BASIC,2006,27.053
LUX,INTERMEDATE,2006,53.808
LUX,ADVANCED,2006,77.698
LUX,NOT_STATED,2006,44.531
LUX,TOTAL,2005,43.65
LUX,BASIC,2005,28.456
LUX,INTERMEDATE,2005,49.998
LUX,ADVANCED,2005,71.929
LUX,NOT_STATED,2005,5.51
LUX,TOTAL,2004,42.188
LUX,BASIC,2004,27.601
LUX,INTERMEDATE,2004,51.026
LUX,ADVANCED,2004,71.436
LUX,NOT_STATED,2004,-1.0
LUX,TOTAL,2003,41.601
LUX,BASIC,2003,29.241
LUX,INTERMEDATE,2003,52.461
LUX,ADVANCED,2003,68.006
LUX,NOT_STATED,2003,-1.0
LUX,TOTAL,2002,41.931
LUX,BASIC,2002,28.656
LUX,INTERMEDATE,2002,52.157
LUX,ADVANCED,2002,72.058
LUX,NOT_STATED,2002,27.423
LUX,TOTAL,2001,41.466
LUX,BASIC,2001,29.582
LUX,INTERMEDATE,2001,51.911
LUX,ADVANCED,2001,71.824
LUX,NOT_STATED,2001,20.616
LUX,TOTAL,2000,40.072
LUX,BASIC,2000,28.99
LUX,INTERMEDATE,2000,46.148
LUX,ADVANCED,2000,70.068
LUX,NOT_STATED,2000,22.567
LVA,TOTAL,2023,52.697
LVA,BASIC,2023,19.183
LVA,INTERMEDATE,2023,48.445
LVA,ADVANCED,2023,72.854
LVA,TOTAL,2022,52.546
LVA,BASIC,2022,19.13
LVA,INTERMEDATE,2022,48.578
LVA,ADVANCED,2022,71.833
LVA,NOT_STATED,2022,-1.0
LVA,TOTAL,2021,50.77
LVA,LESS_THAN_BASIC,2021,-1.0
LVA,BASIC,2021,13.604
LVA,INTERMEDATE,2021,45.464
LVA,ADVANCED,2021,73.046
LVA,NOT_STATED,2021,-1.0
LVA,TOTAL,2020,52.068
LVA,LESS_THAN_BASIC,2020,-1.0
LVA,BASIC,2020,22.159
LVA,INTERMEDATE,2020,57.396
LVA,ADVANCED,2020,78.182
LVA,NOT_STATED,2020,-1.0
LVA,TOTAL,2019,52.66
LVA,LESS_THAN_BASIC,2019,-1.0
LVA,BASIC,2019,25.314
LVA,INTERMEDATE,2019,57.428
LVA,ADVANCED,2019,81.434
LVA,NOT_STATED,2019,-1.0
LVA,TOTAL,2018,52.226
LVA,LESS_THAN_BASIC,2018,-1.0
LVA,BASIC,2018,22.124
LVA,INTERMEDATE,2018,57.865
LVA,ADVANCED,2018,80.638
LVA,NOT_STATED,2018,-1.0
LVA,TOTAL,2017,50.946
LVA,LESS_THAN_BASIC,2017,-1.0
LVA,BASIC,2017,24.301
LVA,INTERMEDATE,2017,56.031
LVA,ADVANCED,2017,80.011
LVA,NOT_STATED,2017,-1.0
LVA,TOTAL,2016,50.367
LVA,LESS_THAN_BASIC,2016,-1.0
LVA,BASIC,2016,22.376
LVA,INTERMEDATE,2016,54.605
LVA,ADVANCED,2016,79.988
LVA,NOT_STATED,2016,0.449
LVA,TOTAL,2015,49.443
LVA,LESS_THAN_BASIC,2015,-1.0
LVA,BASIC,2015,18.655
LVA,INTERMEDATE,2015,55.039
LVA,ADVANCED,2015,77.773
LVA,NOT_STATED,2015,0.604
LVA,TOTAL,2014,48.175
LVA,LESS_THAN_BASIC,2014,-1.0
LVA,BASIC,2014,17.865
LVA,INTERMEDATE,2014,53.869
LVA,ADVANCED,2014,76.703
LVA,NOT_STATED,2014,0.252
LVA,TOTAL,2013,48.016
LVA,LESS_THAN_BASIC,2013,-1.0
LVA,BASIC,2013,17.774
LVA,INTERMEDATE,2013,53.239
LVA,ADVANCED,2013,76.804
LVA,NOT_STATED,2013,2.316
LVA,TOTAL,2012,46.758
LVA,LESS_THAN_BASIC,2012,7.902
LVA,BASIC,2012,16.902
LVA,INTERMEDATE,2012,50.514
LVA,ADVANCED,2012,79.149
LVA,NOT_STATED,2012,2.468
LVA,TOTAL,2011,45.742
LVA,LESS_THAN_BASIC,2011,-1.0
LVA,BASIC,2011,17.09
LVA,INTERMEDATE,2011,50.566
LVA,ADVANCED,2011,78.299
LVA,NOT_STATED,2011,1.856
LVA,TOTAL,2010,45.128
LVA,LESS_THAN_BASIC,2010,6.49
LVA,BASIC,2010,17.531
LVA,INTERMEDATE,2010,51.501
LVA,ADVANCED,2010,73.86
LVA,NOT_STATED,2010,1.479
LVA,TOTAL,2009,46.821
LVA,LESS_THAN_BASIC,2009,-1.0
LVA,BASIC,2009,19.826
LVA,INTERMEDATE,2009,54.483
LVA,ADVANCED,2009,76.426
LVA,NOT_STATED,2009,1.461
LVA,TOTAL,2008,51.11
LVA,LESS_THAN_BASIC,2008,3.806
LVA,BASIC,2008,22.114
LVA,INTERMEDATE,2008,61.696
LVA,ADVANCED,2008,80.333
LVA,NOT_STATED,2008,1.833
LVA,TOTAL,2007,50.159
LVA,LESS_THAN_BASIC,2007,6.194
LVA,BASIC,2007,22.51
LVA,INTERMEDATE,2007,61.772
LVA,ADVANCED,2007,80.566
LVA,NOT_STATED,2007,1.865
LVA,TOTAL,2006,48.711
LVA,LESS_THAN_BASIC,2006,-1.0
LVA,BASIC,2006,20.078
LVA,INTERMEDATE,2006,60.778
LVA,ADVANCED,2006,78.825
LVA,NOT_STATED,2006,1.077
LVA,TOTAL,2005,45.634
LVA,BASIC,2005,18.274
LVA,INTERMEDATE,2005,56.783
LVA,ADVANCED,2005,75.967
LVA,TOTAL,2004,44.52
LVA,BASIC,2004,19.798
LVA,INTERMEDATE,2004,55.368
LVA,ADVANCED,2004,76.745
LVA,TOTAL,2003,44.739
LVA,BASIC,2003,20.053
LVA,INTERMEDATE,2003,57.132
LVA,ADVANCED,2003,71.829
LVA,TOTAL,2002,44.833
LVA,BASIC,2002,19.167
LVA,INTERMEDATE,2002,57.016
LVA,ADVANCED,2002,71.415
LVA,TOTAL,2001,43.958
LVA,BASIC,2001,19.158
LVA,INTERMEDATE,2001,52.253
LVA,ADVANCED,2001,71.568
LVA,TOTAL,2000,42.46
LVA,BASIC,2000,14.386
LVA,INTERMEDATE,2000,51.566
LVA,ADVANCED,2000,70.477
MAR,TOTAL,2014,14.378
MAR,LESS_THAN_BASIC,2014,10.52
MAR,BASIC,2014,13.001
MAR,INTERMEDATE,2014,27.253
MAR,ADVANCED,2014,61.307
MAR,TOTAL,2004,18.113
MAR,LESS_THAN_BASIC,2004,15.908
MAR,BASIC,2004,16.907
MAR,INTERMEDATE,2004,33.499
MAR,ADVANCED,2004,56.037
MDA,TOTAL,2023,70.391
MDA,LESS_THAN_BASIC,2023,14.638
MDA,BASIC,2023,67.851
MDA,INTERMEDATE,2023,71.468
