"ref_area","source","indicator","sex","classif1","classif2","time","obs_value","obs_status","note_classif","note_indicator","note_source"
"ALB","BB:7401","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_AGGREGATE_ADV","CUR_TYPE_USD","2012",3711.56,,,"T30:159","R1:3513"
"ALB","BB:7401","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_ISCED11_TOTAL","CUR_TYPE_USD","2012",2958.607,,,"T30:159","R1:3513"
"ALB","BB:7401","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_ISCED11_0","CUR_TYPE_USD","2012",1865.634,,,"T30:159","R1:3513"
"ALB","BB:7401","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_ISCED11_2","CUR_TYPE_USD","2012",1718.412,,,"T30:159","R1:3513"
"ALB","BB:7401","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_ISCED11_3","CUR_TYPE_USD","2012",2176.709,,,"T30:159","R1:3513"
"ALB","BB:7401","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_ISCED11_4","CUR_TYPE_USD","2012",2158.5,,,"T30:159","R1:3513"
"ALB","BB:7401","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_ISCED11_5","CUR_TYPE_USD","2012",3669.039,,,"T30:159","R1:3513"
"ALB","BB:7401","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_ISCED11_6","CUR_TYPE_USD","2012",4018.878,,,"T30:159","R1:3513"
"ALB","BB:7401","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_AGGREGATE_TOTAL","CUR_TYPE_USD","2008",2877.566,,,"T30:159","R1:3513"
"ALB","BB:7401","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_AGGREGATE_LTB","CUR_TYPE_USD","2008",1900.265,,,"T30:159","R1:3513"
"ALB","BB:7401","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_AGGREGATE_BAS","CUR_TYPE_USD","2008",1931.021,"U",,"T30:159","R1:3513"
