,country,level_education,year,ratio_employment_to_population
66575,TUR,INTERMEDATE,2017,29.943
66576,TUR,ADVANCED,2017,59.378
66607,TUR,TOTAL,2016,27.997
66608,TUR,LESS_THAN_BASIC,2016,16.528
66609,TUR,BASIC,2016,24.957
66610,TUR,INTERMEDATE,2016,29.241
66611,TUR,ADVANCED,2016,59.284
66642,TUR,TOTAL,2015,27.451
66643,TUR,LESS_THAN_BASIC,2015,17.007
66644,TUR,BASIC,2015,24.473
66645,TUR,INTERMEDATE,2015,28.992
66646,TUR,ADVANCED,2015,59.842
66677,TUR,TOTAL,2014,26.663
66678,TUR,LESS_THAN_BASIC,2014,16.951
66679,TUR,BASIC,2014,24.003
66680,TUR,INTERMEDATE,2014,28.32
66681,TUR,ADVANCED,2014,60.363
66712,TUR,TOTAL,2013,27.102
66713,TUR,LESS_THAN_BASIC,2013,17.919
66714,TUR,BASIC,2013,24.647
66715,TUR,INTERMEDATE,2013,27.912
66716,TUR,ADVANCED,2013,61.289
66747,TUR,TOTAL,2012,26.315
66748,TUR,LESS_THAN_BASIC,2012,17.718
66749,TUR,BASIC,2012,24.183
66750,TUR,INTERMEDATE,2012,27.108
66751,TUR,ADVANCED,2012,60.422
66781,TUR,TOTAL,2011,25.553
66782,TUR,LESS_THAN_BASIC,2011,17.988
66783,TUR,BASIC,2011,23.517
66784,TUR,INTERMEDATE,2011,26.674
66785,TUR,ADVANCED,2011,60.06
66816,TUR,TOTAL,2010,24.025
66817,TUR,LESS_THAN_BASIC,2010,17.079
66818,TUR,BASIC,2010,21.737
66819,TUR,INTERMEDATE,2010,25.815
66820,TUR,ADVANCED,2010,59.673
66851,TUR,TOTAL,2009,22.3
66852,TUR,LESS_THAN_BASIC,2009,15.605
66853,TUR,BASIC,2009,19.61
66854,TUR,INTERMEDATE,2009,24.921
66855,TUR,ADVANCED,2009,59.332
66885,TUR,TOTAL,2008,21.62
66886,TUR,LESS_THAN_BASIC,2008,15.286
66887,TUR,BASIC,2008,18.539
66888,TUR,INTERMEDATE,2008,25.797
66889,TUR,ADVANCED,2008,59.984
66919,TUR,TOTAL,2007,21.024
66920,TUR,LESS_THAN_BASIC,2007,15.048
66921,TUR,BASIC,2007,18.384
66922,TUR,INTERMEDATE,2007,24.534
66923,TUR,ADVANCED,2007,59.714
66953,TUR,TOTAL,2006,20.972
66954,TUR,LESS_THAN_BASIC,2006,15.386
66955,TUR,BASIC,2006,18.587
66956,TUR,INTERMEDATE,2006,24.12
66957,TUR,ADVANCED,2006,59.795
66987,TUR,TOTAL,2005,20.692
66988,TUR,LESS_THAN_BASIC,2005,15.861
66989,TUR,BASIC,2005,18.446
66990,TUR,INTERMEDATE,2005,23.132
66991,TUR,ADVANCED,2005,59.358
67022,TUR,TOTAL,2004,20.774
67023,TUR,LESS_THAN_BASIC,2004,16.541
67024,TUR,BASIC,2004,18.858
67025,TUR,INTERMEDATE,2004,22.734
67026,TUR,ADVANCED,2004,58.35
67057,TUR,TOTAL,2003,23.898
67058,TUR,LESS_THAN_BASIC,2003,21.841
67059,TUR,BASIC,2003,21.781
67060,TUR,INTERMEDATE,2003,22.974
67092,TUR,TOTAL,2002,25.281
67093,TUR,LESS_THAN_BASIC,2002,23.364
67094,TUR,BASIC,2002,23.378
67095,TUR,INTERMEDATE,2002,24.264
67127,TUR,TOTAL,2001,25.113
67128,TUR,LESS_THAN_BASIC,2001,24.317
67129,TUR,BASIC,2001,22.699
67130,TUR,INTERMEDATE,2001,24.769
67162,TUR,TOTAL,2000,24.901
67163,TUR,LESS_THAN_BASIC,2000,24.056
67164,TUR,BASIC,2000,22.04
67165,TUR,INTERMEDATE,2000,26.57
67197,TUV,TOTAL,2022,32.306
67198,TUV,LESS_THAN_BASIC,2022,12.512
67199,TUV,BASIC,2022,18.119
67200,TUV,INTERMEDATE,2022,37.5
67201,TUV,ADVANCED,2022,82.84
67239,TUV,TOTAL,2017,27.7
67240,TUV,LESS_THAN_BASIC,2017,6.557
67241,TUV,BASIC,2017,13.612
67242,TUV,INTERMEDATE,2017,38.835
67243,TUV,ADVANCED,2017,86.784
67281,TUV,TOTAL,2016,32.12
67282,TUV,LESS_THAN_BASIC,2016,-1.0
67283,TUV,BASIC,2016,23.964
67284,TUV,INTERMEDATE,2016,45.284
67285,TUV,ADVANCED,2016,80.693
67322,TZA,TOTAL,2020,73.35
67323,TZA,LESS_THAN_BASIC,2020,75.309
67324,TZA,BASIC,2020,34.316
67325,TZA,INTERMEDATE,2020,19.019
67326,TZA,ADVANCED,2020,30.386
67357,TZA,TOTAL,2014,77.974
67358,TZA,LESS_THAN_BASIC,2014,78.348
67359,TZA,BASIC,2014,77.829
67360,TZA,INTERMEDATE,2014,76.442
67361,TZA,ADVANCED,2014,80.419
67392,TZA,TOTAL,2012,70.618
67393,TZA,LESS_THAN_BASIC,2012,74.96
67394,TZA,BASIC,2012,70.136
67395,TZA,INTERMEDATE,2012,37.094
67396,TZA,ADVANCED,2012,77.333
67433,TZA,TOTAL,2010,80.723
67434,TZA,LESS_THAN_BASIC,2010,84.433
67435,TZA,BASIC,2010,80.096
67436,TZA,INTERMEDATE,2010,40.736
67437,TZA,ADVANCED,2010,84.01
67474,TZA,TOTAL,2008,91.608
67475,TZA,LESS_THAN_BASIC,2008,95.897
67476,TZA,BASIC,2008,92.786
67477,TZA,INTERMEDATE,2008,73.873
67478,TZA,ADVANCED,2008,78.479
67516,TZA,TOTAL,2006,83.299
67517,TZA,LESS_THAN_BASIC,2006,84.969
67518,TZA,BASIC,2006,61.585
67519,TZA,INTERMEDATE,2006,72.427
67520,TZA,ADVANCED,2006,85.653
67550,TZA,TOTAL,2001,81.904
67551,TZA,LESS_THAN_BASIC,2001,83.156
67552,TZA,BASIC,2001,60.846
67553,TZA,INTERMEDATE,2001,78.779
67554,TZA,ADVANCED,2001,100.0
67586,UGA,TOTAL,2021,71.545
67587,UGA,LESS_THAN_BASIC,2021,73.045
67588,UGA,BASIC,2021,76.81
67589,UGA,INTERMEDATE,2021,63.6
67590,UGA,ADVANCED,2021,70.314
67628,UGA,TOTAL,2019,73.002
67629,UGA,LESS_THAN_BASIC,2019,78.763
67630,UGA,BASIC,2019,68.23
67631,UGA,INTERMEDATE,2019,46.465
67632,UGA,ADVANCED,2019,79.102
67669,UGA,TOTAL,2017,66.514
67670,UGA,LESS_THAN_BASIC,2017,70.569
67671,UGA,BASIC,2017,70.676
67672,UGA,INTERMEDATE,2017,58.344
67673,UGA,ADVANCED,2017,83.477
67709,UGA,TOTAL,2014,74.075
67710,UGA,LESS_THAN_BASIC,2014,80.362
67711,UGA,BASIC,2014,67.06
67712,UGA,INTERMEDATE,2014,33.636
67713,UGA,ADVANCED,2014,79.506
67750,UGA,TOTAL,2012,62.902
67751,UGA,LESS_THAN_BASIC,2012,67.303
67752,UGA,BASIC,2012,55.913
67753,UGA,INTERMEDATE,2012,34.86
67754,UGA,ADVANCED,2012,76.549
67792,UGA,TOTAL,2011,77.047
67793,UGA,LESS_THAN_BASIC,2011,83.374
67794,UGA,BASIC,2011,74.036
67795,UGA,INTERMEDATE,2011,40.496
67796,UGA,ADVANCED,2011,80.618
67833,UGA,TOTAL,2010,69.125
67834,UGA,LESS_THAN_BASIC,2010,84.495
67835,UGA,BASIC,2010,67.708
67836,UGA,INTERMEDATE,2010,53.307
67837,UGA,ADVANCED,2010,81.448
67875,UKR,TOTAL,2021,42.92
67876,UKR,BASIC,2021,22.617
67877,UKR,INTERMEDATE,2021,47.968
67878,UKR,ADVANCED,2021,55.027
67903,UKR,TOTAL,2020,43.763
67904,UKR,BASIC,2020,23.137
67905,UKR,INTERMEDATE,2020,49.093
67906,UKR,ADVANCED,2020,56.37
67931,UKR,TOTAL,2019,45.376
67932,UKR,BASIC,2019,24.206
67933,UKR,INTERMEDATE,2019,51.382
67934,UKR,ADVANCED,2019,58.108
67959,UKR,TOTAL,2018,52.534
67960,UKR,BASIC,2018,32.558
67961,UKR,INTERMEDATE,2018,55.521
67962,UKR,ADVANCED,2018,63.351
67987,URY,TOTAL,2023,50.692
67988,URY,LESS_THAN_BASIC,2023,17.6
67989,URY,BASIC,2023,44.514
67990,URY,INTERMEDATE,2023,59.547
67991,URY,ADVANCED,2023,77.304
68025,URY,TOTAL,2022,50.616
68026,URY,LESS_THAN_BASIC,2022,14.38
68027,URY,BASIC,2022,43.211
68028,URY,INTERMEDATE,2022,60.77
68029,URY,ADVANCED,2022,76.513
68066,URY,TOTAL,2019,50.046
68067,URY,LESS_THAN_BASIC,2019,16.551
68068,URY,BASIC,2019,46.187
68069,URY,INTERMEDATE,2019,65.602
68070,URY,ADVANCED,2019,77.402
68101,URY,TOTAL,2018,50.324
68102,URY,LESS_THAN_BASIC,2018,16.368
68103,URY,BASIC,2018,46.609
68104,URY,INTERMEDATE,2018,65.23
68105,URY,ADVANCED,2018,78.342
68136,URY,TOTAL,2017,50.757
68137,URY,LESS_THAN_BASIC,2017,18.488
68138,URY,BASIC,2017,46.988
68139,URY,INTERMEDATE,2017,66.095
68140,URY,ADVANCED,2017,79.201
68171,URY,TOTAL,2016,51.028
68172,URY,LESS_THAN_BASIC,2016,17.895
68173,URY,BASIC,2016,47.632
68174,URY,INTERMEDATE,2016,67.947
68175,URY,ADVANCED,2016,78.552
68206,URY,TOTAL,2015,51.332
68207,URY,LESS_THAN_BASIC,2015,19.205
68208,URY,BASIC,2015,48.106
68209,URY,INTERMEDATE,2015,67.974
68210,URY,ADVANCED,2015,78.214
68241,URY,TOTAL,2014,52.182
68242,URY,LESS_THAN_BASIC,2014,19.546
68243,URY,BASIC,2014,48.958
68244,URY,INTERMEDATE,2014,68.598
68245,URY,ADVANCED,2014,80.356
68276,URY,TOTAL,2013,50.879
68277,URY,LESS_THAN_BASIC,2013,18.779
68278,URY,BASIC,2013,48.092
68279,URY,INTERMEDATE,2013,68.476
68280,URY,ADVANCED,2013,78.976
68311,URY,TOTAL,2012,51.945
68312,URY,LESS_THAN_BASIC,2012,21.307
68313,URY,BASIC,2012,49.321
68314,URY,INTERMEDATE,2012,68.478
68315,URY,ADVANCED,2012,79.175
68346,URY,TOTAL,2011,52.31
68347,URY,LESS_THAN_BASIC,2011,21.689
68348,URY,BASIC,2011,49.937
68349,URY,INTERMEDATE,2011,69.227
68350,URY,ADVANCED,2011,80.468
68381,URY,TOTAL,2010,49.909
68382,URY,LESS_THAN_BASIC,2010,22.483
68383,URY,BASIC,2010,45.044
68384,URY,INTERMEDATE,2010,64.913
68385,URY,ADVANCED,2010,77.466
68416,URY,TOTAL,2009,49.651
68417,URY,LESS_THAN_BASIC,2009,22.339
68418,URY,BASIC,2009,44.085
68419,URY,INTERMEDATE,2009,64.712
68420,URY,ADVANCED,2009,77.142
68451,URY,TOTAL,2008,48.82
68452,URY,LESS_THAN_BASIC,2008,30.461
68453,URY,BASIC,2008,43.389
68454,URY,INTERMEDATE,2008,63.234
68455,URY,ADVANCED,2008,77.268
68486,URY,TOTAL,2007,46.988
68487,URY,LESS_THAN_BASIC,2007,13.613
68488,URY,BASIC,2007,45.43
68489,URY,INTERMEDATE,2007,58.742
68490,URY,ADVANCED,2007,77.585
68528,URY,TOTAL,2006,44.586
68529,URY,LESS_THAN_BASIC,2006,10.116
68530,URY,BASIC,2006,41.022
68531,URY,INTERMEDATE,2006,56.512
68532,URY,ADVANCED,2006,75.399
68570,URY,TOTAL,2005,42.655
68571,URY,LESS_THAN_BASIC,2005,21.23
68572,URY,BASIC,2005,37.691
68573,URY,INTERMEDATE,2005,58.819
68574,URY,ADVANCED,2005,74.112
68612,URY,TOTAL,2004,41.284
68613,URY,LESS_THAN_BASIC,2004,21.026
68614,URY,BASIC,2004,36.359
68615,URY,INTERMEDATE,2004,56.545
68616,URY,ADVANCED,2004,72.596
68654,URY,TOTAL,2003,39.431
68655,URY,LESS_THAN_BASIC,2003,19.773
68656,URY,BASIC,2003,34.551
68657,URY,INTERMEDATE,2003,56.353
68658,URY,ADVANCED,2003,71.365
68696,URY,TOTAL,2002,39.561
68697,URY,LESS_THAN_BASIC,2002,19.716
68698,URY,BASIC,2002,34.349
68699,URY,INTERMEDATE,2002,57.872
68700,URY,ADVANCED,2002,72.026
68738,URY,TOTAL,2001,41.507
68739,URY,LESS_THAN_BASIC,2001,21.332
68740,URY,BASIC,2001,37.631
68741,URY,INTERMEDATE,2001,58.559
68742,URY,ADVANCED,2001,72.994
68780,URY,TOTAL,2000,41.559
68781,URY,LESS_THAN_BASIC,2000,11.94
68782,URY,BASIC,2000,36.536
68783,URY,INTERMEDATE,2000,56.579
68784,URY,ADVANCED,2000,64.742
68822,USA,TOTAL,2023,55.352
68823,USA,LESS_THAN_BASIC,2023,21.916
68824,USA,BASIC,2023,29.195
68825,USA,INTERMEDATE,2023,47.12
68826,USA,ADVANCED,2023,66.746
68857,USA,TOTAL,2022,54.736
68858,USA,LESS_THAN_BASIC,2022,18.3
68859,USA,BASIC,2022,27.612
68860,USA,INTERMEDATE,2022,46.427
68861,USA,ADVANCED,2022,66.581
68892,USA,TOTAL,2021,53.166
68893,USA,LESS_THAN_BASIC,2021,21.792
68894,USA,BASIC,2021,26.925
68895,USA,INTERMEDATE,2021,44.754
68896,USA,ADVANCED,2021,65.183
68927,USA,TOTAL,2020,51.511
68928,USA,LESS_THAN_BASIC,2020,21.374
68929,USA,BASIC,2020,24.825
68930,USA,INTERMEDATE,2020,42.881
68931,USA,ADVANCED,2020,63.782
68962,USA,TOTAL,2019,55.356
68963,USA,LESS_THAN_BASIC,2019,20.574
68964,USA,BASIC,2019,28.036
68965,USA,INTERMEDATE,2019,47.698
68966,USA,ADVANCED,2019,67.699
68997,USA,TOTAL,2018,54.888
68998,USA,LESS_THAN_BASIC,2018,24.45
68999,USA,BASIC,2018,27.764
69000,USA,INTERMEDATE,2018,47.295
69001,USA,ADVANCED,2018,67.64
69032,USA,TOTAL,2017,54.578
69033,USA,LESS_THAN_BASIC,2017,25.042
69034,USA,BASIC,2017,27.455
69035,USA,INTERMEDATE,2017,47.352
69036,USA,ADVANCED,2017,67.374
69067,USA,TOTAL,2016,54.081
69068,USA,LESS_THAN_BASIC,2016,20.022
69069,USA,BASIC,2016,26.462
69070,USA,INTERMEDATE,2016,47.033
69071,USA,ADVANCED,2016,67.351
69102,USA,TOTAL,2015,53.742
69103,USA,LESS_THAN_BASIC,2015,21.383
69104,USA,BASIC,2015,26.169
69105,USA,INTERMEDATE,2015,46.721
69106,USA,ADVANCED,2015,67.525
69137,USA,TOTAL,2014,53.521
69138,USA,LESS_THAN_BASIC,2014,20.052
69139,USA,BASIC,2014,25.294
69140,USA,INTERMEDATE,2014,46.615
69141,USA,ADVANCED,2014,67.696
69172,USA,TOTAL,2013,53.158
69173,USA,LESS_THAN_BASIC,2013,17.023
69174,USA,BASIC,2013,24.563
69175,USA,INTERMEDATE,2013,46.355
69176,USA,ADVANCED,2013,67.798
69207,USA,TOTAL,2012,53.131
69208,USA,LESS_THAN_BASIC,2012,21.562
69209,USA,BASIC,2012,24.844
69210,USA,INTERMEDATE,2012,46.571
69211,USA,ADVANCED,2012,67.925
69242,USA,TOTAL,2011,53.186
69243,USA,LESS_THAN_BASIC,2011,20.055
69244,USA,BASIC,2011,24.393
69245,USA,INTERMEDATE,2011,46.928
69246,USA,ADVANCED,2011,68.167
69277,USA,TOTAL,2010,53.568
69278,USA,LESS_THAN_BASIC,2010,18.8
69279,USA,BASIC,2010,24.682
69280,USA,INTERMEDATE,2010,47.553
69281,USA,ADVANCED,2010,68.636
69312,USA,TOTAL,2009,54.418
69313,USA,LESS_THAN_BASIC,2009,19.599
69314,USA,BASIC,2009,25.207
69315,USA,INTERMEDATE,2009,48.631
69316,USA,ADVANCED,2009,69.662
69347,USA,TOTAL,2008,56.247
69348,USA,LESS_THAN_BASIC,2008,20.913
69349,USA,BASIC,2008,25.458
69350,USA,INTERMEDATE,2008,51.14
69351,USA,ADVANCED,2008,71.201
69382,USA,TOTAL,2007,56.638
69383,USA,LESS_THAN_BASIC,2007,19.672
69384,USA,BASIC,2007,26.388
69385,USA,INTERMEDATE,2007,52.01
69386,USA,ADVANCED,2007,71.263
69417,USA,TOTAL,2006,56.616
69418,USA,LESS_THAN_BASIC,2006,18.636
69419,USA,BASIC,2006,25.714
69420,USA,INTERMEDATE,2006,52.487
69421,USA,ADVANCED,2006,71.261
69452,USA,TOTAL,2005,56.235
69453,USA,LESS_THAN_BASIC,2005,16.478
69454,USA,BASIC,2005,24.92
69455,USA,INTERMEDATE,2005,52.356
69456,USA,ADVANCED,2005,71.118
69487,USA,TOTAL,2004,55.97
69488,USA,LESS_THAN_BASIC,2004,18.668
69489,USA,BASIC,2004,24.87
69490,USA,INTERMEDATE,2004,52.345
69491,USA,ADVANCED,2004,70.785
69522,USA,TOTAL,2003,56.134
69523,USA,LESS_THAN_BASIC,2003,17.611
69524,USA,BASIC,2003,25.186
69525,USA,INTERMEDATE,2003,52.793
69526,USA,ADVANCED,2003,70.872
69557,USA,TOTAL,2002,56.275
69558,USA,LESS_THAN_BASIC,2002,17.22
69559,USA,BASIC,2002,24.991
69560,USA,INTERMEDATE,2002,53.334
69561,USA,ADVANCED,2002,70.831
69592,USA,TOTAL,2001,57.005
69593,USA,LESS_THAN_BASIC,2001,18.622
69594,USA,BASIC,2001,25.131
69595,USA,INTERMEDATE,2001,54.489
69596,USA,ADVANCED,2001,71.51
69627,USA,TOTAL,2000,57.485
69628,USA,LESS_THAN_BASIC,2000,18.72
69629,USA,BASIC,2000,25.303
69630,USA,INTERMEDATE,2000,55.076
69631,USA,ADVANCED,2000,72.672
69662,UZB,TOTAL,2020,36.856
69663,UZB,BASIC,2020,7.129
69664,UZB,INTERMEDATE,2020,34.723
69665,UZB,ADVANCED,2020,64.335
69694,VEN,TOTAL,2017,50.506
69695,VEN,LESS_THAN_BASIC,2017,23.459
69696,VEN,BASIC,2017,40.889
69697,VEN,INTERMEDATE,2017,47.264
69698,VEN,ADVANCED,2017,65.026
69736,VEN,TOTAL,2016,45.16
69737,VEN,LESS_THAN_BASIC,2016,16.252
69738,VEN,BASIC,2016,33.332
69739,VEN,INTERMEDATE,2016,41.452
69740,VEN,ADVANCED,2016,59.97
69778,VEN,TOTAL,2012,45.868
69779,VEN,LESS_THAN_BASIC,2012,20.934
69780,VEN,BASIC,2012,39.826
69781,VEN,INTERMEDATE,2012,44.42
69782,VEN,ADVANCED,2012,60.189
69819,VEN,TOTAL,2011,45.96
69820,VEN,LESS_THAN_BASIC,2011,21.211
69821,VEN,BASIC,2011,41.522
69822,VEN,ADVANCED,2011,59.643
69854,VEN,TOTAL,2010,46.048
69855,VEN,LESS_THAN_BASIC,2010,20.607
69856,VEN,BASIC,2010,41.752
69857,VEN,ADVANCED,2010,60.593
69889,VEN,TOTAL,2009,46.918
69890,VEN,LESS_THAN_BASIC,2009,23.52
69891,VEN,BASIC,2009,42.832
69892,VEN,ADVANCED,2009,61.592
69924,VEN,TOTAL,2008,46.537
69925,VEN,LESS_THAN_BASIC,2008,23.487
69926,VEN,BASIC,2008,42.807
69927,VEN,INTERMEDATE,2008,-1.0
69928,VEN,ADVANCED,2008,61.499
69962,VEN,TOTAL,2007,45.821
69963,VEN,LESS_THAN_BASIC,2007,23.981
69964,VEN,BASIC,2007,42.354
69965,VEN,INTERMEDATE,2007,-1.0
69966,VEN,ADVANCED,2007,61.641
70000,VEN,TOTAL,2006,45.223
70001,VEN,LESS_THAN_BASIC,2006,23.418
70002,VEN,BASIC,2006,41.975
70003,VEN,ADVANCED,2006,62.174
70035,VEN,TOTAL,2005,43.58
70036,VEN,LESS_THAN_BASIC,2005,23.282
70037,VEN,BASIC,2005,40.881
70038,VEN,INTERMEDATE,2005,-1.0
70039,VEN,ADVANCED,2005,60.479
70072,VNM,TOTAL,2023,66.899
70073,VNM,LESS_THAN_BASIC,2023,51.804
70074,VNM,BASIC,2023,67.145
70075,VNM,INTERMEDATE,2023,66.251
70076,VNM,ADVANCED,2023,84.537
70107,VNM,TOTAL,2022,68.153
70108,VNM,LESS_THAN_BASIC,2022,53.564
70109,VNM,BASIC,2022,68.488
70110,VNM,INTERMEDATE,2022,68.743
70111,VNM,ADVANCED,2022,84.698
70142,VNM,TOTAL,2021,66.643
70143,VNM,LESS_THAN_BASIC,2021,52.281
70144,VNM,BASIC,2021,67.446
70145,VNM,INTERMEDATE,2021,66.356
70146,VNM,ADVANCED,2021,81.793
70177,VNM,TOTAL,2020,66.195
70178,VNM,LESS_THAN_BASIC,2020,48.815
70179,VNM,BASIC,2020,68.562
70180,VNM,INTERMEDATE,2020,66.693
70181,VNM,ADVANCED,2020,83.73
70212,VNM,TOTAL,2019,69.347
70213,VNM,LESS_THAN_BASIC,2019,53.691
70214,VNM,BASIC,2019,71.738
70215,VNM,INTERMEDATE,2019,70.798
70216,VNM,ADVANCED,2019,85.741
70247,VNM,TOTAL,2018,69.725
70248,VNM,LESS_THAN_BASIC,2018,54.487
70249,VNM,BASIC,2018,72.946
70250,VNM,INTERMEDATE,2018,69.545
70251,VNM,ADVANCED,2018,85.607
70285,VNM,TOTAL,2017,70.226
70286,VNM,LESS_THAN_BASIC,2017,58.018
70287,VNM,BASIC,2017,73.06
70288,VNM,INTERMEDATE,2017,68.812
70289,VNM,ADVANCED,2017,83.867
70324,VNM,TOTAL,2016,70.732
70325,VNM,LESS_THAN_BASIC,2016,57.978
70326,VNM,BASIC,2016,74.4
70327,VNM,INTERMEDATE,2016,68.626
70328,VNM,ADVANCED,2016,82.96
70362,VNM,TOTAL,2015,71.255
70363,VNM,LESS_THAN_BASIC,2015,58.839
70364,VNM,BASIC,2015,75.36
70365,VNM,INTERMEDATE,2015,68.161
70366,VNM,ADVANCED,2015,83.13
70404,VNM,TOTAL,2014,71.891
70405,VNM,LESS_THAN_BASIC,2014,59.719
70406,VNM,BASIC,2014,76.26
70407,VNM,INTERMEDATE,2014,69.048
70408,VNM,ADVANCED,2014,83.939
70446,VNM,TOTAL,2013,71.821
70447,VNM,LESS_THAN_BASIC,2013,60.12
70448,VNM,BASIC,2013,76.189
70449,VNM,INTERMEDATE,2013,68.449
70450,VNM,ADVANCED,2013,83.936
70488,VNM,TOTAL,2012,71.08
70489,VNM,LESS_THAN_BASIC,2012,59.312
70490,VNM,BASIC,2012,75.152
70491,VNM,INTERMEDATE,2012,68.051
70492,VNM,ADVANCED,2012,85.233
70530,VNM,TOTAL,2011,70.927
70531,VNM,LESS_THAN_BASIC,2011,60.303
70532,VNM,BASIC,2011,75.571
70533,VNM,INTERMEDATE,2011,65.721
70534,VNM,ADVANCED,2011,83.846
70572,VNM,TOTAL,2010,70.803
70573,VNM,LESS_THAN_BASIC,2010,60.25
70574,VNM,BASIC,2010,74.833
70575,VNM,INTERMEDATE,2010,66.897
70576,VNM,ADVANCED,2010,84.406
70614,VUT,TOTAL,2020,36.342
70615,VUT,LESS_THAN_BASIC,2020,22.992
70616,VUT,BASIC,2020,38.931
70617,VUT,INTERMEDATE,2020,56.181
70618,VUT,ADVANCED,2020,75.467
70656,VUT,TOTAL,2019,50.244
70657,VUT,LESS_THAN_BASIC,2019,35.202
70658,VUT,BASIC,2019,50.055
70659,VUT,INTERMEDATE,2019,55.02
70660,VUT,ADVANCED,2019,78.766
70697,VUT,TOTAL,2010,57.179
70698,VUT,LESS_THAN_BASIC,2010,61.805
70699,VUT,BASIC,2010,55.152
70700,VUT,INTERMEDATE,2010,60.591
70701,VUT,ADVANCED,2010,69.539
70739,VUT,TOTAL,2006,66.29
70740,VUT,LESS_THAN_BASIC,2006,73.136
70741,VUT,BASIC,2006,65.743
70742,VUT,INTERMEDATE,2006,54.274
70743,VUT,ADVANCED,2006,77.258
70781,WLF,TOTAL,2023,38.257
70782,WLF,LESS_THAN_BASIC,2023,4.622
70783,WLF,BASIC,2023,22.34
70784,WLF,INTERMEDATE,2023,65.068
70785,WLF,ADVANCED,2023,81.183
70823,WLF,TOTAL,2019,38.404
70824,WLF,LESS_THAN_BASIC,2019,10.228
70825,WLF,BASIC,2019,30.121
70826,WLF,INTERMEDATE,2019,59.15
70827,WLF,ADVANCED,2019,72.021
70858,WLF,TOTAL,2018,33.569
70859,WLF,LESS_THAN_BASIC,2018,4.661
70860,WLF,BASIC,2018,22.076
70861,WLF,INTERMEDATE,2018,60.517
70862,WLF,ADVANCED,2018,80.147
70899,WSM,TOTAL,2022,28.969
70900,WSM,LESS_THAN_BASIC,2022,13.822
70901,WSM,BASIC,2022,25.083
70902,WSM,INTERMEDATE,2022,31.292
70903,WSM,ADVANCED,2022,59.707
70941,WSM,TOTAL,2017,35.132
70942,WSM,LESS_THAN_BASIC,2017,12.986
70943,WSM,BASIC,2017,23.567
70944,WSM,INTERMEDATE,2017,35.865
70945,WSM,ADVANCED,2017,68.528
70983,WSM,TOTAL,2012,21.884
70984,WSM,LESS_THAN_BASIC,2012,6.698
70985,WSM,BASIC,2012,12.987
70986,WSM,INTERMEDATE,2012,26.891
70987,WSM,ADVANCED,2012,59.966
71025,YEM,TOTAL,2014,4.46
71026,YEM,LESS_THAN_BASIC,2014,3.881
71027,YEM,BASIC,2014,2.493
71028,YEM,INTERMEDATE,2014,7.664
71029,YEM,ADVANCED,2014,42.512
71066,ZAF,TOTAL,2023,32.066
71067,ZAF,LESS_THAN_BASIC,2023,14.936
71068,ZAF,BASIC,2023,23.241
71069,ZAF,INTERMEDATE,2023,37.842
71070,ZAF,ADVANCED,2023,65.039
71108,ZAF,TOTAL,2022,30.407
71109,ZAF,LESS_THAN_BASIC,2022,13.775
71110,ZAF,BASIC,2022,22.01
71111,ZAF,INTERMEDATE,2022,37.29
71112,ZAF,ADVANCED,2022,62.71
71150,ZAF,TOTAL,2021,28.88
71151,ZAF,LESS_THAN_BASIC,2021,14.983
71152,ZAF,BASIC,2021,21.098
71153,ZAF,INTERMEDATE,2021,34.768
71154,ZAF,ADVANCED,2021,62.05
71192,ZAF,TOTAL,2020,30.405
71193,ZAF,LESS_THAN_BASIC,2020,16.304
71194,ZAF,BASIC,2020,22.205
71195,ZAF,INTERMEDATE,2020,36.62
71196,ZAF,ADVANCED,2020,63.45
71234,ZAF,TOTAL,2019,33.702
71235,ZAF,LESS_THAN_BASIC,2019,19.07
71236,ZAF,BASIC,2019,25.221
71237,ZAF,INTERMEDATE,2019,40.625
71238,ZAF,ADVANCED,2019,67.224
71276,ZAF,TOTAL,2018,34.358
71277,ZAF,LESS_THAN_BASIC,2018,19.467
71278,ZAF,BASIC,2018,26.273
71279,ZAF,INTERMEDATE,2018,41.477
71280,ZAF,ADVANCED,2018,68.974
71318,ZAF,TOTAL,2017,34.329
71319,ZAF,LESS_THAN_BASIC,2017,20.882
71320,ZAF,BASIC,2017,25.793
71321,ZAF,INTERMEDATE,2017,42.535
71322,ZAF,ADVANCED,2017,68.761
71360,ZAF,TOTAL,2016,33.839
71361,ZAF,LESS_THAN_BASIC,2016,19.815
71362,ZAF,BASIC,2016,25.354
71363,ZAF,INTERMEDATE,2016,42.606
71364,ZAF,ADVANCED,2016,71.276
71402,ZAF,TOTAL,2015,34.526
71403,ZAF,LESS_THAN_BASIC,2015,21.172
71404,ZAF,BASIC,2015,25.888
71405,ZAF,INTERMEDATE,2015,43.145
71406,ZAF,ADVANCED,2015,72.988
71444,ZAF,TOTAL,2014,33.859
71445,ZAF,LESS_THAN_BASIC,2014,20.649
71446,ZAF,BASIC,2014,24.916
71447,ZAF,INTERMEDATE,2014,43.404
71448,ZAF,ADVANCED,2014,72.799
71486,ZAF,TOTAL,2013,33.924
71487,ZAF,LESS_THAN_BASIC,2013,21.115
71488,ZAF,BASIC,2013,25.259
71489,ZAF,INTERMEDATE,2013,43.596
71490,ZAF,ADVANCED,2013,73.731
