country,year,average_month_earning,level_education_standardised
CRI,2003,197.793,EDU_AGGREGATE_X
CRI,2002,350.725,EDU_AGGREGATE_TOTAL
CRI,2002,152.832,LESS_THAN_BASIC
CRI,2002,202.243,BASIC
CRI,2002,350.165,INTERMEDATE
CRI,2002,658.697,ADVANCED
CRI,2002,246.846,EDU_AGGREGATE_X
CRI,2001,1054.961,EDU_AGGREGATE_TOTAL
CRI,2001,512.578,LESS_THAN_BASIC
CRI,2001,746.097,BASIC
CRI,2001,1261.094,INTERMEDATE
CRI,2001,1507.985,ADVANCED
CRI,2001,1634.069,EDU_AGGREGATE_X
CYP,2022,2178.296,EDU_AGGREGATE_TOTAL
CYP,2022,762.824,LESS_THAN_BASIC
CYP,2022,1140.662,BASIC
CYP,2022,1655.425,INTERMEDATE
CYP,2022,2662.004,ADVANCED
CYP,2021,2265.923,EDU_AGGREGATE_TOTAL
CYP,2021,746.17,LESS_THAN_BASIC
CYP,2021,1210.741,BASIC
CYP,2021,1672.092,INTERMEDATE
CYP,2021,2866.052,ADVANCED
CYP,2020,2166.03,EDU_AGGREGATE_TOTAL
CYP,2020,766.112,LESS_THAN_BASIC
CYP,2020,1122.045,BASIC
CYP,2020,1739.766,INTERMEDATE
CYP,2020,2708.455,ADVANCED
CYP,2019,1976.243,EDU_AGGREGATE_TOTAL
CYP,2019,820.339,LESS_THAN_BASIC
CYP,2019,1109.878,BASIC
CYP,2019,1615.236,INTERMEDATE
CYP,2019,2459.437,ADVANCED
CYP,2018,2005.978,EDU_AGGREGATE_TOTAL
CYP,2018,1221.969,BASIC
CYP,2018,1671.993,INTERMEDATE
CYP,2018,2432.997,ADVANCED
CYP,2017,2020.672,EDU_AGGREGATE_TOTAL
CYP,2017,741.904,LESS_THAN_BASIC
CYP,2017,1143.48,BASIC
CYP,2017,1680.117,INTERMEDATE
CYP,2017,2492.371,ADVANCED
CYP,2016,1928.039,EDU_AGGREGATE_TOTAL
CYP,2016,919.444,LESS_THAN_BASIC
CYP,2016,1052.861,BASIC
CYP,2016,1566.033,INTERMEDATE
CYP,2016,2459.761,ADVANCED
CYP,2015,1954.608,EDU_AGGREGATE_TOTAL
CYP,2015,889.867,LESS_THAN_BASIC
CYP,2015,1079.28,BASIC
CYP,2015,1580.121,INTERMEDATE
CYP,2015,2486.11,ADVANCED
CYP,2014,2452.788,EDU_AGGREGATE_TOTAL
CYP,2014,1274.511,LESS_THAN_BASIC
CYP,2014,1367.489,BASIC
CYP,2014,2001.041,INTERMEDATE
CYP,2014,3119.436,ADVANCED
CYP,2013,2509.939,EDU_AGGREGATE_TOTAL
CYP,2013,1279.203,LESS_THAN_BASIC
CYP,2013,1482.928,BASIC
CYP,2013,2081.253,INTERMEDATE
CYP,2013,3228.487,ADVANCED
CYP,2013,1368.776,EDU_AGGREGATE_X
CYP,2012,2418.915,EDU_AGGREGATE_TOTAL
CYP,2012,1328.654,LESS_THAN_BASIC
CYP,2012,1426.812,BASIC
CYP,2012,1999.085,INTERMEDATE
CYP,2012,3148.316,ADVANCED
CYP,2012,587.776,EDU_AGGREGATE_X
CYP,2011,2496.389,EDU_AGGREGATE_TOTAL
CYP,2011,1588.596,LESS_THAN_BASIC
CYP,2011,1521.505,BASIC
CYP,2011,2045.309,INTERMEDATE
CYP,2011,3288.544,ADVANCED
CYP,2011,663.003,EDU_AGGREGATE_X
CYP,2010,2274.782,EDU_AGGREGATE_TOTAL
CYP,2010,1516.433,LESS_THAN_BASIC
CYP,2010,1374.675,BASIC
CYP,2010,1895.865,INTERMEDATE
CYP,2010,3063.88,ADVANCED
CYP,2009,2342.228,EDU_AGGREGATE_TOTAL
CYP,2009,1578.521,LESS_THAN_BASIC
CYP,2009,1369.066,BASIC
CYP,2009,1874.869,INTERMEDATE
CYP,2009,3166.43,ADVANCED
CYP,2008,2351.607,EDU_AGGREGATE_TOTAL
CYP,2008,1698.965,LESS_THAN_BASIC
CYP,2008,1402.468,BASIC
CYP,2008,1960.867,INTERMEDATE
CYP,2008,3119.85,ADVANCED
CYP,2007,2207.65,EDU_AGGREGATE_TOTAL
CYP,2007,1628.219,LESS_THAN_BASIC
CYP,2007,1353.752,BASIC
CYP,2007,1894.903,INTERMEDATE
CYP,2007,2852.04,ADVANCED
CYP,2006,1650.214,EDU_AGGREGATE_TOTAL
CYP,2006,1337.29,LESS_THAN_BASIC
CYP,2006,999.699,BASIC
CYP,2006,1396.269,INTERMEDATE
CYP,2006,2217.842,ADVANCED
CYP,2006,1255.249,EDU_AGGREGATE_X
CYP,2005,1532.61,EDU_AGGREGATE_TOTAL
CYP,2005,864.162,LESS_THAN_BASIC
CYP,2005,955.786,BASIC
CYP,2005,1343.56,INTERMEDATE
CYP,2005,2047.931,ADVANCED
CYP,2005,924.958,EDU_AGGREGATE_X
CZE,2022,1785.375,EDU_AGGREGATE_TOTAL
CZE,2022,1201.762,BASIC
CZE,2022,1588.306,INTERMEDATE
CZE,2022,2320.26,ADVANCED
CZE,2021,1881.692,EDU_AGGREGATE_TOTAL
CZE,2021,1254.377,BASIC
CZE,2021,1686.816,INTERMEDATE
CZE,2021,2434.037,ADVANCED
CZE,2020,1733.075,EDU_AGGREGATE_TOTAL
CZE,2020,1115.622,BASIC
CZE,2020,1571.559,INTERMEDATE
CZE,2020,2238.778,ADVANCED
CZE,2019,1557.743,EDU_AGGREGATE_TOTAL
CZE,2019,1093.903,BASIC
CZE,2019,1404.725,INTERMEDATE
CZE,2019,2036.513,ADVANCED
CZE,2018,1456.292,EDU_AGGREGATE_TOTAL
CZE,2018,935.009,BASIC
CZE,2018,1309.318,INTERMEDATE
CZE,2018,1916.441,ADVANCED
CZE,2017,1259.401,EDU_AGGREGATE_TOTAL
CZE,2017,906.016,BASIC
CZE,2017,1132.652,INTERMEDATE
CZE,2017,1682.278,ADVANCED
CZE,2016,1172.947,EDU_AGGREGATE_TOTAL
CZE,2016,751.274,BASIC
CZE,2016,1053.172,INTERMEDATE
CZE,2016,1590.569,ADVANCED
CZE,2015,1117.25,EDU_AGGREGATE_TOTAL
CZE,2015,702.425,BASIC
CZE,2015,1002.226,INTERMEDATE
CZE,2015,1540.301,ADVANCED
CZE,2014,1362.318,EDU_AGGREGATE_TOTAL
CZE,2014,904.81,BASIC
CZE,2014,1236.815,INTERMEDATE
CZE,2014,1853.83,ADVANCED
CZE,2013,1387.937,EDU_AGGREGATE_TOTAL
CZE,2013,933.568,BASIC
CZE,2013,1273.509,INTERMEDATE
CZE,2013,1921.189,ADVANCED
CZE,2012,1372.366,EDU_AGGREGATE_TOTAL
CZE,2012,872.674,BASIC
CZE,2012,1251.929,INTERMEDATE
CZE,2012,1943.195,ADVANCED
CZE,2011,1392.355,EDU_AGGREGATE_TOTAL
CZE,2011,905.623,BASIC
CZE,2011,1273.94,INTERMEDATE
CZE,2011,2013.351,ADVANCED
CZE,2010,1237.599,EDU_AGGREGATE_TOTAL
CZE,2010,834.23,BASIC
CZE,2010,1160.443,INTERMEDATE
CZE,2010,1720.796,ADVANCED
CZE,2009,1387.206,EDU_AGGREGATE_TOTAL
CZE,2009,936.805,BASIC
CZE,2009,1297.885,INTERMEDATE
CZE,2009,1976.974,ADVANCED
CZE,2008,1203.914,EDU_AGGREGATE_TOTAL
CZE,2008,836.232,BASIC
CZE,2008,1141.472,INTERMEDATE
CZE,2008,1716.242,ADVANCED
CZE,2007,1027.512,EDU_AGGREGATE_TOTAL
CZE,2007,679.053,BASIC
CZE,2007,977.118,INTERMEDATE
CZE,2007,1493.652,ADVANCED
CZE,2006,613.365,EDU_AGGREGATE_TOTAL
CZE,2006,401.905,BASIC
CZE,2006,581.136,INTERMEDATE
CZE,2006,902.455,ADVANCED
CZE,2005,536.729,EDU_AGGREGATE_TOTAL
CZE,2005,340.875,BASIC
CZE,2005,514.33,INTERMEDATE
CZE,2005,771.603,ADVANCED
DEU,2022,3740.37,EDU_AGGREGATE_TOTAL
DEU,2022,2243.72,BASIC
DEU,2022,3319.026,INTERMEDATE
DEU,2022,5127.593,ADVANCED
DEU,2021,4049.99,EDU_AGGREGATE_TOTAL
DEU,2021,2425.663,BASIC
DEU,2021,3530.807,INTERMEDATE
DEU,2021,5658.615,ADVANCED
DEU,2020,4000.165,EDU_AGGREGATE_TOTAL
DEU,2020,2330.26,BASIC
DEU,2020,3525.504,INTERMEDATE
DEU,2020,5564.32,ADVANCED
DEU,2020,4572.457,EDU_AGGREGATE_X
DEU,2019,2731.538,EDU_AGGREGATE_TOTAL
DEU,2019,1494.269,BASIC
DEU,2019,2478.641,INTERMEDATE
DEU,2019,3759.079,ADVANCED
DEU,2018,2711.657,EDU_AGGREGATE_TOTAL
DEU,2018,1478.416,BASIC
DEU,2018,2436.116,INTERMEDATE
DEU,2018,3845.821,ADVANCED
DEU,2017,2509.069,EDU_AGGREGATE_TOTAL
DEU,2017,1407.107,BASIC
DEU,2017,2274.187,INTERMEDATE
DEU,2017,3549.528,ADVANCED
DEU,2016,2400.763,EDU_AGGREGATE_TOTAL
DEU,2016,1338.98,BASIC
DEU,2016,2202.55,INTERMEDATE
DEU,2016,3451.351,ADVANCED
DEU,2015,2322.684,EDU_AGGREGATE_TOTAL
DEU,2015,1355.717,BASIC
DEU,2015,2141.16,INTERMEDATE
DEU,2015,3355.167,ADVANCED
DEU,2014,2682.602,EDU_AGGREGATE_TOTAL
DEU,2014,1485.398,BASIC
DEU,2014,2516.644,INTERMEDATE
DEU,2014,3855.232,ADVANCED
DEU,2013,2621.518,EDU_AGGREGATE_TOTAL
DEU,2013,1606.533,BASIC
DEU,2013,2402.355,INTERMEDATE
DEU,2013,3700.948,ADVANCED
DEU,2012,2430.922,EDU_AGGREGATE_TOTAL
DEU,2012,1429.74,BASIC
DEU,2012,2267.325,INTERMEDATE
DEU,2012,3401.522,ADVANCED
DEU,2011,2583.208,EDU_AGGREGATE_TOTAL
DEU,2011,1488.417,BASIC
DEU,2011,2397.974,INTERMEDATE
DEU,2011,3754.237,ADVANCED
DEU,2010,2409.495,EDU_AGGREGATE_TOTAL
DEU,2010,1460.081,BASIC
DEU,2010,2238.901,INTERMEDATE
DEU,2010,3538.76,ADVANCED
DEU,2009,2556.709,EDU_AGGREGATE_TOTAL
DEU,2009,1539.472,BASIC
DEU,2009,2370.481,INTERMEDATE
DEU,2009,3784.173,ADVANCED
DEU,2008,2589.853,EDU_AGGREGATE_TOTAL
DEU,2008,1533.813,BASIC
DEU,2008,2445.389,INTERMEDATE
DEU,2008,3711.134,ADVANCED
DEU,2007,2413.285,EDU_AGGREGATE_TOTAL
DEU,2007,1434.423,BASIC
DEU,2007,2283.396,INTERMEDATE
DEU,2007,3448.784,ADVANCED
DEU,2006,1932.814,EDU_AGGREGATE_TOTAL
DEU,2006,1142.459,BASIC
DEU,2006,1852.95,INTERMEDATE
DEU,2006,2871.158,ADVANCED
DEU,2005,2337.285,EDU_AGGREGATE_TOTAL
DEU,2005,1441.52,BASIC
DEU,2005,2062.932,INTERMEDATE
DEU,2005,2969.02,ADVANCED
DEU,2005,2008.577,EDU_AGGREGATE_X
DJI,2017,542.608,EDU_AGGREGATE_TOTAL
DJI,2017,236.25,LESS_THAN_BASIC
DJI,2017,485.363,BASIC
DJI,2017,619.41,INTERMEDATE
DJI,2017,894.686,ADVANCED
DNK,2022,5495.351,EDU_AGGREGATE_TOTAL
DNK,2022,4137.704,BASIC
DNK,2022,4612.823,INTERMEDATE
DNK,2022,6179.002,ADVANCED
DNK,2022,6451.253,EDU_AGGREGATE_X
DNK,2021,6092.924,EDU_AGGREGATE_TOTAL
DNK,2021,4448.26,BASIC
DNK,2021,5438.096,INTERMEDATE
DNK,2021,6710.265,ADVANCED
DNK,2021,4631.607,EDU_AGGREGATE_X
DNK,2020,5455.614,EDU_AGGREGATE_TOTAL
DNK,2020,4027.495,BASIC
DNK,2020,4790.85,INTERMEDATE
DNK,2020,6092.555,ADVANCED
DNK,2020,3659.086,EDU_AGGREGATE_X
DNK,2019,4718.138,EDU_AGGREGATE_TOTAL
DNK,2019,3557.706,BASIC
DNK,2019,4131.304,INTERMEDATE
DNK,2019,5376.187,ADVANCED
DNK,2019,3667.169,EDU_AGGREGATE_X
DNK,2018,4824.173,EDU_AGGREGATE_TOTAL
DNK,2018,3452.099,BASIC
DNK,2018,4291.164,INTERMEDATE
DNK,2018,5532.77,ADVANCED
DNK,2018,3184.44,EDU_AGGREGATE_X
DNK,2017,4536.434,EDU_AGGREGATE_TOTAL
DNK,2017,3254.616,BASIC
DNK,2017,4113.101,INTERMEDATE
DNK,2017,5149.296,ADVANCED
DNK,2017,3252.194,EDU_AGGREGATE_X
DNK,2016,4446.836,EDU_AGGREGATE_TOTAL
DNK,2016,3372.96,BASIC
DNK,2016,4049.819,INTERMEDATE
DNK,2016,5021.347,ADVANCED
DNK,2016,3170.408,EDU_AGGREGATE_X
DNK,2015,4424.098,EDU_AGGREGATE_TOTAL
DNK,2015,3664.012,BASIC
DNK,2015,4063.337,INTERMEDATE
DNK,2015,4916.306,ADVANCED
DNK,2015,3108.314,EDU_AGGREGATE_X
DNK,2014,5217.935,EDU_AGGREGATE_TOTAL
DNK,2014,4766.764,BASIC
DNK,2014,4667.332,INTERMEDATE
DNK,2014,5853.713,ADVANCED
DNK,2014,3489.855,EDU_AGGREGATE_X
DNK,2013,5161.001,EDU_AGGREGATE_TOTAL
DNK,2013,4258.65,BASIC
DNK,2013,4828.392,INTERMEDATE
DNK,2013,5850.654,ADVANCED
DNK,2013,2128.267,EDU_AGGREGATE_X
DNK,2012,4924.247,EDU_AGGREGATE_TOTAL
DNK,2012,4238.946,BASIC
DNK,2012,4493.263,INTERMEDATE
DNK,2012,5489.672,ADVANCED
DNK,2012,3388.527,EDU_AGGREGATE_X
DNK,2011,5208.481,EDU_AGGREGATE_TOTAL
DNK,2011,4229.925,BASIC
DNK,2011,4748.476,INTERMEDATE
DNK,2011,5974.111,ADVANCED
DNK,2011,3967.952,EDU_AGGREGATE_X
DNK,2010,4747.344,EDU_AGGREGATE_TOTAL
DNK,2010,3876.514,BASIC
DNK,2010,4472.31,INTERMEDATE
DNK,2010,5490.703,ADVANCED
DNK,2010,2042.111,EDU_AGGREGATE_X
DNK,2009,5168.821,EDU_AGGREGATE_TOTAL
DNK,2009,4138.328,BASIC
DNK,2009,4814.676,INTERMEDATE
DNK,2009,6194.18,ADVANCED
DNK,2009,3759.399,EDU_AGGREGATE_X
DNK,2008,5162.799,EDU_AGGREGATE_TOTAL
DNK,2008,3955.012,BASIC
DNK,2008,4953.633,INTERMEDATE
DNK,2008,6108.934,ADVANCED
DNK,2008,4046.381,EDU_AGGREGATE_X
DNK,2007,4771.683,EDU_AGGREGATE_TOTAL
DNK,2007,3808.482,BASIC
DNK,2007,4544.402,INTERMEDATE
DNK,2007,5678.613,ADVANCED
DNK,2007,3405.814,EDU_AGGREGATE_X
DNK,2006,3564.706,EDU_AGGREGATE_TOTAL
DNK,2006,2924.342,BASIC
DNK,2006,3385.639,INTERMEDATE
DNK,2006,4176.694,ADVANCED
DNK,2006,2894.783,EDU_AGGREGATE_X
DNK,2005,3399.561,EDU_AGGREGATE_TOTAL
DNK,2005,2732.062,BASIC
DNK,2005,3197.151,INTERMEDATE
DNK,2005,4101.434,ADVANCED
DNK,2005,3407.46,EDU_AGGREGATE_X
DNK,2004,3284.445,EDU_AGGREGATE_TOTAL
DNK,2004,2746.715,BASIC
DNK,2004,3107.327,INTERMEDATE
DNK,2004,3934.213,ADVANCED
DNK,2004,2421.261,EDU_AGGREGATE_X
DOM,2023,423.945,EDU_AGGREGATE_TOTAL
DOM,2023,217.799,LESS_THAN_BASIC
DOM,2023,257.624,BASIC
DOM,2023,367.646,INTERMEDATE
DOM,2023,746.668,ADVANCED
DOM,2023,330.237,EDU_AGGREGATE_X
DOM,2022,384.989,EDU_AGGREGATE_TOTAL
DOM,2022,206.95,LESS_THAN_BASIC
DOM,2022,250.166,BASIC
DOM,2022,326.542,INTERMEDATE
DOM,2022,690.649,ADVANCED
DOM,2022,290.946,EDU_AGGREGATE_X
DOM,2021,338.597,EDU_AGGREGATE_TOTAL
DOM,2021,173.451,LESS_THAN_BASIC
DOM,2021,204.152,BASIC
DOM,2021,272.085,INTERMEDATE
DOM,2021,653.433,ADVANCED
DOM,2021,244.712,EDU_AGGREGATE_X
DOM,2020,321.031,EDU_AGGREGATE_TOTAL
DOM,2020,166.652,LESS_THAN_BASIC
DOM,2020,189.89,BASIC
DOM,2020,249.136,INTERMEDATE
DOM,2020,636.562,ADVANCED
DOM,2020,221.444,EDU_AGGREGATE_X
DOM,2019,314.27,EDU_AGGREGATE_TOTAL
DOM,2019,144.792,LESS_THAN_BASIC
DOM,2019,167.974,BASIC
DOM,2019,238.637,INTERMEDATE
DOM,2019,659.923,ADVANCED
DOM,2019,211.925,EDU_AGGREGATE_X
DOM,2018,304.968,EDU_AGGREGATE_TOTAL
DOM,2018,140.791,LESS_THAN_BASIC
DOM,2018,168.933,BASIC
DOM,2018,232.631,INTERMEDATE
DOM,2018,640.554,ADVANCED
DOM,2018,202.836,EDU_AGGREGATE_X
DOM,2017,294.575,EDU_AGGREGATE_TOTAL
DOM,2017,143.11,LESS_THAN_BASIC
DOM,2017,163.489,BASIC
DOM,2017,249.971,INTERMEDATE
DOM,2017,603.548,ADVANCED
DOM,2017,201.401,EDU_AGGREGATE_X
DOM,2016,279.709,EDU_AGGREGATE_TOTAL
DOM,2016,134.48,LESS_THAN_BASIC
DOM,2016,159.339,BASIC
DOM,2016,235.122,INTERMEDATE
DOM,2016,560.232,ADVANCED
DOM,2016,197.025,EDU_AGGREGATE_X
DOM,2015,277.714,EDU_AGGREGATE_TOTAL
DOM,2015,133.483,LESS_THAN_BASIC
DOM,2015,157.211,BASIC
DOM,2015,225.032,INTERMEDATE
DOM,2015,564.774,ADVANCED
DOM,2015,206.777,EDU_AGGREGATE_X
DOM,2014,297.103,EDU_AGGREGATE_TOTAL
DOM,2014,143.459,LESS_THAN_BASIC
DOM,2014,166.038,BASIC
DOM,2014,252.814,INTERMEDATE
DOM,2014,541.178,ADVANCED
DOM,2014,737.317,EDU_AGGREGATE_X
DOM,2013,300.597,EDU_AGGREGATE_TOTAL
DOM,2013,141.156,LESS_THAN_BASIC
DOM,2013,166.963,BASIC
DOM,2013,247.223,INTERMEDATE
DOM,2013,587.542,ADVANCED
DOM,2013,682.082,EDU_AGGREGATE_X
DOM,2012,322.296,EDU_AGGREGATE_TOTAL
DOM,2012,144.204,LESS_THAN_BASIC
DOM,2012,169.708,BASIC
DOM,2012,230.977,INTERMEDATE
DOM,2012,680.6,ADVANCED
DOM,2012,792.535,EDU_AGGREGATE_X
DOM,2011,297.87,EDU_AGGREGATE_TOTAL
DOM,2011,134.024,LESS_THAN_BASIC
DOM,2011,168.841,BASIC
DOM,2011,258.073,INTERMEDATE
DOM,2011,596.25,ADVANCED
DOM,2011,777.75,EDU_AGGREGATE_X
DOM,2010,281.053,EDU_AGGREGATE_TOTAL
DOM,2010,138.946,LESS_THAN_BASIC
DOM,2010,162.537,BASIC
DOM,2010,244.348,INTERMEDATE
DOM,2010,533.717,ADVANCED
DOM,2010,524.537,EDU_AGGREGATE_X
DOM,2009,269.008,EDU_AGGREGATE_TOTAL
DOM,2009,133.17,LESS_THAN_BASIC
DOM,2009,160.509,BASIC
DOM,2009,229.337,INTERMEDATE
DOM,2009,532.465,ADVANCED
DOM,2009,490.001,EDU_AGGREGATE_X
DOM,2008,251.329,EDU_AGGREGATE_TOTAL
DOM,2008,119.951,LESS_THAN_BASIC
DOM,2008,154.623,BASIC
DOM,2008,247.613,INTERMEDATE
DOM,2008,479.404,ADVANCED
DOM,2008,662.765,EDU_AGGREGATE_X
DOM,2007,239.38,EDU_AGGREGATE_TOTAL
DOM,2007,114.404,LESS_THAN_BASIC
DOM,2007,141.146,BASIC
DOM,2007,222.173,INTERMEDATE
DOM,2007,492.129,ADVANCED
DOM,2007,470.286,EDU_AGGREGATE_X
DOM,2006,222.227,EDU_AGGREGATE_TOTAL
DOM,2006,105.244,LESS_THAN_BASIC
DOM,2006,129.942,BASIC
DOM,2006,202.63,INTERMEDATE
DOM,2006,457.122,ADVANCED
DOM,2006,545.506,EDU_AGGREGATE_X
DOM,2005,227.269,EDU_AGGREGATE_TOTAL
DOM,2005,114.534,LESS_THAN_BASIC
DOM,2005,140.215,BASIC
DOM,2005,217.932,INTERMEDATE
DOM,2005,451.952,ADVANCED
DOM,2005,517.089,EDU_AGGREGATE_X
DOM,2004,139.045,EDU_AGGREGATE_TOTAL
DOM,2004,66.0,LESS_THAN_BASIC
DOM,2004,87.53,BASIC
DOM,2004,134.084,INTERMEDATE
DOM,2004,280.926,ADVANCED
DOM,2004,376.386,EDU_AGGREGATE_X
DOM,2003,166.321,EDU_AGGREGATE_TOTAL
DOM,2003,81.649,LESS_THAN_BASIC
DOM,2003,106.349,BASIC
DOM,2003,156.025,INTERMEDATE
DOM,2003,337.67,ADVANCED
DOM,2003,586.434,EDU_AGGREGATE_X
DOM,2002,255.213,EDU_AGGREGATE_TOTAL
DOM,2002,119.453,LESS_THAN_BASIC
DOM,2002,170.565,BASIC
DOM,2002,257.002,INTERMEDATE
DOM,2002,544.917,ADVANCED
DOM,2002,643.627,EDU_AGGREGATE_X
DOM,2001,261.484,EDU_AGGREGATE_TOTAL
DOM,2001,131.85,LESS_THAN_BASIC
DOM,2001,173.515,BASIC
DOM,2001,271.066,INTERMEDATE
DOM,2001,553.795,ADVANCED
DOM,2001,742.562,EDU_AGGREGATE_X
DOM,2000,245.96,EDU_AGGREGATE_TOTAL
DOM,2000,126.888,LESS_THAN_BASIC
DOM,2000,158.25,BASIC
DOM,2000,246.33,INTERMEDATE
DOM,2000,571.572,ADVANCED
DOM,2000,880.896,EDU_AGGREGATE_X
ECU,2023,523.693,EDU_AGGREGATE_TOTAL
ECU,2023,275.629,LESS_THAN_BASIC
ECU,2023,321.622,BASIC
ECU,2023,425.564,INTERMEDATE
ECU,2023,817.324,ADVANCED
ECU,2022,510.514,EDU_AGGREGATE_TOTAL
ECU,2022,263.052,LESS_THAN_BASIC
ECU,2022,300.114,BASIC
ECU,2022,414.986,INTERMEDATE
ECU,2022,790.961,ADVANCED
ECU,2021,509.594,EDU_AGGREGATE_TOTAL
ECU,2021,249.69,LESS_THAN_BASIC
ECU,2021,295.595,BASIC
ECU,2021,410.247,INTERMEDATE
ECU,2021,793.212,ADVANCED
ECU,2021,331.111,EDU_AGGREGATE_X
ECU,2019,524.583,EDU_AGGREGATE_TOTAL
ECU,2019,279.899,LESS_THAN_BASIC
ECU,2019,324.155,BASIC
ECU,2019,433.872,INTERMEDATE
ECU,2019,803.774,ADVANCED
ECU,2019,327.393,EDU_AGGREGATE_X
ECU,2018,519.416,EDU_AGGREGATE_TOTAL
ECU,2018,268.978,LESS_THAN_BASIC
ECU,2018,319.076,BASIC
ECU,2018,429.738,INTERMEDATE
ECU,2018,815.129,ADVANCED
ECU,2018,250.289,EDU_AGGREGATE_X
ECU,2017,500.608,EDU_AGGREGATE_TOTAL
ECU,2017,244.961,LESS_THAN_BASIC
ECU,2017,309.408,BASIC
ECU,2017,418.287,INTERMEDATE
ECU,2017,783.302,ADVANCED
ECU,2017,162.051,EDU_AGGREGATE_X
ECU,2016,495.968,EDU_AGGREGATE_TOTAL
ECU,2016,253.186,LESS_THAN_BASIC
ECU,2016,300.108,BASIC
ECU,2016,416.09,INTERMEDATE
ECU,2016,753.235,ADVANCED
ECU,2015,499.779,EDU_AGGREGATE_TOTAL
ECU,2015,247.517,LESS_THAN_BASIC
ECU,2015,314.682,BASIC
ECU,2015,432.921,INTERMEDATE
ECU,2015,767.022,ADVANCED
ECU,2014,489.576,EDU_AGGREGATE_TOTAL
ECU,2014,261.783,LESS_THAN_BASIC
ECU,2014,308.954,BASIC
ECU,2014,417.974,INTERMEDATE
ECU,2014,746.369,ADVANCED
ECU,2013,452.518,EDU_AGGREGATE_TOTAL
ECU,2013,244.171,LESS_THAN_BASIC
ECU,2013,276.682,BASIC
ECU,2013,390.8,INTERMEDATE
ECU,2013,682.749,ADVANCED
ECU,2012,413.459,EDU_AGGREGATE_TOTAL
ECU,2012,219.329,LESS_THAN_BASIC
ECU,2012,262.623,BASIC
ECU,2012,368.051,INTERMEDATE
ECU,2012,613.879,ADVANCED
ECU,2011,382.186,EDU_AGGREGATE_TOTAL
ECU,2011,191.479,LESS_THAN_BASIC
ECU,2011,235.269,BASIC
ECU,2011,348.019,INTERMEDATE
ECU,2011,577.5,ADVANCED
ECU,2010,342.061,EDU_AGGREGATE_TOTAL
ECU,2010,172.937,LESS_THAN_BASIC
ECU,2010,207.328,BASIC
ECU,2010,315.168,INTERMEDATE
ECU,2010,531.043,ADVANCED
ECU,2009,301.463,EDU_AGGREGATE_TOTAL
ECU,2009,160.021,LESS_THAN_BASIC
ECU,2009,190.28,BASIC
ECU,2009,273.678,INTERMEDATE
ECU,2009,487.503,ADVANCED
ECU,2008,279.42,EDU_AGGREGATE_TOTAL
ECU,2008,140.442,LESS_THAN_BASIC
ECU,2008,167.625,BASIC
ECU,2008,266.305,INTERMEDATE
ECU,2008,455.554,ADVANCED
ECU,2008,427.237,EDU_AGGREGATE_X
ECU,2007,264.364,EDU_AGGREGATE_TOTAL
ECU,2007,119.973,LESS_THAN_BASIC
ECU,2007,156.879,BASIC
ECU,2007,243.505,INTERMEDATE
ECU,2007,463.368,ADVANCED
ECU,2007,736.584,EDU_AGGREGATE_X
ECU,2006,245.953,EDU_AGGREGATE_TOTAL
ECU,2006,111.815,LESS_THAN_BASIC
ECU,2006,176.193,BASIC
ECU,2006,248.933,INTERMEDATE
ECU,2006,409.248,ADVANCED
ECU,2005,225.162,EDU_AGGREGATE_TOTAL
ECU,2005,92.029,LESS_THAN_BASIC
ECU,2005,156.406,BASIC
ECU,2005,238.778,INTERMEDATE
ECU,2005,388.793,ADVANCED
ECU,2004,215.063,EDU_AGGREGATE_TOTAL
ECU,2004,90.905,LESS_THAN_BASIC
ECU,2004,155.89,BASIC
ECU,2004,243.798,INTERMEDATE
ECU,2004,348.506,ADVANCED
ECU,2003,192.426,EDU_AGGREGATE_TOTAL
ECU,2003,83.08,LESS_THAN_BASIC
ECU,2003,139.896,BASIC
ECU,2003,219.368,INTERMEDATE
ECU,2003,335.516,ADVANCED
ECU,2001,142.223,EDU_AGGREGATE_TOTAL
ECU,2001,65.262,LESS_THAN_BASIC
ECU,2001,91.194,BASIC
ECU,2001,125.41,INTERMEDATE
ECU,2001,249.512,ADVANCED
EGY,2022,153.756,EDU_AGGREGATE_TOTAL
EGY,2022,113.35,LESS_THAN_BASIC
EGY,2022,113.766,BASIC
EGY,2022,147.703,INTERMEDATE
EGY,2022,164.708,ADVANCED
EGY,2022,215.001,EDU_AGGREGATE_X
EGY,2021,167.585,EDU_AGGREGATE_TOTAL
EGY,2021,121.531,LESS_THAN_BASIC
EGY,2021,118.708,BASIC
EGY,2021,163.21,INTERMEDATE
EGY,2021,180.281,ADVANCED
EGY,2021,234.971,EDU_AGGREGATE_X
EGY,2020,149.137,EDU_AGGREGATE_TOTAL
EGY,2020,103.216,LESS_THAN_BASIC
EGY,2020,102.705,BASIC
EGY,2020,144.593,INTERMEDATE
EGY,2020,161.158,ADVANCED
EGY,2020,226.643,EDU_AGGREGATE_X
EGY,2019,128.657,EDU_AGGREGATE_TOTAL
EGY,2019,105.887,LESS_THAN_BASIC
EGY,2019,105.77,BASIC
EGY,2019,133.751,INTERMEDATE
EGY,2019,98.721,EDU_AGGREGATE_X
EGY,2018,109.757,EDU_AGGREGATE_TOTAL
EGY,2018,78.011,LESS_THAN_BASIC
EGY,2018,77.131,BASIC
