country,year,average_month_earning,level_education_standardised
IDN,2008,45.872,LESS_THAN_BASIC
IDN,2008,69.482,BASIC
IDN,2008,104.744,INTERMEDATE
IDN,2008,173.918,ADVANCED
IDN,2007,97.587,EDU_AGGREGATE_TOTAL
IDN,2007,40.3,LESS_THAN_BASIC
IDN,2007,56.797,BASIC
IDN,2007,101.062,INTERMEDATE
IDN,2007,165.784,ADVANCED
IDN,2006,89.974,EDU_AGGREGATE_TOTAL
IDN,2006,35.88,LESS_THAN_BASIC
IDN,2006,52.075,BASIC
IDN,2006,94.86,INTERMEDATE
IDN,2006,150.678,ADVANCED
IDN,2005,70.482,EDU_AGGREGATE_TOTAL
IDN,2005,29.877,LESS_THAN_BASIC
IDN,2005,44.739,BASIC
IDN,2005,76.234,INTERMEDATE
IDN,2005,118.796,ADVANCED
IDN,2004,75.683,EDU_AGGREGATE_TOTAL
IDN,2004,32.345,LESS_THAN_BASIC
IDN,2004,45.387,BASIC
IDN,2004,78.087,INTERMEDATE
IDN,2004,103.626,ADVANCED
IDN,2004,136.059,EDU_AGGREGATE_X
IDN,2003,74.872,EDU_AGGREGATE_TOTAL
IDN,2003,29.736,LESS_THAN_BASIC
IDN,2003,44.796,BASIC
IDN,2003,81.351,INTERMEDATE
IDN,2003,103.554,ADVANCED
IDN,2003,132.821,EDU_AGGREGATE_X
IDN,2002,60.266,EDU_AGGREGATE_TOTAL
IDN,2002,25.003,LESS_THAN_BASIC
IDN,2002,38.816,BASIC
IDN,2002,69.439,INTERMEDATE
IDN,2002,104.797,ADVANCED
IDN,2001,46.697,EDU_AGGREGATE_TOTAL
IDN,2001,18.765,LESS_THAN_BASIC
IDN,2001,27.687,BASIC
IDN,2001,49.946,INTERMEDATE
IDN,2001,67.779,ADVANCED
IDN,2001,96.116,EDU_AGGREGATE_X
IDN,2000,38.713,EDU_AGGREGATE_TOTAL
IDN,2000,17.999,LESS_THAN_BASIC
IDN,2000,25.047,BASIC
IDN,2000,52.335,INTERMEDATE
IDN,2000,80.827,ADVANCED
IND,2023,182.303,EDU_AGGREGATE_TOTAL
IND,2023,71.544,LESS_THAN_BASIC
IND,2023,96.334,BASIC
IND,2023,168.271,INTERMEDATE
IND,2023,349.283,ADVANCED
IND,2022,182.693,EDU_AGGREGATE_TOTAL
IND,2022,72.99,LESS_THAN_BASIC
IND,2022,95.099,BASIC
IND,2022,171.507,INTERMEDATE
IND,2022,335.63,ADVANCED
IND,2021,178.964,EDU_AGGREGATE_TOTAL
IND,2021,75.696,LESS_THAN_BASIC
IND,2021,101.126,BASIC
IND,2021,173.011,INTERMEDATE
IND,2021,331.286,ADVANCED
IND,2020,172.471,EDU_AGGREGATE_TOTAL
IND,2020,71.124,LESS_THAN_BASIC
IND,2020,97.756,BASIC
IND,2020,182.505,INTERMEDATE
IND,2020,328.734,ADVANCED
IND,2019,172.548,EDU_AGGREGATE_TOTAL
IND,2019,71.271,LESS_THAN_BASIC
IND,2019,93.212,BASIC
IND,2019,176.42,INTERMEDATE
IND,2019,316.512,ADVANCED
IND,2018,173.441,EDU_AGGREGATE_TOTAL
IND,2018,65.63,LESS_THAN_BASIC
IND,2018,94.096,BASIC
IND,2018,179.37,INTERMEDATE
IND,2018,322.077,ADVANCED
IND,2012,172.551,EDU_AGGREGATE_TOTAL
IND,2012,63.669,LESS_THAN_BASIC
IND,2012,85.101,BASIC
IND,2012,183.387,INTERMEDATE
IND,2012,316.628,ADVANCED
IND,2010,166.305,EDU_AGGREGATE_TOTAL
IND,2010,55.38,LESS_THAN_BASIC
IND,2010,83.89,BASIC
IND,2010,177.221,INTERMEDATE
IND,2010,298.929,ADVANCED
IND,2005,85.893,EDU_AGGREGATE_TOTAL
IND,2005,30.713,LESS_THAN_BASIC
IND,2005,54.169,BASIC
IND,2005,124.012,INTERMEDATE
IND,2005,170.379,ADVANCED
IRL,2022,3835.211,EDU_AGGREGATE_TOTAL
IRL,2022,3834.956,LESS_THAN_BASIC
IRL,2022,3897.995,EDU_AGGREGATE_X
IRL,2021,4253.391,EDU_AGGREGATE_TOTAL
IRL,2021,2195.782,BASIC
IRL,2021,2980.485,INTERMEDATE
IRL,2021,5142.59,ADVANCED
IRL,2021,3238.168,EDU_AGGREGATE_X
IRL,2020,3872.393,EDU_AGGREGATE_TOTAL
IRL,2020,1744.291,BASIC
IRL,2020,2456.218,INTERMEDATE
IRL,2020,4654.097,ADVANCED
IRL,2020,3129.639,EDU_AGGREGATE_X
IRL,2019,3800.639,EDU_AGGREGATE_TOTAL
IRL,2019,1903.319,BASIC
IRL,2019,2662.875,INTERMEDATE
IRL,2019,4495.986,ADVANCED
IRL,2019,1283.971,EDU_AGGREGATE_X
IRL,2018,3812.457,EDU_AGGREGATE_TOTAL
IRL,2018,2042.264,BASIC
IRL,2018,2593.964,INTERMEDATE
IRL,2018,4572.485,ADVANCED
IRL,2018,2663.189,EDU_AGGREGATE_X
IRL,2017,3578.457,EDU_AGGREGATE_TOTAL
IRL,2017,2116.324,BASIC
IRL,2017,2392.387,INTERMEDATE
IRL,2017,4387.374,ADVANCED
IRL,2017,2607.887,EDU_AGGREGATE_X
IRL,2016,3400.174,EDU_AGGREGATE_TOTAL
IRL,2016,1969.472,BASIC
IRL,2016,2240.247,INTERMEDATE
IRL,2016,4213.625,ADVANCED
IRL,2016,2978.477,EDU_AGGREGATE_X
IRL,2015,3266.93,EDU_AGGREGATE_TOTAL
IRL,2015,1939.922,BASIC
IRL,2015,2251.91,INTERMEDATE
IRL,2015,4089.93,ADVANCED
IRL,2015,2189.69,EDU_AGGREGATE_X
IRL,2014,3921.233,EDU_AGGREGATE_TOTAL
IRL,2014,2785.184,LESS_THAN_BASIC
IRL,2014,2246.998,BASIC
IRL,2014,2650.451,INTERMEDATE
IRL,2014,5016.933,ADVANCED
IRL,2014,2486.098,EDU_AGGREGATE_X
IRL,2013,4006.774,EDU_AGGREGATE_TOTAL
IRL,2013,2266.649,BASIC
IRL,2013,2575.084,INTERMEDATE
IRL,2013,5264.789,ADVANCED
IRL,2013,3566.11,EDU_AGGREGATE_X
IRL,2012,3733.671,EDU_AGGREGATE_TOTAL
IRL,2012,2028.015,BASIC
IRL,2012,2660.655,INTERMEDATE
IRL,2012,4853.931,ADVANCED
IRL,2012,3152.876,EDU_AGGREGATE_X
IRL,2011,3986.865,EDU_AGGREGATE_TOTAL
IRL,2011,2160.72,BASIC
IRL,2011,2722.468,INTERMEDATE
IRL,2011,5347.113,ADVANCED
IRL,2011,3078.717,EDU_AGGREGATE_X
IRL,2010,3677.726,EDU_AGGREGATE_TOTAL
IRL,2010,2073.813,BASIC
IRL,2010,2711.088,INTERMEDATE
IRL,2010,4961.941,ADVANCED
IRL,2010,2515.654,EDU_AGGREGATE_X
IRL,2009,3623.163,EDU_AGGREGATE_TOTAL
IRL,2009,2220.884,BASIC
IRL,2009,2860.449,INTERMEDATE
IRL,2009,4855.687,ADVANCED
IRL,2009,4544.69,EDU_AGGREGATE_X
IRL,2008,3981.643,EDU_AGGREGATE_TOTAL
IRL,2008,2169.943,BASIC
IRL,2008,3134.138,INTERMEDATE
IRL,2008,5609.041,ADVANCED
IRL,2008,2594.926,EDU_AGGREGATE_X
IRL,2007,3448.389,EDU_AGGREGATE_TOTAL
IRL,2007,1978.953,BASIC
IRL,2007,2681.968,INTERMEDATE
IRL,2007,4912.653,ADVANCED
IRL,2007,3324.293,EDU_AGGREGATE_X
IRL,2006,2535.468,EDU_AGGREGATE_TOTAL
IRL,2006,1355.477,BASIC
IRL,2006,2021.017,INTERMEDATE
IRL,2006,3696.097,ADVANCED
IRL,2006,1483.059,EDU_AGGREGATE_X
IRL,2005,2372.049,EDU_AGGREGATE_TOTAL
IRL,2005,1437.176,BASIC
IRL,2005,1938.699,INTERMEDATE
IRL,2005,3442.752,ADVANCED
IRL,2005,1901.08,EDU_AGGREGATE_X
IRL,2004,2268.253,EDU_AGGREGATE_TOTAL
IRL,2004,1369.117,BASIC
IRL,2004,1877.512,INTERMEDATE
IRL,2004,3355.567,ADVANCED
IRL,2004,2566.929,EDU_AGGREGATE_X
ISL,2018,6239.218,EDU_AGGREGATE_TOTAL
ISL,2018,4456.474,BASIC
ISL,2018,5391.88,INTERMEDATE
ISL,2018,7388.516,ADVANCED
ISL,2017,5104.532,EDU_AGGREGATE_TOTAL
ISL,2017,3827.271,BASIC
ISL,2017,4406.278,INTERMEDATE
ISL,2017,6040.99,ADVANCED
ISL,2016,22858.883,EDU_AGGREGATE_TOTAL
ISL,2016,15631.351,BASIC
ISL,2016,19193.926,INTERMEDATE
ISL,2016,27640.236,ADVANCED
ISL,2015,3017.561,EDU_AGGREGATE_TOTAL
ISL,2015,2270.115,BASIC
ISL,2015,2549.863,INTERMEDATE
ISL,2015,3611.852,ADVANCED
ISL,2015,2396.134,EDU_AGGREGATE_X
ISL,2014,3576.259,EDU_AGGREGATE_TOTAL
ISL,2014,2693.45,BASIC
ISL,2014,3069.23,INTERMEDATE
ISL,2014,4294.209,ADVANCED
ISL,2014,2935.522,EDU_AGGREGATE_X
ISL,2013,2834.168,EDU_AGGREGATE_TOTAL
ISL,2013,2126.775,BASIC
ISL,2013,2443.185,INTERMEDATE
ISL,2013,3503.974,ADVANCED
ISL,2013,2388.709,EDU_AGGREGATE_X
ISL,2012,2981.206,EDU_AGGREGATE_TOTAL
ISL,2012,2300.083,BASIC
ISL,2012,2538.403,INTERMEDATE
ISL,2012,3745.564,ADVANCED
ISL,2012,2564.606,EDU_AGGREGATE_X
ISL,2011,3001.357,EDU_AGGREGATE_TOTAL
ISL,2011,2241.302,BASIC
ISL,2011,2607.429,INTERMEDATE
ISL,2011,3864.642,ADVANCED
ISL,2011,1994.949,EDU_AGGREGATE_X
ISL,2010,2693.851,EDU_AGGREGATE_TOTAL
ISL,2010,2015.091,BASIC
ISL,2010,2412.713,INTERMEDATE
ISL,2010,3412.214,ADVANCED
ISL,2010,2162.518,EDU_AGGREGATE_X
ISL,2009,3349.559,EDU_AGGREGATE_TOTAL
ISL,2009,2522.253,BASIC
ISL,2009,3010.95,INTERMEDATE
ISL,2009,4386.922,ADVANCED
ISL,2009,2983.314,EDU_AGGREGATE_X
ISL,2008,5223.502,EDU_AGGREGATE_TOTAL
ISL,2008,3949.702,BASIC
ISL,2008,4784.263,INTERMEDATE
ISL,2008,6679.442,ADVANCED
ISL,2008,4888.323,EDU_AGGREGATE_X
ISL,2007,4489.32,EDU_AGGREGATE_TOTAL
ISL,2007,3446.611,BASIC
ISL,2007,3976.96,INTERMEDATE
ISL,2007,5931.57,ADVANCED
ISL,2007,3867.615,EDU_AGGREGATE_X
ISL,2006,3632.209,EDU_AGGREGATE_TOTAL
ISL,2006,2825.683,BASIC
ISL,2006,3282.129,INTERMEDATE
ISL,2006,4825.887,ADVANCED
ISL,2006,3210.929,EDU_AGGREGATE_X
ISL,2005,2726.577,EDU_AGGREGATE_TOTAL
ISL,2005,2081.8,BASIC
ISL,2005,2515.63,INTERMEDATE
ISL,2005,3889.948,ADVANCED
ISL,2004,2541.513,EDU_AGGREGATE_TOTAL
ISL,2004,1909.083,BASIC
ISL,2004,2456.358,INTERMEDATE
ISL,2004,3704.906,ADVANCED
ISL,2004,2760.736,EDU_AGGREGATE_X
ITA,2022,2796.679,EDU_AGGREGATE_TOTAL
ITA,2022,2791.516,LESS_THAN_BASIC
ITA,2022,1990.945,BASIC
ITA,2022,2644.21,INTERMEDATE
ITA,2022,3446.227,ADVANCED
ITA,2021,3126.122,EDU_AGGREGATE_TOTAL
ITA,2021,1895.703,LESS_THAN_BASIC
ITA,2021,2285.223,BASIC
ITA,2021,2915.575,INTERMEDATE
ITA,2021,4013.709,ADVANCED
ITA,2020,1390.244,EDU_AGGREGATE_TOTAL
ITA,2020,876.168,LESS_THAN_BASIC
ITA,2020,1110.006,BASIC
ITA,2020,1354.387,INTERMEDATE
ITA,2020,1718.63,ADVANCED
ITA,2019,1344.544,EDU_AGGREGATE_TOTAL
ITA,2019,857.554,LESS_THAN_BASIC
ITA,2019,1090.73,BASIC
ITA,2019,1316.043,INTERMEDATE
ITA,2019,1662.173,ADVANCED
ITA,2018,1398.631,EDU_AGGREGATE_TOTAL
ITA,2018,898.212,LESS_THAN_BASIC
ITA,2018,1135.973,BASIC
ITA,2018,1382.408,INTERMEDATE
ITA,2018,1714.927,ADVANCED
ITA,2017,1328.597,EDU_AGGREGATE_TOTAL
ITA,2017,875.59,LESS_THAN_BASIC
ITA,2017,1070.279,BASIC
ITA,2017,1321.899,INTERMEDATE
ITA,2017,1641.749,ADVANCED
ITA,2016,1291.096,EDU_AGGREGATE_TOTAL
ITA,2016,863.084,LESS_THAN_BASIC
ITA,2016,1055.916,BASIC
ITA,2016,1280.211,INTERMEDATE
ITA,2016,1610.012,ADVANCED
ITA,2015,1278.247,EDU_AGGREGATE_TOTAL
ITA,2015,855.398,LESS_THAN_BASIC
ITA,2015,1045.387,BASIC
ITA,2015,1268.974,INTERMEDATE
ITA,2015,1602.605,ADVANCED
ITA,2014,1502.238,EDU_AGGREGATE_TOTAL
ITA,2014,984.515,LESS_THAN_BASIC
ITA,2014,1233.024,BASIC
ITA,2014,1499.765,INTERMEDATE
ITA,2014,1893.13,ADVANCED
ITA,2013,1473.898,EDU_AGGREGATE_TOTAL
ITA,2013,964.258,LESS_THAN_BASIC
ITA,2013,1152.023,BASIC
ITA,2013,1454.878,INTERMEDATE
ITA,2013,1873.218,ADVANCED
ITA,2012,1416.652,EDU_AGGREGATE_TOTAL
ITA,2012,920.032,LESS_THAN_BASIC
ITA,2012,1114.196,BASIC
ITA,2012,1403.613,INTERMEDATE
ITA,2012,1798.767,ADVANCED
ITA,2011,1537.73,EDU_AGGREGATE_TOTAL
ITA,2011,1155.669,LESS_THAN_BASIC
ITA,2011,1207.851,BASIC
ITA,2011,1523.876,INTERMEDATE
ITA,2011,1972.279,ADVANCED
ITA,2010,1453.355,EDU_AGGREGATE_TOTAL
ITA,2010,931.21,LESS_THAN_BASIC
ITA,2010,1137.743,BASIC
ITA,2010,1442.508,INTERMEDATE
ITA,2010,1843.21,ADVANCED
ITA,2010,2452.849,EDU_AGGREGATE_X
ITA,2009,1500.857,EDU_AGGREGATE_TOTAL
ITA,2009,1019.195,LESS_THAN_BASIC
ITA,2009,1184.447,BASIC
ITA,2009,1490.186,INTERMEDATE
ITA,2009,1898.425,ADVANCED
ITA,2009,2518.473,EDU_AGGREGATE_X
ITA,2008,1552.958,EDU_AGGREGATE_TOTAL
ITA,2008,1054.428,LESS_THAN_BASIC
ITA,2008,1230.599,BASIC
ITA,2008,1545.642,INTERMEDATE
ITA,2008,1971.719,ADVANCED
ITA,2008,2686.767,EDU_AGGREGATE_X
ITA,2007,3183.383,EDU_AGGREGATE_TOTAL
ITA,2007,1818.454,LESS_THAN_BASIC
ITA,2007,2383.447,BASIC
ITA,2007,3201.246,INTERMEDATE
ITA,2007,4201.522,ADVANCED
ITA,2007,3503.363,EDU_AGGREGATE_X
JAM,2014,333.894,EDU_AGGREGATE_TOTAL
JAM,2014,95.67,LESS_THAN_BASIC
JAM,2014,135.947,BASIC
JAM,2014,208.215,INTERMEDATE
JAM,2014,662.619,ADVANCED
JAM,2014,211.841,EDU_AGGREGATE_X
JAM,2013,356.584,EDU_AGGREGATE_TOTAL
JAM,2013,93.707,LESS_THAN_BASIC
JAM,2013,159.567,BASIC
JAM,2013,219.875,INTERMEDATE
JAM,2013,719.487,ADVANCED
JAM,2013,267.18,EDU_AGGREGATE_X
JAM,2012,332.981,EDU_AGGREGATE_TOTAL
JAM,2012,178.885,LESS_THAN_BASIC
JAM,2012,157.321,BASIC
JAM,2012,224.773,INTERMEDATE
JAM,2012,657.338,ADVANCED
JAM,2012,285.67,EDU_AGGREGATE_X
JAM,2011,349.511,EDU_AGGREGATE_TOTAL
JAM,2011,99.016,LESS_THAN_BASIC
JAM,2011,156.835,BASIC
JAM,2011,244.324,INTERMEDATE
JAM,2011,670.595,ADVANCED
JAM,2011,219.83,EDU_AGGREGATE_X
JAM,2010,316.065,EDU_AGGREGATE_TOTAL
JAM,2010,173.031,LESS_THAN_BASIC
JAM,2010,159.43,BASIC
JAM,2010,242.259,INTERMEDATE
JAM,2010,609.739,ADVANCED
JAM,2010,255.726,EDU_AGGREGATE_X
JAM,2009,300.451,EDU_AGGREGATE_TOTAL
JAM,2009,158.058,LESS_THAN_BASIC
JAM,2009,147.595,BASIC
JAM,2009,219.742,INTERMEDATE
JAM,2009,617.13,ADVANCED
JAM,2009,193.195,EDU_AGGREGATE_X
JAM,2008,386.383,EDU_AGGREGATE_TOTAL
JAM,2008,163.979,LESS_THAN_BASIC
JAM,2008,192.752,BASIC
JAM,2008,284.87,INTERMEDATE
JAM,2008,816.847,ADVANCED
JAM,2008,294.076,EDU_AGGREGATE_X
JOR,2022,502.963,EDU_AGGREGATE_TOTAL
JOR,2022,312.711,LESS_THAN_BASIC
JOR,2022,366.528,BASIC
JOR,2022,480.558,INTERMEDATE
JOR,2022,622.596,ADVANCED
JOR,2021,491.34,EDU_AGGREGATE_TOTAL
JOR,2021,287.802,LESS_THAN_BASIC
JOR,2021,396.301,BASIC
JOR,2021,475.627,INTERMEDATE
JOR,2021,603.963,ADVANCED
JOR,2020,473.118,EDU_AGGREGATE_TOTAL
JOR,2020,315.357,LESS_THAN_BASIC
JOR,2020,365.613,BASIC
JOR,2020,464.828,INTERMEDATE
JOR,2020,584.691,ADVANCED
JOR,2019,463.513,EDU_AGGREGATE_TOTAL
JOR,2019,297.741,LESS_THAN_BASIC
JOR,2019,366.699,BASIC
JOR,2019,452.435,INTERMEDATE
JOR,2019,551.714,ADVANCED
JOR,2018,463.644,EDU_AGGREGATE_TOTAL
JOR,2018,308.549,LESS_THAN_BASIC
JOR,2018,362.097,BASIC
JOR,2018,441.749,INTERMEDATE
JOR,2018,551.622,ADVANCED
JOR,2017,456.885,EDU_AGGREGATE_TOTAL
JOR,2017,306.67,LESS_THAN_BASIC
JOR,2017,354.923,BASIC
JOR,2017,452.74,INTERMEDATE
JOR,2017,571.961,ADVANCED
KEN,2019,124.205,EDU_AGGREGATE_TOTAL
KEN,2019,24.702,LESS_THAN_BASIC
KEN,2019,102.425,BASIC
KEN,2019,102.428,INTERMEDATE
KEN,2019,582.921,ADVANCED
KEN,2019,21.551,EDU_AGGREGATE_X
KEN,2016,111.242,EDU_AGGREGATE_TOTAL
KEN,2016,35.032,LESS_THAN_BASIC
KEN,2016,49.53,BASIC
KEN,2016,124.14,INTERMEDATE
KEN,2016,470.134,ADVANCED
KEN,2016,64.234,EDU_AGGREGATE_X
KEN,2005,93.917,EDU_AGGREGATE_TOTAL
KEN,2005,25.7,LESS_THAN_BASIC
KEN,2005,35.169,BASIC
KEN,2005,134.829,INTERMEDATE
KEN,2005,696.776,ADVANCED
KEN,2005,182.135,EDU_AGGREGATE_X
KHM,2021,241.618,EDU_AGGREGATE_TOTAL
KHM,2021,202.555,LESS_THAN_BASIC
KHM,2021,237.584,BASIC
KHM,2021,285.449,INTERMEDATE
KHM,2021,355.418,ADVANCED
KHM,2020,234.52,EDU_AGGREGATE_TOTAL
KHM,2020,196.271,LESS_THAN_BASIC
KHM,2020,227.542,BASIC
KHM,2020,270.846,INTERMEDATE
KHM,2020,353.412,ADVANCED
KHM,2019,243.714,EDU_AGGREGATE_TOTAL
KHM,2019,184.844,LESS_THAN_BASIC
KHM,2019,224.871,BASIC
KHM,2019,268.927,INTERMEDATE
KHM,2019,344.662,ADVANCED
KHM,2016,166.856,EDU_AGGREGATE_TOTAL
KHM,2016,141.482,LESS_THAN_BASIC
KHM,2016,164.264,BASIC
KHM,2016,177.643,INTERMEDATE
KHM,2016,293.055,ADVANCED
KHM,2016,101.923,EDU_AGGREGATE_X
KHM,2015,146.016,EDU_AGGREGATE_TOTAL
KHM,2015,128.22,LESS_THAN_BASIC
KHM,2015,145.202,BASIC
KHM,2015,164.21,INTERMEDATE
KHM,2015,253.483,ADVANCED
KHM,2015,113.08,EDU_AGGREGATE_X
KHM,2014,135.629,EDU_AGGREGATE_TOTAL
KHM,2014,117.858,LESS_THAN_BASIC
KHM,2014,135.193,BASIC
KHM,2014,158.649,INTERMEDATE
KHM,2014,241.846,ADVANCED
KHM,2014,92.439,EDU_AGGREGATE_X
KHM,2013,107.799,EDU_AGGREGATE_TOTAL
KHM,2013,92.458,LESS_THAN_BASIC
KHM,2013,105.815,BASIC
KHM,2013,117.237,INTERMEDATE
KHM,2013,260.525,ADVANCED
KHM,2013,81.74,EDU_AGGREGATE_X
KHM,2012,104.0,EDU_AGGREGATE_TOTAL
KHM,2012,95.983,LESS_THAN_BASIC
KHM,2012,101.895,BASIC
KHM,2012,119.817,INTERMEDATE
KHM,2012,206.758,ADVANCED
KHM,2012,98.462,EDU_AGGREGATE_X
KHM,2011,81.854,EDU_AGGREGATE_TOTAL
KHM,2011,68.102,LESS_THAN_BASIC
KHM,2011,84.867,BASIC
KHM,2011,99.751,INTERMEDATE
KHM,2011,205.172,ADVANCED
KHM,2011,54.362,EDU_AGGREGATE_X
KHM,2010,76.392,EDU_AGGREGATE_TOTAL
KHM,2010,60.297,LESS_THAN_BASIC
KHM,2010,77.042,BASIC
KHM,2010,111.08,INTERMEDATE
KHM,2010,218.173,ADVANCED
KHM,2010,57.064,EDU_AGGREGATE_X
KHM,2009,67.666,EDU_AGGREGATE_TOTAL
KHM,2009,54.973,LESS_THAN_BASIC
KHM,2009,70.359,BASIC
KHM,2009,112.97,INTERMEDATE
KHM,2009,169.332,ADVANCED
KHM,2009,46.283,EDU_AGGREGATE_X
KHM,2008,71.496,EDU_AGGREGATE_TOTAL
KHM,2008,57.66,LESS_THAN_BASIC
KHM,2008,75.403,BASIC
KHM,2008,95.062,INTERMEDATE
KHM,2008,213.66,ADVANCED
KHM,2008,45.356,EDU_AGGREGATE_X
KHM,2007,63.608,EDU_AGGREGATE_TOTAL
KHM,2007,53.015,LESS_THAN_BASIC
KHM,2007,64.378,BASIC
KHM,2007,94.055,INTERMEDATE
KHM,2007,165.942,ADVANCED
KHM,2007,36.918,EDU_AGGREGATE_X
KHM,2003,45.54,EDU_AGGREGATE_TOTAL
KHM,2003,40.658,LESS_THAN_BASIC
KHM,2003,52.771,BASIC
KHM,2003,78.043,INTERMEDATE
KHM,2003,112.035,ADVANCED
KHM,2003,26.086,EDU_AGGREGATE_X
KHM,2001,38.729,EDU_AGGREGATE_TOTAL
KHM,2001,28.814,LESS_THAN_BASIC
KHM,2001,42.001,BASIC
KHM,2001,49.804,INTERMEDATE
KHM,2001,48.056,ADVANCED
KHM,2000,42.836,EDU_AGGREGATE_TOTAL
KHM,2000,33.446,LESS_THAN_BASIC
KHM,2000,47.423,BASIC
KHM,2000,48.894,INTERMEDATE
KHM,2000,38.152,ADVANCED
KHM,2000,28.72,EDU_AGGREGATE_X
KIR,2019,291.313,EDU_AGGREGATE_TOTAL
KIR,2019,161.132,BASIC
KIR,2019,265.151,INTERMEDATE
KIR,2019,432.768,ADVANCED
LAO,2022,150.735,EDU_AGGREGATE_TOTAL
LAO,2022,105.373,LESS_THAN_BASIC
LAO,2022,141.242,BASIC
LAO,2022,150.042,INTERMEDATE
LAO,2022,165.469,ADVANCED
LAO,2017,221.028,EDU_AGGREGATE_TOTAL
LAO,2017,246.256,LESS_THAN_BASIC
LAO,2017,186.46,BASIC
LAO,2017,216.894,INTERMEDATE
LAO,2017,248.772,ADVANCED
LAO,2010,116.519,EDU_AGGREGATE_TOTAL
LAO,2010,132.687,LESS_THAN_BASIC
LAO,2010,119.861,BASIC
LAO,2010,102.98,INTERMEDATE
LAO,2010,118.536,ADVANCED
LAO,2010,128.059,EDU_AGGREGATE_X
LBN,2019,806.07,EDU_AGGREGATE_TOTAL
LBN,2019,347.494,LESS_THAN_BASIC
LBN,2019,443.205,BASIC
LBN,2019,708.013,INTERMEDATE
LBN,2019,974.244,ADVANCED
LBN,2019,951.332,EDU_AGGREGATE_X
LBR,2017,1465.521,EDU_AGGREGATE_TOTAL
LBR,2017,1398.127,LESS_THAN_BASIC
LBR,2017,1074.86,BASIC
LBR,2017,2136.64,INTERMEDATE
LBR,2017,359.933,ADVANCED
LBR,2017,3069.359,EDU_AGGREGATE_X
LBR,2016,88.345,EDU_AGGREGATE_TOTAL
LBR,2016,50.498,LESS_THAN_BASIC
LBR,2016,75.046,BASIC
LBR,2016,90.303,INTERMEDATE
LBR,2016,141.931,ADVANCED
LBR,2016,78.231,EDU_AGGREGATE_X
LBR,2014,80.62,EDU_AGGREGATE_TOTAL
LBR,2014,70.643,LESS_THAN_BASIC
LBR,2014,60.511,BASIC
LBR,2014,77.832,INTERMEDATE
LBR,2014,146.249,ADVANCED
LBR,2010,286.885,EDU_AGGREGATE_TOTAL
LBR,2010,327.027,LESS_THAN_BASIC
LBR,2010,191.524,BASIC
LBR,2010,317.613,INTERMEDATE
LBR,2010,196.057,ADVANCED
LKA,2021,179.859,EDU_AGGREGATE_TOTAL
LKA,2021,71.379,LESS_THAN_BASIC
LKA,2021,98.126,BASIC
LKA,2021,190.083,INTERMEDATE
LKA,2021,274.784,ADVANCED
LKA,2020,174.319,EDU_AGGREGATE_TOTAL
LKA,2020,74.038,LESS_THAN_BASIC
LKA,2020,94.498,BASIC
LKA,2020,187.797,INTERMEDATE
LKA,2020,273.872,ADVANCED
LKA,2019,176.646,EDU_AGGREGATE_TOTAL
LKA,2019,77.615,LESS_THAN_BASIC
LKA,2019,99.502,BASIC
LKA,2019,191.376,INTERMEDATE
LKA,2019,292.585,ADVANCED
LKA,2018,168.644,EDU_AGGREGATE_TOTAL
LKA,2018,76.999,LESS_THAN_BASIC
LKA,2018,103.63,BASIC
LKA,2018,200.772,INTERMEDATE
LKA,2018,296.735,ADVANCED
LKA,2018,212.813,EDU_AGGREGATE_X
LKA,2017,168.114,EDU_AGGREGATE_TOTAL
LKA,2017,75.129,LESS_THAN_BASIC
LKA,2017,104.295,BASIC
LKA,2017,195.365,INTERMEDATE
LKA,2017,313.774,ADVANCED
LKA,2017,185.203,EDU_AGGREGATE_X
LKA,2016,160.423,EDU_AGGREGATE_TOTAL
LKA,2016,72.39,LESS_THAN_BASIC
LKA,2016,97.416,BASIC
LKA,2016,194.221,INTERMEDATE
LKA,2016,308.256,ADVANCED
LKA,2016,297.579,EDU_AGGREGATE_X
LKA,2015,157.185,EDU_AGGREGATE_TOTAL
LKA,2015,76.013,LESS_THAN_BASIC
LKA,2015,94.405,BASIC
LKA,2015,190.636,INTERMEDATE
LKA,2015,304.033,ADVANCED
LKA,2015,166.663,EDU_AGGREGATE_X
LKA,2014,141.918,EDU_AGGREGATE_TOTAL
LKA,2014,75.232,LESS_THAN_BASIC
LKA,2014,96.661,BASIC
LKA,2014,163.712,INTERMEDATE
LKA,2014,258.186,ADVANCED
LKA,2014,157.03,EDU_AGGREGATE_X
LKA,2013,130.138,EDU_AGGREGATE_TOTAL
LKA,2013,65.598,LESS_THAN_BASIC
LKA,2013,87.876,BASIC
LKA,2013,159.865,INTERMEDATE
LKA,2013,229.057,ADVANCED
LKA,2011,121.126,EDU_AGGREGATE_TOTAL
LKA,2011,62.132,LESS_THAN_BASIC
LKA,2011,81.74,BASIC
LKA,2011,151.074,INTERMEDATE
LKA,2011,247.007,ADVANCED
LKA,2010,105.038,EDU_AGGREGATE_TOTAL
LKA,2010,54.466,LESS_THAN_BASIC
LKA,2010,67.432,BASIC
LKA,2010,140.028,INTERMEDATE
LKA,2010,224.947,ADVANCED
LSO,2019,211.973,EDU_AGGREGATE_TOTAL
LSO,2019,129.1,BASIC
LSO,2019,311.257,INTERMEDATE
LSO,2019,723.931,ADVANCED
LSO,2019,410.064,EDU_AGGREGATE_X
