country,year,ratio_employment_to_population,age_group_simp,level_education_standardised
AFG,2021,22.014,Total,EDU_AGGREGATE_TOTAL
AFG,2021,22.936,Total,LESS_THAN_BASIC
AFG,2021,16.881,Total,BASIC
AFG,2021,16.159,Total,INTERMEDATE
AFG,2021,26.144,Total,ADVANCED
AFG,2021,44.548,Total,EDU_AGGREGATE_X
AFG,2021,17.946,15_24,EDU_AGGREGATE_TOTAL
AFG,2021,19.288,15_24,LESS_THAN_BASIC
AFG,2021,16.561,15_24,BASIC
AFG,2021,13.162,15_24,INTERMEDATE
AFG,2021,14.952,15_24,ADVANCED
AFG,2021,52.044,15_24,EDU_AGGREGATE_X
AFG,2021,23.529,25_34,EDU_AGGREGATE_TOTAL
AFG,2021,23.725,25_34,LESS_THAN_BASIC
AFG,2021,19.478,25_34,BASIC
AFG,2021,22.338,25_34,INTERMEDATE
AFG,2021,32.034,25_34,ADVANCED
AFG,2021,24.598,25_34,EDU_AGGREGATE_X
AFG,2021,27.47,35_44,EDU_AGGREGATE_TOTAL
AFG,2021,27.017,35_44,LESS_THAN_BASIC
AFG,2021,13.988,35_44,BASIC
AFG,2021,43.2,35_44,INTERMEDATE
AFG,2021,100.0,35_44,ADVANCED
AFG,2021,80.0,35_44,EDU_AGGREGATE_X
AFG,2021,27.365,45_54,EDU_AGGREGATE_TOTAL
AFG,2021,28.052,45_54,LESS_THAN_BASIC
AFG,2021,,45_54,BASIC
AFG,2021,0.0,45_54,INTERMEDATE
AFG,2021,,45_54,EDU_AGGREGATE_X
AFG,2021,21.468,55_64,EDU_AGGREGATE_TOTAL
AFG,2021,20.599,55_64,LESS_THAN_BASIC
AFG,2021,,55_64,BASIC
AFG,2021,,55_64,INTERMEDATE
AFG,2021,,55_64,ADVANCED
AFG,2021,,55_64,EDU_AGGREGATE_X
AFG,2021,11.893,65+,EDU_AGGREGATE_TOTAL
AFG,2021,11.068,65+,LESS_THAN_BASIC
AFG,2021,0.0,65+,BASIC
AFG,2021,,65+,INTERMEDATE
AFG,2021,,65+,ADVANCED
AFG,2021,,65+,EDU_AGGREGATE_X
AFG,2020,13.73,Total,EDU_AGGREGATE_TOTAL
AFG,2020,13.657,Total,LESS_THAN_BASIC
AFG,2020,13.007,Total,BASIC
AFG,2020,13.293,Total,INTERMEDATE
AFG,2020,24.591,Total,ADVANCED
AFG,2020,10.501,Total,EDU_AGGREGATE_X
AFG,2020,13.087,15_24,EDU_AGGREGATE_TOTAL
AFG,2020,14.038,15_24,LESS_THAN_BASIC
AFG,2020,13.464,15_24,BASIC
AFG,2020,10.293,15_24,INTERMEDATE
AFG,2020,10.503,15_24,ADVANCED
AFG,2020,10.434,15_24,EDU_AGGREGATE_X
AFG,2020,15.267,25_34,EDU_AGGREGATE_TOTAL
AFG,2020,14.24,25_34,LESS_THAN_BASIC
AFG,2020,14.907,25_34,BASIC
AFG,2020,18.757,25_34,INTERMEDATE
AFG,2020,37.635,25_34,ADVANCED
AFG,2020,13.172,25_34,EDU_AGGREGATE_X
AFG,2020,16.692,35_44,EDU_AGGREGATE_TOTAL
AFG,2020,16.677,35_44,LESS_THAN_BASIC
AFG,2020,7.646,35_44,BASIC
AFG,2020,25.994,35_44,INTERMEDATE
AFG,2020,56.928,35_44,ADVANCED
AFG,2020,8.871,35_44,EDU_AGGREGATE_X
AFG,2020,13.765,45_54,EDU_AGGREGATE_TOTAL
AFG,2020,13.212,45_54,LESS_THAN_BASIC
AFG,2020,7.631,45_54,BASIC
AFG,2020,22.701,45_54,INTERMEDATE
AFG,2020,75.398,45_54,ADVANCED
AFG,2020,15.774,45_54,EDU_AGGREGATE_X
AFG,2020,9.828,55_64,EDU_AGGREGATE_TOTAL
AFG,2020,9.582,55_64,LESS_THAN_BASIC
AFG,2020,,55_64,BASIC
AFG,2020,45.382,55_64,INTERMEDATE
AFG,2020,,55_64,ADVANCED
AFG,2020,,55_64,EDU_AGGREGATE_X
AFG,2020,3.439,65+,EDU_AGGREGATE_TOTAL
AFG,2020,3.504,65+,LESS_THAN_BASIC
AFG,2020,,65+,INTERMEDATE
AFG,2020,,65+,ADVANCED
AFG,2020,,65+,EDU_AGGREGATE_X
AFG,2017,18.202,Total,EDU_AGGREGATE_TOTAL
AFG,2017,19.326,Total,LESS_THAN_BASIC
AFG,2017,13.038,Total,BASIC
AFG,2017,10.686,Total,INTERMEDATE
AFG,2017,33.812,Total,ADVANCED
AFG,2017,2.103,Total,EDU_AGGREGATE_X
AFG,2017,15.599,15_24,EDU_AGGREGATE_TOTAL
AFG,2017,18.361,15_24,LESS_THAN_BASIC
AFG,2017,12.218,15_24,BASIC
AFG,2017,9.77,15_24,INTERMEDATE
AFG,2017,20.212,15_24,ADVANCED
AFG,2017,2.645,15_24,EDU_AGGREGATE_X
AFG,2017,21.166,25_34,EDU_AGGREGATE_TOTAL
AFG,2017,21.762,25_34,LESS_THAN_BASIC
AFG,2017,14.185,25_34,BASIC
AFG,2017,9.909,25_34,INTERMEDATE
AFG,2017,39.968,25_34,ADVANCED
AFG,2017,,25_34,EDU_AGGREGATE_X
AFG,2017,23.829,35_44,EDU_AGGREGATE_TOTAL
AFG,2017,23.599,35_44,LESS_THAN_BASIC
AFG,2017,16.379,35_44,BASIC
AFG,2017,18.293,35_44,INTERMEDATE
AFG,2017,67.674,35_44,ADVANCED
AFG,2017,,35_44,EDU_AGGREGATE_X
AFG,2017,20.92,45_54,EDU_AGGREGATE_TOTAL
AFG,2017,20.046,45_54,LESS_THAN_BASIC
AFG,2017,22.448,45_54,BASIC
AFG,2017,22.789,45_54,INTERMEDATE
AFG,2017,87.526,45_54,ADVANCED
AFG,2017,,45_54,EDU_AGGREGATE_X
AFG,2017,12.518,55_64,EDU_AGGREGATE_TOTAL
AFG,2017,12.387,55_64,LESS_THAN_BASIC
AFG,2017,8.338,55_64,BASIC
AFG,2017,,55_64,INTERMEDATE
AFG,2017,72.87,55_64,ADVANCED
AFG,2017,,55_64,EDU_AGGREGATE_X
AFG,2017,3.106,65+,EDU_AGGREGATE_TOTAL
AFG,2017,3.128,65+,LESS_THAN_BASIC
AFG,2017,,65+,BASIC
AFG,2017,,65+,INTERMEDATE
AFG,2017,0.0,65+,ADVANCED
AFG,2017,,65+,EDU_AGGREGATE_X
AFG,2014,23.177,Total,EDU_AGGREGATE_TOTAL
AFG,2014,23.091,Total,LESS_THAN_BASIC
AFG,2014,21.013,Total,BASIC
AFG,2014,25.224,Total,INTERMEDATE
AFG,2014,61.042,Total,ADVANCED
AFG,2014,22.718,Total,EDU_AGGREGATE_X
AFG,2014,25.528,15_24,EDU_AGGREGATE_TOTAL
AFG,2014,27.606,15_24,LESS_THAN_BASIC
AFG,2014,21.574,15_24,BASIC
AFG,2014,16.71,15_24,INTERMEDATE
AFG,2014,49.704,15_24,ADVANCED
AFG,2014,24.303,15_24,EDU_AGGREGATE_X
AFG,2014,23.438,25_34,EDU_AGGREGATE_TOTAL
AFG,2014,22.856,25_34,LESS_THAN_BASIC
AFG,2014,14.708,25_34,BASIC
AFG,2014,36.784,25_34,INTERMEDATE
AFG,2014,55.056,25_34,ADVANCED
AFG,2014,15.809,25_34,EDU_AGGREGATE_X
AFG,2014,24.795,35_44,EDU_AGGREGATE_TOTAL
AFG,2014,23.937,35_44,LESS_THAN_BASIC
AFG,2014,23.55,35_44,BASIC
AFG,2014,47.324,35_44,INTERMEDATE
AFG,2014,83.251,35_44,ADVANCED
AFG,2014,32.673,35_44,EDU_AGGREGATE_X
AFG,2014,23.498,45_54,EDU_AGGREGATE_TOTAL
AFG,2014,22.733,45_54,LESS_THAN_BASIC
AFG,2014,17.481,45_54,BASIC
AFG,2014,65.996,45_54,INTERMEDATE
AFG,2014,66.928,45_54,ADVANCED
AFG,2014,0.0,45_54,EDU_AGGREGATE_X
AFG,2014,14.229,55_64,EDU_AGGREGATE_TOTAL
AFG,2014,13.915,55_64,LESS_THAN_BASIC
AFG,2014,,55_64,BASIC
AFG,2014,55.422,55_64,INTERMEDATE
AFG,2014,,55_64,ADVANCED
AFG,2014,,55_64,EDU_AGGREGATE_X
AFG,2014,4.65,65+,EDU_AGGREGATE_TOTAL
AFG,2014,4.688,65+,LESS_THAN_BASIC
AFG,2014,0.0,65+,BASIC
AFG,2014,0.0,65+,INTERMEDATE
AFG,2014,0.0,65+,ADVANCED
AFG,2014,,65+,EDU_AGGREGATE_X
AGO,2021,62.932,Total,EDU_AGGREGATE_TOTAL
AGO,2021,79.837,Total,LESS_THAN_BASIC
AGO,2021,72.46,Total,BASIC
AGO,2021,52.586,Total,INTERMEDATE
AGO,2021,71.214,Total,ADVANCED
AGO,2021,21.044,Total,EDU_AGGREGATE_X
AGO,2021,38.908,15_24,EDU_AGGREGATE_TOTAL
AGO,2021,69.961,15_24,LESS_THAN_BASIC
AGO,2021,59.626,15_24,BASIC
AGO,2021,28.894,15_24,INTERMEDATE
AGO,2021,,15_24,ADVANCED
AGO,2021,16.278,15_24,EDU_AGGREGATE_X
AGO,2021,69.996,25_34,EDU_AGGREGATE_TOTAL
AGO,2021,84.969,25_34,LESS_THAN_BASIC
AGO,2021,73.002,25_34,BASIC
AGO,2021,55.943,25_34,INTERMEDATE
AGO,2021,70.26,25_34,ADVANCED
AGO,2021,45.967,25_34,EDU_AGGREGATE_X
AGO,2021,83.269,35_44,EDU_AGGREGATE_TOTAL
AGO,2021,89.829,35_44,LESS_THAN_BASIC
AGO,2021,81.766,35_44,BASIC
AGO,2021,70.273,35_44,INTERMEDATE
AGO,2021,87.488,35_44,ADVANCED
AGO,2021,75.469,35_44,EDU_AGGREGATE_X
AGO,2021,84.492,45_54,EDU_AGGREGATE_TOTAL
AGO,2021,89.877,45_54,LESS_THAN_BASIC
AGO,2021,81.424,45_54,BASIC
AGO,2021,75.949,45_54,INTERMEDATE
AGO,2021,92.894,45_54,ADVANCED
AGO,2021,100.0,45_54,EDU_AGGREGATE_X
AGO,2021,79.38,55_64,EDU_AGGREGATE_TOTAL
AGO,2021,83.731,55_64,LESS_THAN_BASIC
AGO,2021,79.39,55_64,BASIC
AGO,2021,46.672,55_64,INTERMEDATE
AGO,2021,48.578,55_64,ADVANCED
AGO,2021,73.061,55_64,EDU_AGGREGATE_X
AGO,2021,54.114,65+,EDU_AGGREGATE_TOTAL
AGO,2021,57.459,65+,LESS_THAN_BASIC
AGO,2021,44.993,65+,BASIC
AGO,2021,,65+,INTERMEDATE
AGO,2021,,65+,ADVANCED
AGO,2021,,65+,EDU_AGGREGATE_X
AGO,2019,60.942,Total,EDU_AGGREGATE_TOTAL
AGO,2019,76.163,Total,LESS_THAN_BASIC
AGO,2019,63.158,Total,BASIC
AGO,2019,47.697,Total,INTERMEDATE
AGO,2019,64.915,Total,ADVANCED
AGO,2019,24.618,Total,EDU_AGGREGATE_X
AGO,2019,38.284,15_24,EDU_AGGREGATE_TOTAL
AGO,2019,67.167,15_24,LESS_THAN_BASIC
AGO,2019,43.431,15_24,BASIC
AGO,2019,23.891,15_24,INTERMEDATE
AGO,2019,24.711,15_24,ADVANCED
AGO,2019,15.895,15_24,EDU_AGGREGATE_X
AGO,2019,66.556,25_34,EDU_AGGREGATE_TOTAL
AGO,2019,79.544,25_34,LESS_THAN_BASIC
AGO,2019,68.074,25_34,BASIC
AGO,2019,50.168,25_34,INTERMEDATE
AGO,2019,63.003,25_34,ADVANCED
AGO,2019,47.873,25_34,EDU_AGGREGATE_X
AGO,2019,79.711,35_44,EDU_AGGREGATE_TOTAL
AGO,2019,83.888,35_44,LESS_THAN_BASIC
AGO,2019,77.968,35_44,BASIC
AGO,2019,73.995,35_44,INTERMEDATE
AGO,2019,80.417,35_44,ADVANCED
AGO,2019,76.065,35_44,EDU_AGGREGATE_X
AGO,2019,83.62,45_54,EDU_AGGREGATE_TOTAL
AGO,2019,86.752,45_54,LESS_THAN_BASIC
AGO,2019,81.411,45_54,BASIC
AGO,2019,78.948,45_54,INTERMEDATE
AGO,2019,85.785,45_54,ADVANCED
AGO,2019,85.936,45_54,EDU_AGGREGATE_X
AGO,2019,76.238,55_64,EDU_AGGREGATE_TOTAL
AGO,2019,79.223,55_64,LESS_THAN_BASIC
AGO,2019,73.204,55_64,BASIC
AGO,2019,65.721,55_64,INTERMEDATE
AGO,2019,52.192,55_64,ADVANCED
AGO,2019,88.098,55_64,EDU_AGGREGATE_X
AGO,2019,54.229,65+,EDU_AGGREGATE_TOTAL
AGO,2019,57.498,65+,LESS_THAN_BASIC
AGO,2019,44.322,65+,BASIC
AGO,2019,,65+,INTERMEDATE
AGO,2019,,65+,ADVANCED
AGO,2019,51.793,65+,EDU_AGGREGATE_X
AGO,2014,33.651,Total,EDU_AGGREGATE_TOTAL
AGO,2014,39.954,Total,LESS_THAN_BASIC
AGO,2014,23.211,Total,BASIC
AGO,2014,36.599,Total,INTERMEDATE
AGO,2014,55.48,Total,ADVANCED
AGO,2014,,Total,EDU_AGGREGATE_X
AGO,2014,19.552,15_24,EDU_AGGREGATE_TOTAL
AGO,2014,28.744,15_24,LESS_THAN_BASIC
AGO,2014,14.61,15_24,BASIC
AGO,2014,19.521,15_24,INTERMEDATE
AGO,2014,,15_24,EDU_AGGREGATE_X
AGO,2014,37.655,25_34,EDU_AGGREGATE_TOTAL
AGO,2014,41.304,25_34,LESS_THAN_BASIC
AGO,2014,30.683,25_34,BASIC
AGO,2014,39.541,25_34,INTERMEDATE
AGO,2014,53.22,25_34,ADVANCED
AGO,2014,,25_34,EDU_AGGREGATE_X
AGO,2014,43.848,35_44,EDU_AGGREGATE_TOTAL
AGO,2014,44.975,35_44,LESS_THAN_BASIC
AGO,2014,38.914,35_44,BASIC
AGO,2014,50.884,35_44,INTERMEDATE
AGO,2014,61.259,35_44,ADVANCED
AGO,2014,,35_44,EDU_AGGREGATE_X
AGO,2014,45.914,45_54,EDU_AGGREGATE_TOTAL
AGO,2014,46.591,45_54,LESS_THAN_BASIC
AGO,2014,41.807,45_54,BASIC
AGO,2014,55.513,45_54,INTERMEDATE
AGO,2014,60.461,45_54,ADVANCED
AGO,2014,41.782,55_64,EDU_AGGREGATE_TOTAL
AGO,2014,43.885,55_64,LESS_THAN_BASIC
AGO,2014,31.678,55_64,BASIC
AGO,2014,39.519,55_64,INTERMEDATE
AGO,2014,42.459,55_64,ADVANCED
AGO,2014,33.854,65+,EDU_AGGREGATE_TOTAL
AGO,2014,35.299,65+,LESS_THAN_BASIC
AGO,2014,20.172,65+,BASIC
AGO,2014,19.438,65+,INTERMEDATE
AGO,2014,20.114,65+,ADVANCED
AGO,2011,69.134,Total,EDU_AGGREGATE_TOTAL
AGO,2011,79.634,Total,LESS_THAN_BASIC
AGO,2011,48.446,Total,BASIC
AGO,2011,59.212,Total,INTERMEDATE
AGO,2011,69.843,Total,ADVANCED
AGO,2011,47.79,15_24,EDU_AGGREGATE_TOTAL
AGO,2011,66.377,15_24,LESS_THAN_BASIC
AGO,2011,27.854,15_24,BASIC
AGO,2011,32.56,15_24,INTERMEDATE
AGO,2011,25.096,15_24,ADVANCED
AGO,2011,77.344,25_34,EDU_AGGREGATE_TOTAL
AGO,2011,86.48,25_34,LESS_THAN_BASIC
AGO,2011,64.472,25_34,BASIC
AGO,2011,63.884,25_34,INTERMEDATE
AGO,2011,73.329,25_34,ADVANCED
AGO,2011,88.532,35_44,EDU_AGGREGATE_TOTAL
AGO,2011,91.187,35_44,LESS_THAN_BASIC
AGO,2011,80.572,35_44,BASIC
AGO,2011,87.615,35_44,INTERMEDATE
AGO,2011,95.792,35_44,ADVANCED
AGO,2011,89.595,45_54,EDU_AGGREGATE_TOTAL
AGO,2011,91.75,45_54,LESS_THAN_BASIC
AGO,2011,79.391,45_54,BASIC
AGO,2011,88.486,45_54,INTERMEDATE
AGO,2011,100.0,45_54,ADVANCED
AGO,2011,85.382,55_64,EDU_AGGREGATE_TOTAL
AGO,2011,85.737,55_64,LESS_THAN_BASIC
AGO,2011,87.196,55_64,BASIC
AGO,2011,46.621,55_64,INTERMEDATE
AGO,2011,,55_64,ADVANCED
AGO,2011,56.655,65+,EDU_AGGREGATE_TOTAL
AGO,2011,56.154,65+,LESS_THAN_BASIC
AGO,2011,83.577,65+,BASIC
AGO,2011,,65+,INTERMEDATE
AGO,2011,,65+,ADVANCED
AGO,2009,59.205,Total,EDU_AGGREGATE_TOTAL
AGO,2009,63.77,Total,LESS_THAN_BASIC
AGO,2009,42.254,Total,BASIC
AGO,2009,63.484,Total,INTERMEDATE
AGO,2009,48.773,Total,ADVANCED
AGO,2009,46.344,Total,EDU_AGGREGATE_X
AGO,2009,37.203,15_24,EDU_AGGREGATE_TOTAL
AGO,2009,44.866,15_24,LESS_THAN_BASIC
AGO,2009,22.238,15_24,BASIC
AGO,2009,25.439,15_24,INTERMEDATE
AGO,2009,18.965,15_24,ADVANCED
AGO,2009,16.884,15_24,EDU_AGGREGATE_X
AGO,2009,69.204,25_34,EDU_AGGREGATE_TOTAL
AGO,2009,72.188,25_34,LESS_THAN_BASIC
AGO,2009,59.366,25_34,BASIC
AGO,2009,70.665,25_34,INTERMEDATE
AGO,2009,64.375,25_34,ADVANCED
AGO,2009,68.375,25_34,EDU_AGGREGATE_X
AGO,2009,77.883,35_44,EDU_AGGREGATE_TOTAL
AGO,2009,77.771,35_44,LESS_THAN_BASIC
AGO,2009,73.136,35_44,BASIC
AGO,2009,97.647,35_44,INTERMEDATE
AGO,2009,87.288,35_44,ADVANCED
AGO,2009,81.223,35_44,EDU_AGGREGATE_X
AGO,2009,77.264,45_54,EDU_AGGREGATE_TOTAL
AGO,2009,77.368,45_54,LESS_THAN_BASIC
AGO,2009,71.676,45_54,BASIC
AGO,2009,88.63,45_54,INTERMEDATE
AGO,2009,99.872,45_54,ADVANCED
AGO,2009,63.948,45_54,EDU_AGGREGATE_X
AGO,2009,74.018,55_64,EDU_AGGREGATE_TOTAL
AGO,2009,73.781,55_64,LESS_THAN_BASIC
AGO,2009,73.609,55_64,BASIC
AGO,2009,,55_64,INTERMEDATE
AGO,2009,,55_64,ADVANCED
AGO,2009,77.78,55_64,EDU_AGGREGATE_X
AGO,2009,49.06,65+,EDU_AGGREGATE_TOTAL
AGO,2009,49.616,65+,LESS_THAN_BASIC
AGO,2009,0.0,65+,BASIC
AGO,2009,,65+,ADVANCED
AGO,2009,,65+,EDU_AGGREGATE_X
AGO,2004,46.3,Total,EDU_AGGREGATE_TOTAL
AGO,2004,50.489,Total,LESS_THAN_BASIC
AGO,2004,36.369,Total,BASIC
AGO,2004,64.118,Total,INTERMEDATE
AGO,2004,62.733,Total,ADVANCED
AGO,2004,47.827,Total,EDU_AGGREGATE_X
AGO,2004,19.214,15_24,EDU_AGGREGATE_TOTAL
AGO,2004,20.167,15_24,LESS_THAN_BASIC
AGO,2004,17.449,15_24,BASIC
AGO,2004,37.861,15_24,INTERMEDATE
AGO,2004,,15_24,ADVANCED
AGO,2004,,15_24,EDU_AGGREGATE_X
AGO,2004,62.582,25_34,EDU_AGGREGATE_TOTAL
AGO,2004,68.199,25_34,LESS_THAN_BASIC
AGO,2004,52.225,25_34,BASIC
AGO,2004,72.486,25_34,INTERMEDATE
AGO,2004,51.109,25_34,ADVANCED
AGO,2004,59.099,25_34,EDU_AGGREGATE_X
AGO,2004,71.671,35_44,EDU_AGGREGATE_TOTAL
AGO,2004,72.317,35_44,LESS_THAN_BASIC
AGO,2004,69.353,35_44,BASIC
AGO,2004,73.362,35_44,INTERMEDATE
AGO,2004,86.293,35_44,ADVANCED
AGO,2004,80.917,35_44,EDU_AGGREGATE_X
AGO,2004,74.876,45_54,EDU_AGGREGATE_TOTAL
AGO,2004,74.756,45_54,LESS_THAN_BASIC
AGO,2004,71.548,45_54,BASIC
AGO,2004,83.93,45_54,INTERMEDATE
AGO,2004,99.144,45_54,ADVANCED
AGO,2004,,45_54,EDU_AGGREGATE_X
AGO,2004,62.225,55_64,EDU_AGGREGATE_TOTAL
AGO,2004,62.794,55_64,LESS_THAN_BASIC
AGO,2004,56.104,55_64,BASIC
AGO,2004,,55_64,INTERMEDATE
AGO,2004,,55_64,ADVANCED
AGO,2004,,55_64,EDU_AGGREGATE_X
AGO,2004,43.097,65+,EDU_AGGREGATE_TOTAL
AGO,2004,43.017,65+,LESS_THAN_BASIC
AGO,2004,39.626,65+,BASIC
AGO,2004,,65+,INTERMEDATE
AGO,2004,,65+,ADVANCED
AGO,2004,,65+,EDU_AGGREGATE_X
ALB,2021,46.344,Total,EDU_AGGREGATE_TOTAL
ALB,2021,11.476,Total,LESS_THAN_BASIC
ALB,2021,42.724,Total,BASIC
ALB,2021,42.173,Total,INTERMEDATE
ALB,2021,65.351,Total,ADVANCED
ALB,2021,22.272,15_24,EDU_AGGREGATE_TOTAL
ALB,2021,15.36,15_24,LESS_THAN_BASIC
ALB,2021,14.903,15_24,BASIC
ALB,2021,28.598,15_24,INTERMEDATE
ALB,2021,29.437,15_24,ADVANCED
ALB,2021,64.482,25_34,EDU_AGGREGATE_TOTAL
ALB,2021,9.444,25_34,LESS_THAN_BASIC
ALB,2021,57.831,25_34,BASIC
ALB,2021,57.364,25_34,INTERMEDATE
ALB,2021,74.131,25_34,ADVANCED
ALB,2021,68.921,35_44,EDU_AGGREGATE_TOTAL
ALB,2021,28.067,35_44,LESS_THAN_BASIC
ALB,2021,65.791,35_44,BASIC
ALB,2021,59.746,35_44,INTERMEDATE
ALB,2021,90.787,35_44,ADVANCED
ALB,2021,69.059,45_54,EDU_AGGREGATE_TOTAL
ALB,2021,26.303,45_54,LESS_THAN_BASIC
ALB,2021,67.805,45_54,BASIC
ALB,2021,64.141,45_54,INTERMEDATE
ALB,2021,86.036,45_54,ADVANCED
ALB,2021,46.643,55_64,EDU_AGGREGATE_TOTAL
ALB,2021,24.602,55_64,LESS_THAN_BASIC
ALB,2021,51.815,55_64,BASIC
ALB,2021,35.834,55_64,INTERMEDATE
ALB,2021,64.43,55_64,ADVANCED
ALB,2021,13.9,65+,EDU_AGGREGATE_TOTAL
ALB,2021,3.49,65+,LESS_THAN_BASIC
ALB,2021,17.58,65+,BASIC
ALB,2021,7.663,65+,INTERMEDATE
ALB,2021,6.209,65+,ADVANCED
ALB,2019,46.891,Total,EDU_AGGREGATE_TOTAL
ALB,2019,10.048,Total,LESS_THAN_BASIC
ALB,2019,44.617,Total,BASIC
ALB,2019,42.107,Total,INTERMEDATE
ALB,2019,65.354,Total,ADVANCED
ALB,2019,22.247,15_24,EDU_AGGREGATE_TOTAL
ALB,2019,,15_24,LESS_THAN_BASIC
ALB,2019,16.601,15_24,BASIC
ALB,2019,23.105,15_24,INTERMEDATE
ALB,2019,32.293,15_24,ADVANCED
ALB,2019,64.972,25_34,EDU_AGGREGATE_TOTAL
ALB,2019,6.234,25_34,LESS_THAN_BASIC
ALB,2019,64.077,25_34,BASIC
ALB,2019,50.416,25_34,INTERMEDATE
ALB,2019,74.355,25_34,ADVANCED
ALB,2019,72.232,35_44,EDU_AGGREGATE_TOTAL
ALB,2019,37.31,35_44,LESS_THAN_BASIC
ALB,2019,70.662,35_44,BASIC
ALB,2019,66.52,35_44,INTERMEDATE
ALB,2019,89.261,35_44,ADVANCED
ALB,2019,70.619,45_54,EDU_AGGREGATE_TOTAL
ALB,2019,35.498,45_54,LESS_THAN_BASIC
ALB,2019,68.36,45_54,BASIC
ALB,2019,65.675,45_54,INTERMEDATE
ALB,2019,90.923,45_54,ADVANCED
ALB,2019,46.899,55_64,EDU_AGGREGATE_TOTAL
ALB,2019,23.208,55_64,LESS_THAN_BASIC
ALB,2019,50.146,55_64,BASIC
ALB,2019,39.986,55_64,INTERMEDATE
ALB,2019,61.136,55_64,ADVANCED
ALB,2019,11.552,65+,EDU_AGGREGATE_TOTAL
ALB,2019,3.519,65+,LESS_THAN_BASIC
ALB,2019,14.811,65+,BASIC
ALB,2019,5.278,65+,INTERMEDATE
ALB,2019,7.328,65+,ADVANCED
ALB,2018,45.223,Total,EDU_AGGREGATE_TOTAL
ALB,2018,11.545,Total,LESS_THAN_BASIC
ALB,2018,43.386,Total,BASIC
ALB,2018,42.391,Total,INTERMEDATE
ALB,2018,60.219,Total,ADVANCED
ALB,2018,20.398,15_24,EDU_AGGREGATE_TOTAL
ALB,2018,32.355,15_24,LESS_THAN_BASIC
ALB,2018,14.796,15_24,BASIC
ALB,2018,21.598,15_24,INTERMEDATE
ALB,2018,27.904,15_24,ADVANCED
ALB,2018,59.127,25_34,EDU_AGGREGATE_TOTAL
ALB,2018,16.57,25_34,LESS_THAN_BASIC
ALB,2018,55.91,25_34,BASIC
ALB,2018,47.351,25_34,INTERMEDATE
ALB,2018,69.188,25_34,ADVANCED
ALB,2018,72.364,35_44,EDU_AGGREGATE_TOTAL
ALB,2018,39.672,35_44,LESS_THAN_BASIC
ALB,2018,71.831,35_44,BASIC
ALB,2018,64.926,35_44,INTERMEDATE
ALB,2018,90.152,35_44,ADVANCED
ALB,2018,70.067,45_54,EDU_AGGREGATE_TOTAL
ALB,2018,19.161,45_54,LESS_THAN_BASIC
ALB,2018,68.561,45_54,BASIC
ALB,2018,65.874,45_54,INTERMEDATE
ALB,2018,88.53,45_54,ADVANCED
ALB,2018,45.167,55_64,EDU_AGGREGATE_TOTAL
ALB,2018,26.126,55_64,LESS_THAN_BASIC
ALB,2018,48.632,55_64,BASIC
ALB,2018,37.974,55_64,INTERMEDATE
ALB,2018,58.678,55_64,ADVANCED
ALB,2018,10.301,65+,EDU_AGGREGATE_TOTAL
ALB,2018,4.486,65+,LESS_THAN_BASIC
ALB,2018,13.476,65+,BASIC
ALB,2018,3.902,65+,INTERMEDATE
ALB,2018,3.746,65+,ADVANCED
ALB,2017,43.369,Total,EDU_AGGREGATE_TOTAL
ALB,2017,5.516,Total,LESS_THAN_BASIC
ALB,2017,40.504,Total,BASIC
ALB,2017,41.657,Total,INTERMEDATE
ALB,2017,62.833,Total,ADVANCED
ALB,2017,17.706,15_24,EDU_AGGREGATE_TOTAL
ALB,2017,,15_24,LESS_THAN_BASIC
ALB,2017,10.909,15_24,BASIC
ALB,2017,20.468,15_24,INTERMEDATE
ALB,2017,28.547,15_24,ADVANCED
ALB,2017,55.479,25_34,EDU_AGGREGATE_TOTAL
ALB,2017,6.622,25_34,LESS_THAN_BASIC
ALB,2017,52.396,25_34,BASIC
ALB,2017,45.088,25_34,INTERMEDATE
ALB,2017,67.792,25_34,ADVANCED
ALB,2017,69.214,35_44,EDU_AGGREGATE_TOTAL
ALB,2017,18.24,35_44,LESS_THAN_BASIC
ALB,2017,67.52,35_44,BASIC
ALB,2017,64.918,35_44,INTERMEDATE
ALB,2017,88.616,35_44,ADVANCED
ALB,2017,65.383,45_54,EDU_AGGREGATE_TOTAL
ALB,2017,10.332,45_54,LESS_THAN_BASIC
ALB,2017,63.223,45_54,BASIC
ALB,2017,61.018,45_54,INTERMEDATE
ALB,2017,88.483,45_54,ADVANCED
ALB,2017,41.582,55_64,EDU_AGGREGATE_TOTAL
ALB,2017,7.248,55_64,LESS_THAN_BASIC
ALB,2017,43.422,55_64,BASIC
ALB,2017,37.231,55_64,INTERMEDATE
ALB,2017,57.064,55_64,ADVANCED
ALB,2017,8.292,65+,EDU_AGGREGATE_TOTAL
ALB,2017,2.042,65+,LESS_THAN_BASIC
ALB,2017,10.504,65+,BASIC
ALB,2017,4.112,65+,INTERMEDATE
ALB,2017,5.451,65+,ADVANCED
ALB,2016,42.536,Total,EDU_AGGREGATE_TOTAL
ALB,2016,10.112,Total,LESS_THAN_BASIC
ALB,2016,39.79,Total,BASIC
ALB,2016,40.807,Total,INTERMEDATE
ALB,2016,61.935,Total,ADVANCED
ALB,2016,16.803,15_24,EDU_AGGREGATE_TOTAL
ALB,2016,,15_24,LESS_THAN_BASIC
