country,year,ratio_employment_to_population,age_group_simp,level_education_standardised
ECU,2015,27.207,65+,EDU_AGGREGATE_TOTAL
ECU,2015,30.997,65+,LESS_THAN_BASIC
ECU,2015,24.554,65+,BASIC
ECU,2015,14.668,65+,INTERMEDATE
ECU,2015,24.258,65+,ADVANCED
ECU,2015,,65+,EDU_AGGREGATE_X
ECU,2014,45.955,Total,EDU_AGGREGATE_TOTAL
ECU,2014,40.798,Total,LESS_THAN_BASIC
ECU,2014,39.949,Total,BASIC
ECU,2014,46.769,Total,INTERMEDATE
ECU,2014,69.543,Total,ADVANCED
ECU,2014,24.73,15_24,EDU_AGGREGATE_TOTAL
ECU,2014,26.254,15_24,LESS_THAN_BASIC
ECU,2014,18.956,15_24,BASIC
ECU,2014,31.06,15_24,INTERMEDATE
ECU,2014,35.739,15_24,ADVANCED
ECU,2014,56.463,25_34,EDU_AGGREGATE_TOTAL
ECU,2014,47.757,25_34,LESS_THAN_BASIC
ECU,2014,49.523,25_34,BASIC
ECU,2014,53.836,25_34,INTERMEDATE
ECU,2014,74.004,25_34,ADVANCED
ECU,2014,62.497,35_44,EDU_AGGREGATE_TOTAL
ECU,2014,55.005,35_44,LESS_THAN_BASIC
ECU,2014,58.03,35_44,BASIC
ECU,2014,61.059,35_44,INTERMEDATE
ECU,2014,82.359,35_44,ADVANCED
ECU,2014,61.004,45_54,EDU_AGGREGATE_TOTAL
ECU,2014,53.973,45_54,LESS_THAN_BASIC
ECU,2014,55.65,45_54,BASIC
ECU,2014,62.052,45_54,INTERMEDATE
ECU,2014,81.701,45_54,ADVANCED
ECU,2014,49.449,55_64,EDU_AGGREGATE_TOTAL
ECU,2014,49.408,55_64,LESS_THAN_BASIC
ECU,2014,44.519,55_64,BASIC
ECU,2014,48.951,55_64,INTERMEDATE
ECU,2014,66.037,55_64,ADVANCED
ECU,2014,23.619,65+,EDU_AGGREGATE_TOTAL
ECU,2014,25.663,65+,LESS_THAN_BASIC
ECU,2014,21.664,65+,BASIC
ECU,2014,17.456,65+,INTERMEDATE
ECU,2014,24.312,65+,ADVANCED
ECU,2013,46.548,Total,EDU_AGGREGATE_TOTAL
ECU,2013,40.705,Total,LESS_THAN_BASIC
ECU,2013,40.577,Total,BASIC
ECU,2013,47.367,Total,INTERMEDATE
ECU,2013,71.011,Total,ADVANCED
ECU,2013,,Total,EDU_AGGREGATE_X
ECU,2013,26.765,15_24,EDU_AGGREGATE_TOTAL
ECU,2013,30.981,15_24,LESS_THAN_BASIC
ECU,2013,20.54,15_24,BASIC
ECU,2013,32.27,15_24,INTERMEDATE
ECU,2013,40.13,15_24,ADVANCED
ECU,2013,58.222,25_34,EDU_AGGREGATE_TOTAL
ECU,2013,43.274,25_34,LESS_THAN_BASIC
ECU,2013,50.861,25_34,BASIC
ECU,2013,55.616,25_34,INTERMEDATE
ECU,2013,77.756,25_34,ADVANCED
ECU,2013,,25_34,EDU_AGGREGATE_X
ECU,2013,62.456,35_44,EDU_AGGREGATE_TOTAL
ECU,2013,52.365,35_44,LESS_THAN_BASIC
ECU,2013,57.683,35_44,BASIC
ECU,2013,61.807,35_44,INTERMEDATE
ECU,2013,81.57,35_44,ADVANCED
ECU,2013,61.309,45_54,EDU_AGGREGATE_TOTAL
ECU,2013,55.094,45_54,LESS_THAN_BASIC
ECU,2013,56.149,45_54,BASIC
ECU,2013,62.815,45_54,INTERMEDATE
ECU,2013,80.656,45_54,ADVANCED
ECU,2013,51.713,55_64,EDU_AGGREGATE_TOTAL
ECU,2013,50.017,55_64,LESS_THAN_BASIC
ECU,2013,48.217,55_64,BASIC
ECU,2013,47.91,55_64,INTERMEDATE
ECU,2013,73.56,55_64,ADVANCED
ECU,2013,23.128,65+,EDU_AGGREGATE_TOTAL
ECU,2013,26.745,65+,LESS_THAN_BASIC
ECU,2013,20.093,65+,BASIC
ECU,2013,13.938,65+,INTERMEDATE
ECU,2013,19.449,65+,ADVANCED
ECU,2012,46.46,Total,EDU_AGGREGATE_TOTAL
ECU,2012,40.245,Total,LESS_THAN_BASIC
ECU,2012,39.604,Total,BASIC
ECU,2012,48.848,Total,INTERMEDATE
ECU,2012,71.952,Total,ADVANCED
ECU,2012,,Total,EDU_AGGREGATE_X
ECU,2012,27.742,15_24,EDU_AGGREGATE_TOTAL
ECU,2012,32.605,15_24,LESS_THAN_BASIC
ECU,2012,21.024,15_24,BASIC
ECU,2012,33.518,15_24,INTERMEDATE
ECU,2012,41.799,15_24,ADVANCED
ECU,2012,,15_24,EDU_AGGREGATE_X
ECU,2012,61.362,25_34,EDU_AGGREGATE_TOTAL
ECU,2012,41.41,25_34,LESS_THAN_BASIC
ECU,2012,53.304,25_34,BASIC
ECU,2012,60.263,25_34,INTERMEDATE
ECU,2012,79.131,25_34,ADVANCED
ECU,2012,,25_34,EDU_AGGREGATE_X
ECU,2012,62.998,35_44,EDU_AGGREGATE_TOTAL
ECU,2012,53.8,35_44,LESS_THAN_BASIC
ECU,2012,56.327,35_44,BASIC
ECU,2012,65.204,35_44,INTERMEDATE
ECU,2012,83.157,35_44,ADVANCED
ECU,2012,,35_44,EDU_AGGREGATE_X
ECU,2012,59.624,45_54,EDU_AGGREGATE_TOTAL
ECU,2012,54.661,45_54,LESS_THAN_BASIC
ECU,2012,53.788,45_54,BASIC
ECU,2012,60.881,45_54,INTERMEDATE
ECU,2012,80.84,45_54,ADVANCED
ECU,2012,,45_54,EDU_AGGREGATE_X
ECU,2012,49.264,55_64,EDU_AGGREGATE_TOTAL
ECU,2012,47.485,55_64,LESS_THAN_BASIC
ECU,2012,44.408,55_64,BASIC
ECU,2012,47.936,55_64,INTERMEDATE
ECU,2012,73.738,55_64,ADVANCED
ECU,2012,23.69,65+,EDU_AGGREGATE_TOTAL
ECU,2012,27.579,65+,LESS_THAN_BASIC
ECU,2012,19.38,65+,BASIC
ECU,2012,17.701,65+,INTERMEDATE
ECU,2012,21.28,65+,ADVANCED
ECU,2011,45.308,Total,EDU_AGGREGATE_TOTAL
ECU,2011,39.658,Total,LESS_THAN_BASIC
ECU,2011,38.702,Total,BASIC
ECU,2011,47.598,Total,INTERMEDATE
ECU,2011,71.024,Total,ADVANCED
ECU,2011,,Total,EDU_AGGREGATE_X
ECU,2011,26.419,15_24,EDU_AGGREGATE_TOTAL
ECU,2011,30.549,15_24,LESS_THAN_BASIC
ECU,2011,20.509,15_24,BASIC
ECU,2011,31.538,15_24,INTERMEDATE
ECU,2011,40.934,15_24,ADVANCED
ECU,2011,59.104,25_34,EDU_AGGREGATE_TOTAL
ECU,2011,47.034,25_34,LESS_THAN_BASIC
ECU,2011,50.642,25_34,BASIC
ECU,2011,59.935,25_34,INTERMEDATE
ECU,2011,74.666,25_34,ADVANCED
ECU,2011,61.354,35_44,EDU_AGGREGATE_TOTAL
ECU,2011,49.16,35_44,LESS_THAN_BASIC
ECU,2011,55.632,35_44,BASIC
ECU,2011,62.4,35_44,INTERMEDATE
ECU,2011,84.354,35_44,ADVANCED
ECU,2011,58.307,45_54,EDU_AGGREGATE_TOTAL
ECU,2011,52.386,45_54,LESS_THAN_BASIC
ECU,2011,51.764,45_54,BASIC
ECU,2011,60.013,45_54,INTERMEDATE
ECU,2011,82.169,45_54,ADVANCED
ECU,2011,,45_54,EDU_AGGREGATE_X
ECU,2011,48.848,55_64,EDU_AGGREGATE_TOTAL
ECU,2011,47.996,55_64,LESS_THAN_BASIC
ECU,2011,44.382,55_64,BASIC
ECU,2011,45.519,55_64,INTERMEDATE
ECU,2011,72.805,55_64,ADVANCED
ECU,2011,23.707,65+,EDU_AGGREGATE_TOTAL
ECU,2011,27.119,65+,LESS_THAN_BASIC
ECU,2011,20.344,65+,BASIC
ECU,2011,14.041,65+,INTERMEDATE
ECU,2011,20.225,65+,ADVANCED
ECU,2010,45.857,Total,EDU_AGGREGATE_TOTAL
ECU,2010,40.106,Total,LESS_THAN_BASIC
ECU,2010,40.079,Total,BASIC
ECU,2010,47.693,Total,INTERMEDATE
ECU,2010,70.721,Total,ADVANCED
ECU,2010,,Total,EDU_AGGREGATE_X
ECU,2010,29.168,15_24,EDU_AGGREGATE_TOTAL
ECU,2010,32.472,15_24,LESS_THAN_BASIC
ECU,2010,24.815,15_24,BASIC
ECU,2010,32.504,15_24,INTERMEDATE
ECU,2010,41.399,15_24,ADVANCED
ECU,2010,,15_24,EDU_AGGREGATE_X
ECU,2010,58.517,25_34,EDU_AGGREGATE_TOTAL
ECU,2010,46.667,25_34,LESS_THAN_BASIC
ECU,2010,50.225,25_34,BASIC
ECU,2010,58.485,25_34,INTERMEDATE
ECU,2010,76.289,25_34,ADVANCED
ECU,2010,61.231,35_44,EDU_AGGREGATE_TOTAL
ECU,2010,52.039,35_44,LESS_THAN_BASIC
ECU,2010,55.984,35_44,BASIC
ECU,2010,62.184,35_44,INTERMEDATE
ECU,2010,83.093,35_44,ADVANCED
ECU,2010,59.121,45_54,EDU_AGGREGATE_TOTAL
ECU,2010,53.669,45_54,LESS_THAN_BASIC
ECU,2010,53.184,45_54,BASIC
ECU,2010,62.145,45_54,INTERMEDATE
ECU,2010,80.183,45_54,ADVANCED
ECU,2010,,45_54,EDU_AGGREGATE_X
ECU,2010,48.688,55_64,EDU_AGGREGATE_TOTAL
ECU,2010,48.378,55_64,LESS_THAN_BASIC
ECU,2010,43.271,55_64,BASIC
ECU,2010,46.525,55_64,INTERMEDATE
ECU,2010,71.821,55_64,ADVANCED
ECU,2010,22.217,65+,EDU_AGGREGATE_TOTAL
ECU,2010,24.687,65+,LESS_THAN_BASIC
ECU,2010,18.961,65+,BASIC
ECU,2010,15.205,65+,INTERMEDATE
ECU,2010,28.086,65+,ADVANCED
ECU,2009,46.958,Total,EDU_AGGREGATE_TOTAL
ECU,2009,42.388,Total,LESS_THAN_BASIC
ECU,2009,41.13,Total,BASIC
ECU,2009,49.786,Total,INTERMEDATE
ECU,2009,70.306,Total,ADVANCED
ECU,2009,,Total,EDU_AGGREGATE_X
ECU,2009,32.003,15_24,EDU_AGGREGATE_TOTAL
ECU,2009,31.548,15_24,LESS_THAN_BASIC
ECU,2009,27.098,15_24,BASIC
ECU,2009,37.105,15_24,INTERMEDATE
ECU,2009,46.387,15_24,ADVANCED
ECU,2009,55.915,25_34,EDU_AGGREGATE_TOTAL
ECU,2009,44.506,25_34,LESS_THAN_BASIC
ECU,2009,50.411,25_34,BASIC
ECU,2009,58.627,25_34,INTERMEDATE
ECU,2009,67.472,25_34,ADVANCED
ECU,2009,61.824,35_44,EDU_AGGREGATE_TOTAL
ECU,2009,52.985,35_44,LESS_THAN_BASIC
ECU,2009,56.437,35_44,BASIC
ECU,2009,61.536,35_44,INTERMEDATE
ECU,2009,86.02,35_44,ADVANCED
ECU,2009,58.77,45_54,EDU_AGGREGATE_TOTAL
ECU,2009,54.777,45_54,LESS_THAN_BASIC
ECU,2009,53.872,45_54,BASIC
ECU,2009,59.736,45_54,INTERMEDATE
ECU,2009,78.061,45_54,ADVANCED
ECU,2009,,45_54,EDU_AGGREGATE_X
ECU,2009,52.994,55_64,EDU_AGGREGATE_TOTAL
ECU,2009,52.107,55_64,LESS_THAN_BASIC
ECU,2009,47.012,55_64,BASIC
ECU,2009,52.858,55_64,INTERMEDATE
ECU,2009,78.629,55_64,ADVANCED
ECU,2009,25.228,65+,EDU_AGGREGATE_TOTAL
ECU,2009,28.277,65+,LESS_THAN_BASIC
ECU,2009,18.588,65+,BASIC
ECU,2009,22.266,65+,INTERMEDATE
ECU,2009,43.207,65+,ADVANCED
ECU,2008,49.594,Total,EDU_AGGREGATE_TOTAL
ECU,2008,44.029,Total,LESS_THAN_BASIC
ECU,2008,44.415,Total,BASIC
ECU,2008,51.737,Total,INTERMEDATE
ECU,2008,74.4,Total,ADVANCED
ECU,2008,100.0,Total,EDU_AGGREGATE_X
ECU,2008,34.329,15_24,EDU_AGGREGATE_TOTAL
ECU,2008,34.044,15_24,LESS_THAN_BASIC
ECU,2008,30.522,15_24,BASIC
ECU,2008,38.88,15_24,INTERMEDATE
ECU,2008,46.482,15_24,ADVANCED
ECU,2008,,15_24,EDU_AGGREGATE_X
ECU,2008,59.587,25_34,EDU_AGGREGATE_TOTAL
ECU,2008,47.978,25_34,LESS_THAN_BASIC
ECU,2008,54.126,25_34,BASIC
ECU,2008,58.735,25_34,INTERMEDATE
ECU,2008,77.349,25_34,ADVANCED
ECU,2008,,25_34,EDU_AGGREGATE_X
ECU,2008,64.207,35_44,EDU_AGGREGATE_TOTAL
ECU,2008,57.428,35_44,LESS_THAN_BASIC
ECU,2008,59.806,35_44,BASIC
ECU,2008,63.97,35_44,INTERMEDATE
ECU,2008,83.395,35_44,ADVANCED
ECU,2008,,35_44,EDU_AGGREGATE_X
ECU,2008,61.461,45_54,EDU_AGGREGATE_TOTAL
ECU,2008,56.63,45_54,LESS_THAN_BASIC
ECU,2008,55.064,45_54,BASIC
ECU,2008,66.095,45_54,INTERMEDATE
ECU,2008,82.696,45_54,ADVANCED
ECU,2008,,45_54,EDU_AGGREGATE_X
ECU,2008,50.041,55_64,EDU_AGGREGATE_TOTAL
ECU,2008,48.319,55_64,LESS_THAN_BASIC
ECU,2008,45.68,55_64,BASIC
ECU,2008,48.114,55_64,INTERMEDATE
ECU,2008,79.482,55_64,ADVANCED
ECU,2008,26.925,65+,EDU_AGGREGATE_TOTAL
ECU,2008,29.663,65+,LESS_THAN_BASIC
ECU,2008,21.563,65+,BASIC
ECU,2008,17.193,65+,INTERMEDATE
ECU,2008,45.414,65+,ADVANCED
ECU,2007,50.08,Total,EDU_AGGREGATE_TOTAL
ECU,2007,45.069,Total,LESS_THAN_BASIC
ECU,2007,44.76,Total,BASIC
ECU,2007,53.633,Total,INTERMEDATE
ECU,2007,73.57,Total,ADVANCED
ECU,2007,70.855,Total,EDU_AGGREGATE_X
ECU,2007,36.127,15_24,EDU_AGGREGATE_TOTAL
ECU,2007,38.302,15_24,LESS_THAN_BASIC
ECU,2007,30.6,15_24,BASIC
ECU,2007,42.629,15_24,INTERMEDATE
ECU,2007,53.527,15_24,ADVANCED
ECU,2007,,15_24,EDU_AGGREGATE_X
ECU,2007,58.777,25_34,EDU_AGGREGATE_TOTAL
ECU,2007,48.936,25_34,LESS_THAN_BASIC
ECU,2007,54.922,25_34,BASIC
ECU,2007,57.842,25_34,INTERMEDATE
ECU,2007,75.593,25_34,ADVANCED
ECU,2007,,25_34,EDU_AGGREGATE_X
ECU,2007,63.826,35_44,EDU_AGGREGATE_TOTAL
ECU,2007,55.604,35_44,LESS_THAN_BASIC
ECU,2007,59.835,35_44,BASIC
ECU,2007,65.229,35_44,INTERMEDATE
ECU,2007,81.369,35_44,ADVANCED
ECU,2007,,35_44,EDU_AGGREGATE_X
ECU,2007,62.882,45_54,EDU_AGGREGATE_TOTAL
ECU,2007,58.964,45_54,LESS_THAN_BASIC
ECU,2007,55.872,45_54,BASIC
ECU,2007,68.097,45_54,INTERMEDATE
ECU,2007,84.112,45_54,ADVANCED
ECU,2007,,45_54,EDU_AGGREGATE_X
ECU,2007,49.231,55_64,EDU_AGGREGATE_TOTAL
ECU,2007,46.681,55_64,LESS_THAN_BASIC
ECU,2007,46.434,55_64,BASIC
ECU,2007,53.841,55_64,INTERMEDATE
ECU,2007,67.106,55_64,ADVANCED
ECU,2007,,55_64,EDU_AGGREGATE_X
ECU,2007,26.839,65+,EDU_AGGREGATE_TOTAL
ECU,2007,30.561,65+,LESS_THAN_BASIC
ECU,2007,21.901,65+,BASIC
ECU,2007,16.663,65+,INTERMEDATE
ECU,2007,29.572,65+,ADVANCED
ECU,2007,,65+,EDU_AGGREGATE_X
ECU,2006,50.505,Total,EDU_AGGREGATE_TOTAL
ECU,2006,47.321,Total,LESS_THAN_BASIC
ECU,2006,47.254,Total,BASIC
ECU,2006,47.842,Total,INTERMEDATE
ECU,2006,76.37,Total,ADVANCED
ECU,2006,36.466,15_24,EDU_AGGREGATE_TOTAL
ECU,2006,38.732,15_24,LESS_THAN_BASIC
ECU,2006,35.84,15_24,BASIC
ECU,2006,33.247,15_24,INTERMEDATE
ECU,2006,51.225,15_24,ADVANCED
ECU,2006,61.332,25_34,EDU_AGGREGATE_TOTAL
ECU,2006,54.826,25_34,LESS_THAN_BASIC
ECU,2006,56.484,25_34,BASIC
ECU,2006,66.766,25_34,INTERMEDATE
ECU,2006,79.702,25_34,ADVANCED
ECU,2006,63.899,35_44,EDU_AGGREGATE_TOTAL
ECU,2006,56.177,35_44,LESS_THAN_BASIC
ECU,2006,60.549,35_44,BASIC
ECU,2006,65.651,35_44,INTERMEDATE
ECU,2006,81.804,35_44,ADVANCED
ECU,2006,61.747,45_54,EDU_AGGREGATE_TOTAL
ECU,2006,62.265,45_54,LESS_THAN_BASIC
ECU,2006,56.275,45_54,BASIC
ECU,2006,61.006,45_54,INTERMEDATE
ECU,2006,86.185,45_54,ADVANCED
ECU,2006,50.909,55_64,EDU_AGGREGATE_TOTAL
ECU,2006,50.868,55_64,LESS_THAN_BASIC
ECU,2006,47.284,55_64,BASIC
ECU,2006,74.704,55_64,INTERMEDATE
ECU,2006,78.484,55_64,ADVANCED
ECU,2006,28.377,65+,EDU_AGGREGATE_TOTAL
ECU,2006,34.679,65+,LESS_THAN_BASIC
ECU,2006,23.227,65+,BASIC
ECU,2006,36.342,65+,INTERMEDATE
ECU,2006,31.608,65+,ADVANCED
ECU,2005,49.529,Total,EDU_AGGREGATE_TOTAL
ECU,2005,46.964,Total,LESS_THAN_BASIC
ECU,2005,46.026,Total,BASIC
ECU,2005,48.927,Total,INTERMEDATE
ECU,2005,74.123,Total,ADVANCED
ECU,2005,35.721,15_24,EDU_AGGREGATE_TOTAL
ECU,2005,40.449,15_24,LESS_THAN_BASIC
ECU,2005,34.527,15_24,BASIC
ECU,2005,34.677,15_24,INTERMEDATE
ECU,2005,51.21,15_24,ADVANCED
ECU,2005,58.414,25_34,EDU_AGGREGATE_TOTAL
ECU,2005,48.632,25_34,LESS_THAN_BASIC
ECU,2005,53.579,25_34,BASIC
ECU,2005,62.526,25_34,INTERMEDATE
ECU,2005,77.949,25_34,ADVANCED
ECU,2005,62.944,35_44,EDU_AGGREGATE_TOTAL
ECU,2005,60.146,35_44,LESS_THAN_BASIC
ECU,2005,58.11,35_44,BASIC
ECU,2005,76.37,35_44,INTERMEDATE
ECU,2005,81.834,35_44,ADVANCED
ECU,2005,61.24,45_54,EDU_AGGREGATE_TOTAL
ECU,2005,57.883,45_54,LESS_THAN_BASIC
ECU,2005,58.05,45_54,BASIC
ECU,2005,58.462,45_54,INTERMEDATE
ECU,2005,80.995,45_54,ADVANCED
ECU,2005,48.946,55_64,EDU_AGGREGATE_TOTAL
ECU,2005,53.858,55_64,LESS_THAN_BASIC
ECU,2005,43.368,55_64,BASIC
ECU,2005,75.121,55_64,INTERMEDATE
ECU,2005,73.623,55_64,ADVANCED
ECU,2005,28.272,65+,EDU_AGGREGATE_TOTAL
ECU,2005,32.855,65+,LESS_THAN_BASIC
ECU,2005,24.387,65+,BASIC
ECU,2005,52.263,65+,INTERMEDATE
ECU,2005,29.468,65+,ADVANCED
ECU,2004,49.864,Total,EDU_AGGREGATE_TOTAL
ECU,2004,48.437,Total,LESS_THAN_BASIC
ECU,2004,46.427,Total,BASIC
ECU,2004,50.038,Total,INTERMEDATE
ECU,2004,73.303,Total,ADVANCED
ECU,2004,37.595,15_24,EDU_AGGREGATE_TOTAL
ECU,2004,40.151,15_24,LESS_THAN_BASIC
ECU,2004,37.379,15_24,BASIC
ECU,2004,33.329,15_24,INTERMEDATE
ECU,2004,46.201,15_24,ADVANCED
ECU,2004,58.289,25_34,EDU_AGGREGATE_TOTAL
ECU,2004,50.647,25_34,LESS_THAN_BASIC
ECU,2004,53.872,25_34,BASIC
ECU,2004,63.308,25_34,INTERMEDATE
ECU,2004,77.538,25_34,ADVANCED
ECU,2004,63.517,35_44,EDU_AGGREGATE_TOTAL
ECU,2004,62.804,35_44,LESS_THAN_BASIC
ECU,2004,59.051,35_44,BASIC
ECU,2004,67.677,35_44,INTERMEDATE
ECU,2004,79.581,35_44,ADVANCED
ECU,2004,60.688,45_54,EDU_AGGREGATE_TOTAL
ECU,2004,61.014,45_54,LESS_THAN_BASIC
ECU,2004,55.587,45_54,BASIC
ECU,2004,65.653,45_54,INTERMEDATE
ECU,2004,84.046,45_54,ADVANCED
ECU,2004,49.117,55_64,EDU_AGGREGATE_TOTAL
ECU,2004,54.364,55_64,LESS_THAN_BASIC
ECU,2004,43.745,55_64,BASIC
ECU,2004,70.488,55_64,INTERMEDATE
ECU,2004,75.0,55_64,ADVANCED
ECU,2004,26.654,65+,EDU_AGGREGATE_TOTAL
ECU,2004,33.041,65+,LESS_THAN_BASIC
ECU,2004,21.23,65+,BASIC
ECU,2004,21.968,65+,INTERMEDATE
ECU,2004,25.406,65+,ADVANCED
ECU,2003,46.174,Total,EDU_AGGREGATE_TOTAL
ECU,2003,42.574,Total,LESS_THAN_BASIC
ECU,2003,42.613,Total,BASIC
ECU,2003,49.39,Total,INTERMEDATE
ECU,2003,73.193,Total,ADVANCED
ECU,2003,35.786,15_24,EDU_AGGREGATE_TOTAL
ECU,2003,36.85,15_24,LESS_THAN_BASIC
ECU,2003,34.95,15_24,BASIC
ECU,2003,34.627,15_24,INTERMEDATE
ECU,2003,49.075,15_24,ADVANCED
ECU,2003,54.66,25_34,EDU_AGGREGATE_TOTAL
ECU,2003,46.164,25_34,LESS_THAN_BASIC
ECU,2003,50.147,25_34,BASIC
ECU,2003,58.366,25_34,INTERMEDATE
ECU,2003,75.959,25_34,ADVANCED
ECU,2003,58.869,35_44,EDU_AGGREGATE_TOTAL
ECU,2003,55.478,35_44,LESS_THAN_BASIC
ECU,2003,53.309,35_44,BASIC
ECU,2003,64.437,35_44,INTERMEDATE
ECU,2003,81.059,35_44,ADVANCED
ECU,2003,56.034,45_54,EDU_AGGREGATE_TOTAL
ECU,2003,52.608,45_54,LESS_THAN_BASIC
ECU,2003,51.447,45_54,BASIC
ECU,2003,73.565,45_54,INTERMEDATE
ECU,2003,81.978,45_54,ADVANCED
ECU,2003,43.175,55_64,EDU_AGGREGATE_TOTAL
ECU,2003,47.68,55_64,LESS_THAN_BASIC
ECU,2003,38.456,55_64,BASIC
ECU,2003,43.006,55_64,INTERMEDATE
ECU,2003,69.525,55_64,ADVANCED
ECU,2003,22.518,65+,EDU_AGGREGATE_TOTAL
ECU,2003,28.14,65+,LESS_THAN_BASIC
ECU,2003,17.4,65+,BASIC
ECU,2003,56.184,65+,INTERMEDATE
ECU,2003,20.486,65+,ADVANCED
ECU,2001,51.876,Total,EDU_AGGREGATE_TOTAL
ECU,2001,54.564,Total,LESS_THAN_BASIC
ECU,2001,50.725,Total,BASIC
ECU,2001,47.352,Total,INTERMEDATE
ECU,2001,68.625,Total,ADVANCED
ECU,2001,37.249,Total,EDU_AGGREGATE_X
ECU,2001,43.097,15_24,EDU_AGGREGATE_TOTAL
ECU,2001,48.764,15_24,LESS_THAN_BASIC
ECU,2001,51.048,15_24,BASIC
ECU,2001,36.175,15_24,INTERMEDATE
ECU,2001,50.888,15_24,ADVANCED
ECU,2001,,15_24,EDU_AGGREGATE_X
ECU,2001,59.265,25_34,EDU_AGGREGATE_TOTAL
ECU,2001,53.315,25_34,LESS_THAN_BASIC
ECU,2001,55.282,25_34,BASIC
ECU,2001,58.533,25_34,INTERMEDATE
ECU,2001,71.352,25_34,ADVANCED
ECU,2001,,25_34,EDU_AGGREGATE_X
ECU,2001,63.43,35_44,EDU_AGGREGATE_TOTAL
ECU,2001,70.05,35_44,LESS_THAN_BASIC
ECU,2001,59.224,35_44,BASIC
ECU,2001,61.625,35_44,INTERMEDATE
ECU,2001,73.724,35_44,ADVANCED
ECU,2001,,35_44,EDU_AGGREGATE_X
ECU,2001,59.73,45_54,EDU_AGGREGATE_TOTAL
ECU,2001,64.199,45_54,LESS_THAN_BASIC
ECU,2001,53.475,45_54,BASIC
ECU,2001,56.954,45_54,INTERMEDATE
ECU,2001,80.799,45_54,ADVANCED
ECU,2001,,45_54,EDU_AGGREGATE_X
ECU,2001,50.785,55_64,EDU_AGGREGATE_TOTAL
ECU,2001,61.325,55_64,LESS_THAN_BASIC
ECU,2001,46.747,55_64,BASIC
ECU,2001,36.586,55_64,INTERMEDATE
ECU,2001,70.618,55_64,ADVANCED
ECU,2001,,55_64,EDU_AGGREGATE_X
ECU,2001,27.801,65+,EDU_AGGREGATE_TOTAL
ECU,2001,35.087,65+,LESS_THAN_BASIC
ECU,2001,21.889,65+,BASIC
ECU,2001,23.142,65+,INTERMEDATE
ECU,2001,26.872,65+,ADVANCED
ECU,2000,43.014,Total,EDU_AGGREGATE_TOTAL
ECU,2000,40.979,Total,LESS_THAN_BASIC
ECU,2000,40.774,Total,BASIC
ECU,2000,39.433,Total,INTERMEDATE
ECU,2000,68.352,Total,ADVANCED
ECU,2000,,Total,EDU_AGGREGATE_X
ECU,2000,34.273,15_24,EDU_AGGREGATE_TOTAL
ECU,2000,37.723,15_24,LESS_THAN_BASIC
ECU,2000,40.909,15_24,BASIC
ECU,2000,27.952,15_24,INTERMEDATE
ECU,2000,46.374,15_24,ADVANCED
ECU,2000,51.636,25_34,EDU_AGGREGATE_TOTAL
ECU,2000,44.574,25_34,LESS_THAN_BASIC
ECU,2000,45.553,25_34,BASIC
ECU,2000,50.344,25_34,INTERMEDATE
ECU,2000,71.396,25_34,ADVANCED
ECU,2000,,25_34,EDU_AGGREGATE_X
ECU,2000,55.116,35_44,EDU_AGGREGATE_TOTAL
ECU,2000,54.626,35_44,LESS_THAN_BASIC
ECU,2000,47.742,35_44,BASIC
ECU,2000,55.267,35_44,INTERMEDATE
ECU,2000,76.972,35_44,ADVANCED
ECU,2000,,35_44,EDU_AGGREGATE_X
ECU,2000,50.376,45_54,EDU_AGGREGATE_TOTAL
ECU,2000,54.288,45_54,LESS_THAN_BASIC
ECU,2000,42.459,45_54,BASIC
ECU,2000,51.078,45_54,INTERMEDATE
ECU,2000,76.794,45_54,ADVANCED
ECU,2000,37.172,55_64,EDU_AGGREGATE_TOTAL
ECU,2000,41.23,55_64,LESS_THAN_BASIC
ECU,2000,35.375,55_64,BASIC
ECU,2000,29.759,55_64,INTERMEDATE
ECU,2000,54.604,55_64,ADVANCED
ECU,2000,22.062,65+,EDU_AGGREGATE_TOTAL
ECU,2000,24.177,65+,LESS_THAN_BASIC
ECU,2000,19.636,65+,BASIC
ECU,2000,22.242,65+,INTERMEDATE
ECU,2000,30.935,65+,ADVANCED
ECU,2000,,65+,EDU_AGGREGATE_X
EGY,2022,12.223,Total,EDU_AGGREGATE_TOTAL
EGY,2022,8.456,Total,LESS_THAN_BASIC
EGY,2022,4.241,Total,BASIC
EGY,2022,11.958,Total,INTERMEDATE
EGY,2022,32.419,Total,ADVANCED
EGY,2022,40.963,Total,EDU_AGGREGATE_X
EGY,2022,3.87,15_24,EDU_AGGREGATE_TOTAL
EGY,2022,4.214,15_24,LESS_THAN_BASIC
EGY,2022,1.715,15_24,BASIC
EGY,2022,4.17,15_24,INTERMEDATE
EGY,2022,16.279,15_24,ADVANCED
EGY,2022,14.342,15_24,EDU_AGGREGATE_X
EGY,2022,13.331,25_34,EDU_AGGREGATE_TOTAL
EGY,2022,7.476,25_34,LESS_THAN_BASIC
EGY,2022,7.404,25_34,BASIC
EGY,2022,9.958,25_34,INTERMEDATE
EGY,2022,26.163,25_34,ADVANCED
EGY,2022,36.09,25_34,EDU_AGGREGATE_X
EGY,2022,18.193,35_44,EDU_AGGREGATE_TOTAL
EGY,2022,12.619,35_44,LESS_THAN_BASIC
EGY,2022,8.969,35_44,BASIC
EGY,2022,14.008,35_44,INTERMEDATE
