"ref_area","source","indicator","sex","classif1","classif2","time","obs_value","obs_status","note_classif","note_indicator","note_source"
"ARM","BA:867","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_AGGREGATE_ADV","CUR_TYPE_USD","2016",195.428,,,"T8:6262_T30:111","R1:3513_T3:240"
"ARM","BA:867","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_AGGREGATE_TOTAL","CUR_TYPE_USD","2015",166.444,,,"T8:6262_T30:111","R1:3513_T3:240"
"ARM","BA:867","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_AGGREGATE_BAS","CUR_TYPE_USD","2015",135.205,,,"T8:6262_T30:111","R1:3513_T3:240"
"ARM","BA:867","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_AGGREGATE_INT","CUR_TYPE_USD","2015",141.257,,"C3:2620","T8:6262_T30:111","R1:3513_T3:240"
"ARM","BA:867","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_AGGREGATE_ADV","CUR_TYPE_USD","2015",193.896,,,"T8:6262_T30:111","R1:3513_T3:240"
"ARM","BA:867","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_AGGREGATE_TOTAL","CUR_TYPE_USD","2014",179.492,"B",,"T8:6262_T30:111_I11:264","R1:3513_T3:240"
"ARM","BA:867","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_AGGREGATE_BAS","CUR_TYPE_USD","2014",243.62,"B",,"T8:6262_T30:111_I11:264","R1:3513_T3:240"
"ARM","BA:867","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_AGGREGATE_INT","CUR_TYPE_USD","2014",154.373,"B","C3:2620","T8:6262_T30:111_I11:264","R1:3513_T3:240"
"ARM","BA:867","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_AGGREGATE_ADV","CUR_TYPE_USD","2014",203.396,"B",,"T8:6262_T30:111_I11:264","R1:3513_T3:240"
"ARM","BB:173","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_AGGREGATE_TOTAL","CUR_TYPE_USD","2013",171.612,,,"T30:111","R1:3513_T3:240"
"ARM","BB:173","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_AGGREGATE_BAS","CUR_TYPE_USD","2013",146.811,,,"T30:111","R1:3513_T3:240"
"ARM","BB:173","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_AGGREGATE_INT","CUR_TYPE_USD","2013",138.895,,,"T30:111","R1:3513_T3:240"
"ARM","BB:173","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_AGGREGATE_ADV","CUR_TYPE_USD","2013",183.267,,,"T30:111","R1:3513_T3:240"
